ENSG00000223972.5	ENSG000002239725	DDX11L1
ENSG00000179743.4	ENSG000001797434	FLJ37453
ENSG00000065526.10	ENSG0000006552610	SPEN
ENSG00000270620.1	ENSG000002706201	RP1-134O19.3
ENSG00000116809.11	ENSG0000011680911	ZBTB17
ENSG00000234607.2	ENSG000002346072	RP11-5P18.1
ENSG00000231353.1	ENSG000002313531	RP11-5P18.3
ENSG00000275503.1	ENSG000002755031	RP11-5P18.11
ENSG00000224966.4	ENSG000002249664	TBC1D3P6
ENSG00000183888.4	ENSG000001838884	C1orf64
ENSG00000233078.1	ENSG000002330781	RP11-5P18.5
ENSG00000173641.17	ENSG0000017364117	HSPB7
ENSG00000186510.11	ENSG0000018651011	CLCNKA
ENSG00000232456.1	ENSG000002324561	RP11-5P18.10
ENSG00000184908.17	ENSG0000018490817	CLCNKB
ENSG00000185519.8	ENSG000001855198	FAM131C
ENSG00000142627.12	ENSG0000014262712	EPHA2
ENSG00000227959.1	ENSG000002279591	RP11-276H7.2
ENSG00000224621.1	ENSG000002246211	RP11-276H7.3
ENSG00000234166.1	ENSG000002341661	ARHGEF19-AS1
ENSG00000142632.16	ENSG0000014263216	ARHGEF19
ENSG00000237276.8	ENSG000002372768	ANO7L1
ENSG00000132881.11	ENSG0000013288111	RSG1
ENSG00000233929.1	ENSG000002339291	MT1XP1
ENSG00000037637.10	ENSG0000003763710	FBXO42
ENSG00000055070.16	ENSG0000005507016	SZRD1
ENSG00000226457.1	ENSG000002264571	RP11-430L17.1
ENSG00000187144.11	ENSG0000018714411	SPATA21
ENSG00000157191.19	ENSG0000015719119	NECAP2
ENSG00000226029.1	ENSG000002260291	LINC01772
ENSG00000080947.14	ENSG0000008094714	CROCCP3
ENSG00000206652.1	ENSG000002066521	RNU1-1
ENSG00000261135.1	ENSG000002611351	RP4-798A10.7
ENSG00000224174.2	ENSG000002241742	RP4-798A10.4
ENSG00000233421.4	ENSG000002334214	LINC01783
ENSG00000277344.1	ENSG000002773441	RNU1-6P
ENSG00000268991.2	ENSG000002689912	FAM231B
ENSG00000225710.1	ENSG000002257101	RP5-875O13.6
ENSG00000219481.10	ENSG0000021948110	NBPF1
ENSG00000271732.1	ENSG000002717321	RP5-1182A14.5
ENSG00000215908.10	ENSG0000021590810	CROCCP2
ENSG00000283773.1	ENSG000002837731	RP5-1182A14.8
ENSG00000186301.8	ENSG000001863018	MST1P2
ENSG00000282143.1	ENSG000002821431	RP1-163M9.8
ENSG00000207513.1	ENSG000002075131	RNU1-3
ENSG00000237847.2	ENSG000002378472	FAM231A
ENSG00000280114.1	ENSG000002801141	RP5-875O13.7
ENSG00000236698.1	ENSG000002366981	EIF1AXP1
ENSG00000268869.5	ENSG000002688695	ESPNP
ENSG00000279151.1	ENSG000002791511	RP1-163M9.7
ENSG00000279132.2	ENSG000002791322	FAM231C
ENSG00000282740.1	ENSG000002827401	RP5-1182A14.7
ENSG00000058453.16	ENSG0000005845316	CROCC
ENSG00000227684.2	ENSG000002276842	CROCCP4
ENSG00000207389.1	ENSG000002073891	RNU1-4
ENSG00000186715.10	ENSG0000018671510	MST1L
ENSG00000223643.6	ENSG000002236436	RP11-108M9.1
ENSG00000230239.1	ENSG000002302391	RP11-108M9.2
ENSG00000263811.1	ENSG000002638111	MIR3675
ENSG00000228549.3	ENSG000002285493	RP11-108M9.3
ENSG00000277234.1	ENSG000002772341	RNU1-5P
ENSG00000238142.1	ENSG000002381421	RP11-108M9.4
ENSG00000235241.1	ENSG000002352411	RP11-108M9.5
ENSG00000207005.1	ENSG000002070051	RNU1-2
ENSG00000272426.1	ENSG000002724261	RP11-108M9.6
ENSG00000117122.13	ENSG0000011712213	MFAP2
ENSG00000226526.1	ENSG000002265261	RP1-37C10.3
ENSG00000159363.17	ENSG0000015936317	ATP13A2
ENSG00000117118.9	ENSG000001171189	SDHB
ENSG00000117115.12	ENSG0000011711512	PADI2
ENSG00000204362.6	ENSG000002043626	RP11-380J14.1
ENSG00000282843.1	ENSG000002828431	RP11-380J14.4
ENSG00000142623.9	ENSG000001426239	PADI1
ENSG00000142619.4	ENSG000001426194	PADI3
ENSG00000266634.1	ENSG000002666341	MIR3972
ENSG00000159339.13	ENSG0000015933913	PADI4
ENSG00000276747.1	ENSG000002767471	PADI6
ENSG00000227751.1	ENSG000002277511	RP1-20B21.4
ENSG00000179051.13	ENSG0000017905113	RCC2
ENSG00000074964.16	ENSG0000007496416	ARHGEF10L
ENSG00000236648.1	ENSG000002366481	RP11-473A10.2
ENSG00000117148.7	ENSG000001171487	ACTL8
ENSG00000261781.1	ENSG000002617811	LINC01654
ENSG00000117154.11	ENSG0000011715411	IGSF21
ENSG00000280222.1	ENSG000002802221	RP11-174G17.3
ENSG00000230035.2	ENSG000002300352	RP11-174G17
ENSG00000225387.1	ENSG000002253871	RP11-422P22.1
ENSG00000179023.8	ENSG000001790238	KLHDC7A
ENSG00000235282.3	ENSG000002352823	DYNLL1P3
ENSG00000225478.2	ENSG000002254782	RP1-8B22.2
ENSG00000009709.11	ENSG0000000970911	PAX7
ENSG00000179002.5	ENSG000001790025	TAS1R2
ENSG00000255275.3	ENSG000002552753	RP13-279N23.2
ENSG00000159423.16	ENSG0000015942316	ALDH4A1
ENSG00000265606.1	ENSG000002656061	MIR4695
ENSG00000221662.1	ENSG000002216621	MIR1290
ENSG00000169991.10	ENSG0000016999110	IFFO2
ENSG00000272084.1	ENSG000002720841	RP5-1126H10.2
ENSG00000127481.14	ENSG0000012748114	UBR4
ENSG00000230424.1	ENSG000002304241	RP1-43E13.2
ENSG00000127463.13	ENSG0000012746313	EMC1
ENSG00000053372.4	ENSG000000533724	MRTO4
ENSG00000211454.13	ENSG0000021145413	AKR7L
ENSG00000162482.4	ENSG000001624824	AKR7A3
ENSG00000270728.1	ENSG000002707281	RP4-657E11.10
ENSG00000053371.12	ENSG0000005337112	AKR7A2
ENSG00000200403.1	ENSG000002004031	RNU6-1099P
ENSG00000040487.12	ENSG0000004048712	PQLC2
ENSG00000077549.17	ENSG0000007754917	CAPZB
ENSG00000240490.3	ENSG000002404903	RN7SL277P
ENSG00000201609.1	ENSG000002016091	RNU4-28P
ENSG00000235185.1	ENSG000002351851	RP5-1056L3.1
ENSG00000173436.13	ENSG0000017343613	MINOS1
ENSG00000270136.5	ENSG000002701365	MINOS1-NBL1
ENSG00000226396.1	ENSG000002263961	RP5-1056L3.3
ENSG00000158747.13	ENSG0000015874713	NBL1
ENSG00000158748.3	ENSG000001587483	HTR6
ENSG00000162542.13	ENSG0000016254213	TMCO4
ENSG00000178828.6	ENSG000001788286	RNF186
ENSG00000235434.1	ENSG000002354341	RP11-91K11.2
ENSG00000169914.5	ENSG000001699145	OTUD3
ENSG00000188784.4	ENSG000001887844	PLA2G2E
ENSG00000242688.3	ENSG000002426883	RN7SL304P
ENSG00000188257.10	ENSG0000018825710	PLA2G2A
ENSG00000127472.10	ENSG0000012747210	PLA2G5
ENSG00000117215.14	ENSG0000011721514	PLA2G2D
ENSG00000158786.4	ENSG000001587864	PLA2G2F
ENSG00000227066.1	ENSG000002270661	RP3-340N1.2
ENSG00000187980.6	ENSG000001879806	PLA2G2C
ENSG00000225986.1	ENSG000002259861	UBXN10-AS1
ENSG00000162543.5	ENSG000001625435	UBXN10
ENSG00000228105.1	ENSG000002281051	LINC01757
ENSG00000158816.15	ENSG0000015881615	VWA5B1
ENSG00000226664.1	ENSG000002266641	RP4-745E8.2
ENSG00000236963.6	ENSG000002369636	LINC01141
ENSG00000226487.1	ENSG000002264871	RP4-749H3.2
ENSG00000162545.5	ENSG000001625455	CAMK2N1
ENSG00000090432.6	ENSG000000904326	MUL1
ENSG00000215520.3	ENSG000002155203	RPS4XP4
ENSG00000183114.7	ENSG000001831147	FAM43B
ENSG00000158825.5	ENSG000001588255	CDA
ENSG00000158828.7	ENSG000001588287	PINK1
ENSG00000284005.1	ENSG000002840051	MIR6084
ENSG00000117242.7	ENSG000001172427	PINK1-AS
ENSG00000244038.9	ENSG000002440389	DDOST
ENSG00000117245.12	ENSG0000011724512	KIF17
ENSG00000235432.1	ENSG000002354321	RP5-930J4.5
ENSG00000189410.11	ENSG0000018941011	SH2D5
ENSG00000233069.1	ENSG000002330691	RP5-930J4.2
ENSG00000127483.17	ENSG0000012748317	HP1BP3
ENSG00000075151.20	ENSG0000007515120	EIF4G3
ENSG00000251914.1	ENSG000002519141	RNU7-200P
ENSG00000221808.1	ENSG000002218081	MIR1256
ENSG00000233072.1	ENSG000002330721	RPS15AP6
ENSG00000236073.2	ENSG000002360732	RP11-487E1.2
ENSG00000235112.1	ENSG000002351121	HSPE1P27
ENSG00000117298.14	ENSG0000011729814	ECE1
ENSG00000236936.1	ENSG000002369361	RP3-329E20.2
ENSG00000231105.1	ENSG000002311051	RP5-1071N3.1
ENSG00000236216.5	ENSG000002362165	PPP1R11P1
ENSG00000228823.1	ENSG000002288231	RP11-293F5.8
ENSG00000236009.1	ENSG000002360091	RP11-293F5.1
ENSG00000227001.3	ENSG000002270013	NBPF2P
ENSG00000187952.9	ENSG000001879529	HS6ST1P1
ENSG00000186543.7	ENSG000001865437	CROCCP5
ENSG00000142794.18	ENSG0000014279418	NBPF3
ENSG00000176378.8	ENSG000001763788	PFN1P10
ENSG00000162551.13	ENSG0000016255113	ALPL
ENSG00000233431.1	ENSG000002334311	RP11-63N8.3
ENSG00000076864.19	ENSG0000007686419	RAP1GAP
ENSG00000090686.15	ENSG0000009068615	USP48
ENSG00000231978.2	ENSG000002319782	RP11-132G19.3
ENSG00000187942.11	ENSG0000018794211	LDLRAD2
ENSG00000142798.17	ENSG0000014279817	HSPG2
ENSG00000232037.3	ENSG000002320373	RP11-26H16.1
ENSG00000283234.1	ENSG000002832341	RP11-26H16.4
ENSG00000219073.7	ENSG000002190737	CELA3B
ENSG00000273610.1	ENSG000002736101	RN7SL386P
ENSG00000201919.1	ENSG000002019191	RNU6-1022P
ENSG00000142789.19	ENSG0000014278919	CELA3A
ENSG00000278124.1	ENSG000002781241	RN7SL186P
ENSG00000201273.1	ENSG000002012731	RNU6-776P
ENSG00000228397.2	ENSG000002283972	LINC01635
ENSG00000218510.6	ENSG000002185106	LINC00339
ENSG00000070831.15	ENSG0000007083115	CDC42
ENSG00000230068.2	ENSG000002300682	CDC42-IT1
ENSG00000271428.1	ENSG000002714281	RP1-224A6.8
ENSG00000271840.1	ENSG000002718401	RP1-224A6.9
ENSG00000162552.14	ENSG0000016255214	WNT4
ENSG00000266564.1	ENSG000002665641	MIR4418
ENSG00000234397.3	ENSG000002343973	RP11-415K20.1
ENSG00000279625.1	ENSG000002796251	RP11-415K20.2
ENSG00000184677.16	ENSG0000018467716	ZBTB40
ENSG00000237200.1	ENSG000002372001	ZBTB40-IT1
ENSG00000070886.11	ENSG0000007088611	EPHA8
ENSG00000276835.2	ENSG000002768352	MIR6127
ENSG00000173372.16	ENSG0000017337216	C1QA
ENSG00000159189.11	ENSG0000015918911	C1QC
ENSG00000173369.15	ENSG0000017336915	C1QB
ENSG00000133216.16	ENSG0000013321616	EPHB2
ENSG00000265422.1	ENSG000002654221	MIR4684
ENSG00000225952.1	ENSG000002259521	RP11-69E9.1
ENSG00000264014.1	ENSG000002640141	MIR4253
ENSG00000215906.8	ENSG000002159068	LACTBL1
ENSG00000227868.5	ENSG000002278685	C1orf234
ENSG00000004487.15	ENSG0000000448715	KDM1A
ENSG00000240553.1	ENSG000002405531	RP1-184J9.2
ENSG00000263793.1	ENSG000002637931	MIR3115
ENSG00000266802.1	ENSG000002668021	MIR4419A
ENSG00000169641.13	ENSG0000016964113	LUZP1
ENSG00000229010.1	ENSG000002290101	RP5-979D14.1
ENSG00000206935.1	ENSG000002069351	RNU6-514P
ENSG00000252578.1	ENSG000002525781	RNU6-135P
ENSG00000179546.4	ENSG000001795464	HTR1D
ENSG00000215381.3	ENSG000002153813	RP5-1057J7.1
ENSG00000261326.2	ENSG000002613262	LINC01355
ENSG00000125944.18	ENSG0000012594418	HNRNPR
ENSG00000125945.14	ENSG0000012594514	ZNF436
ENSG00000249087.6	ENSG000002490876	ZNF436-AS1
ENSG00000201405.1	ENSG000002014051	Y_RNA
ENSG00000271420.1	ENSG000002714201	RP5-1057J7.7
ENSG00000204219.9	ENSG000002042199	TCEA3
ENSG00000232482.2	ENSG000002324822	RP4-654C18.1
ENSG00000088280.18	ENSG0000008828018	ASAP3
ENSG00000007968.6	ENSG000000079686	E2F2
ENSG00000235052.1	ENSG000002350521	RP1-150O5.3
ENSG00000117318.8	ENSG000001173188	ID3
ENSG00000197880.8	ENSG000001978808	MDS2
ENSG00000229239.2	ENSG000002292392	RP11-223J15.2
ENSG00000142676.12	ENSG0000014267612	RPL11
ENSG00000011007.12	ENSG0000001100712	ELOA
ENSG00000236810.5	ENSG000002368105	ELOA-AS1
ENSG00000057757.9	ENSG000000577579	PITHD1
ENSG00000011009.10	ENSG0000001100910	LYPLA2
ENSG00000117308.14	ENSG0000011730814	GALE
ENSG00000117305.14	ENSG0000011730514	HMGCL
ENSG00000179163.11	ENSG0000017916311	FUCA1
ENSG00000188822.7	ENSG000001888227	CNR2
ENSG00000229106.1	ENSG000002291061	BTBD6P1
ENSG00000232557.3	ENSG000002325573	RP11-4M23.3
ENSG00000264926.1	ENSG000002649261	MIR378F
ENSG00000230228.2	ENSG000002302282	RP11-4M23.4
ENSG00000189266.11	ENSG0000018926611	PNRC2
ENSG00000188529.14	ENSG0000018852914	SRSF10
ENSG00000215905.4	ENSG000002159054	RP11-4M23.7
ENSG00000225315.2	ENSG000002253152	RP11-293P20.2
ENSG00000142661.18	ENSG0000014266118	MYOM3
ENSG00000230703.1	ENSG000002307031	RP11-293P20.4
ENSG00000142677.3	ENSG000001426773	IL22RA1
ENSG00000185436.11	ENSG0000018543611	IFNLR1
ENSG00000230023.2	ENSG000002300232	RP11-10N16.2
ENSG00000232298.2	ENSG000002322982	RP11-10N16.3
ENSG00000158055.15	ENSG0000015805515	GRHL3
ENSG00000001460.17	ENSG0000000146017	STPG1
ENSG00000001461.16	ENSG0000000146116	NIPAL3
ENSG00000117602.11	ENSG0000011760211	RCAN3
ENSG00000264443.1	ENSG000002644431	RP4-594I10.3
ENSG00000184454.6	ENSG000001844546	NCMAP
ENSG00000227312.2	ENSG000002273122	RP11-496D1.2
ENSG00000239106.1	ENSG000002391061	Y_RNA
ENSG00000133226.16	ENSG0000013322616	SRRM1
ENSG00000169504.14	ENSG0000016950414	CLIC4
ENSG00000238482.1	ENSG000002384821	RNU6-1208P
ENSG00000020633.18	ENSG0000002063318	RUNX3
ENSG00000278034.1	ENSG000002780341	MIR6731
ENSG00000229162.1	ENSG000002291621	RP11-84D1.1
ENSG00000261025.1	ENSG000002610251	RP11-84D1.2
ENSG00000264371.1	ENSG000002643711	MIR4425
ENSG00000233755.1	ENSG000002337551	RP4-799D16.1
ENSG00000233419.3	ENSG000002334193	RP4-781L3.1
ENSG00000231953.2	ENSG000002319532	RP4-706G24.1
ENSG00000117614.9	ENSG000001176149	SYF2
ENSG00000117616.17	ENSG0000011761617	RSRP1
ENSG00000272432.1	ENSG000002724321	RP3-465N24.6
ENSG00000261349.1	ENSG000002613491	RP3-465N24.5
ENSG00000187010.19	ENSG0000018701019	RHD
ENSG00000224183.1	ENSG000002241831	SDHDP6
ENSG00000259984.1	ENSG000002599841	RP11-335G20.7
ENSG00000183726.10	ENSG0000018372610	TMEM50A
ENSG00000188672.17	ENSG0000018867217	RHCE
ENSG00000238084.4	ENSG000002380844	RP3-469D22.1
ENSG00000204178.9	ENSG000002041789	TMEM57
ENSG00000157978.11	ENSG0000015797811	LDLRAP1
ENSG00000225643.1	ENSG000002256431	RP11-70P17.1
ENSG00000117643.14	ENSG0000011764314	MAN1C1
ENSG00000233478.1	ENSG000002334781	RP1-187B23.1
ENSG00000162430.16	ENSG0000016243016	SELENON
ENSG00000255054.3	ENSG000002550543	RP1-317E23.6
ENSG00000228172.5	ENSG000002281725	RP1-317E23.3
ENSG00000117640.17	ENSG0000011764017	MTFR1L
ENSG00000272478.1	ENSG000002724781	RP1-317E23.7
ENSG00000127423.10	ENSG0000012742310	AUNIP
ENSG00000236528.1	ENSG000002365281	RP1-125I3.2
ENSG00000182749.5	ENSG000001827495	PAQR7
ENSG00000207302.1	ENSG000002073021	Y_RNA
ENSG00000117632.22	ENSG0000011763222	STMN1
ENSG00000229786.1	ENSG000002297861	SNRPFP2
ENSG00000223624.1	ENSG000002236241	RP1-125I3.4
ENSG00000283938.1	ENSG000002839381	MIR3917
ENSG00000158006.13	ENSG0000015800613	PAFAH2
ENSG00000207237.1	ENSG000002072371	RNU6-110P
ENSG00000252190.1	ENSG000002521901	SCARNA17
ENSG00000252691.1	ENSG000002526911	SCARNA18
ENSG00000158008.9	ENSG000001580089	EXTL1
ENSG00000158014.14	ENSG0000015801414	SLC30A2
ENSG00000284309.1	ENSG000002843091	RP11-96L14.9
ENSG00000158022.6	ENSG000001580226	TRIM63
ENSG00000175087.9	ENSG000001750879	PDIK1L
ENSG00000197245.5	ENSG000001972455	FAM110D
ENSG00000282872.1	ENSG000002828721	RP11-96L14.8
ENSG00000236782.6	ENSG000002367826	RP11-96L14.7
ENSG00000142684.8	ENSG000001426848	ZNF593
ENSG00000142675.17	ENSG0000014267517	CNKSR1
ENSG00000188782.8	ENSG000001887828	CATSPER4
ENSG00000236155.6	ENSG000002361556	RP11-231P20.2
ENSG00000278572.1	ENSG000002785721	RP11-231P20.6
ENSG00000130695.14	ENSG0000013069514	CEP85
ENSG00000270733.1	ENSG000002707331	RP11-231P20.5
ENSG00000142669.14	ENSG0000014266914	SH3BGRL3
ENSG00000158062.20	ENSG0000015806220	UBXN11
ENSG00000169442.8	ENSG000001694428	CD52
ENSG00000176092.14	ENSG0000017609214	AIM1L
ENSG00000225854.2	ENSG000002258542	RP11-569G9.7
ENSG00000176083.17	ENSG0000017608317	ZNF683
ENSG00000131914.10	ENSG0000013191410	LIN28A
ENSG00000117682.16	ENSG0000011768216	DHDDS
ENSG00000223583.1	ENSG000002235831	RP3-476K8.4
ENSG00000225891.1	ENSG000002258911	RP3-476K8.3
ENSG00000198830.10	ENSG0000019883010	HMGN2
ENSG00000224129.1	ENSG000002241291	DPPA2P2
ENSG00000117676.13	ENSG0000011767613	RPS6KA1
ENSG00000238705.1	ENSG000002387051	MIR1976
ENSG00000243905.3	ENSG000002439053	RN7SL679P
ENSG00000252802.1	ENSG000002528021	Y_RNA
ENSG00000252429.2	ENSG000002524292	RNU7-29P
ENSG00000229247.2	ENSG000002292472	RP11-492M19.3
ENSG00000238316.1	ENSG000002383161	snoU13
ENSG00000235069.2	ENSG000002350692	RP4-785J1.1
ENSG00000260063.1	ENSG000002600631	RP5-968P14.2
ENSG00000117713.18	ENSG0000011771318	ARID1A
ENSG00000060642.10	ENSG0000006064210	PIGV
ENSG00000241188.3	ENSG000002411883	RN7SL165P
ENSG00000204160.11	ENSG0000020416011	ZDHHC18
ENSG00000175793.11	ENSG0000017579311	SFN
ENSG00000226698.1	ENSG000002266981	RP1-50O24.6
ENSG00000142751.14	ENSG0000014275114	GPN2
ENSG00000198746.12	ENSG0000019874612	GPATCH3
ENSG00000090273.13	ENSG0000009027313	NUDC
ENSG00000131910.4	ENSG000001319104	NR0B2
ENSG00000175707.8	ENSG000001757078	KDF1
ENSG00000172746.6	ENSG000001727466	RPL12P13
ENSG00000224064.1	ENSG000002240641	RP11-344H11.5
ENSG00000225294.1	ENSG000002252941	OSTCP2
ENSG00000253368.3	ENSG000002533683	TRNP1
ENSG00000158246.7	ENSG000001582467	FAM46B
ENSG00000090020.10	ENSG0000009002010	SLC9A1
ENSG00000229985.2	ENSG000002299852	RP11-40H20.5
ENSG00000214973.3	ENSG000002149733	CHCHD3P3
ENSG00000225159.1	ENSG000002251591	NPM1P39
ENSG00000225990.2	ENSG000002259902	SNRPEP7
ENSG00000224311.1	ENSG000002243111	RP11-40H20.4
ENSG00000142784.15	ENSG0000014278415	WDTC1
ENSG00000252098.1	ENSG000002520981	Y_RNA
ENSG00000243659.1	ENSG000002436591	RP11-4K3__A.3
ENSG00000186501.14	ENSG0000018650114	TMEM222
ENSG00000206888.1	ENSG000002068881	RNU6-48P
ENSG00000241547.1	ENSG000002415471	ACTG1P20
ENSG00000142765.17	ENSG0000014276517	SYTL1
ENSG00000142733.14	ENSG0000014273314	MAP3K6
ENSG00000142748.12	ENSG0000014274812	FCN3
ENSG00000174950.10	ENSG0000017495010	CD164L2
ENSG00000231207.1	ENSG000002312071	RP1-144C9.2
ENSG00000181773.6	ENSG000001817736	GPR3
ENSG00000158195.10	ENSG0000015819510	WASF2
ENSG00000241169.1	ENSG000002411691	RP4-752I6.1
ENSG00000237429.1	ENSG000002374291	RP1-159A19.4
ENSG00000126705.13	ENSG0000012670513	AHDC1
ENSG00000000938.12	ENSG0000000093812	FGR
ENSG00000235912.1	ENSG000002359121	RP1-159A19.3
ENSG00000233975.1	ENSG000002339751	RP11-288L9.1
ENSG00000126709.14	ENSG0000012670914	IFI6
ENSG00000225886.3	ENSG000002258863	RP11-288L9.4
ENSG00000206767.1	ENSG000002067671	RNU6-949P
ENSG00000226662.2	ENSG000002266622	CHMP1AP1
ENSG00000207095.1	ENSG000002070951	RNU6-424P
ENSG00000009780.15	ENSG0000000978015	FAM76A
ENSG00000231344.1	ENSG000002313441	RP3-426I6.2
ENSG00000230833.1	ENSG000002308331	RPEP3
ENSG00000117758.13	ENSG0000011775813	STX12
ENSG00000269971.1	ENSG000002699711	RP3-426I6.5
ENSG00000270031.1	ENSG000002700311	RP3-426I6.6
ENSG00000223062.1	ENSG000002230621	RNU6-1245P
ENSG00000117751.17	ENSG0000011775117	PPP1R8
ENSG00000252947.1	ENSG000002529471	SCARNA1
ENSG00000130775.15	ENSG0000013077515	THEMIS2
ENSG00000117748.9	ENSG000001177489	RPA2
ENSG00000130768.14	ENSG0000013076814	SMPDL3B
ENSG00000227050.1	ENSG000002270501	RP11-460I13.2
ENSG00000158156.7	ENSG000001581567	XKR8
ENSG00000158161.15	ENSG0000015816115	EYA3
ENSG00000238231.2	ENSG000002382312	RP11-460I13.6
ENSG00000240750.3	ENSG000002407503	RN7SL559P
ENSG00000228589.3	ENSG000002285893	SPCS2P4
ENSG00000228943.1	ENSG000002289431	RP5-1053E7.2
ENSG00000214812.3	ENSG000002148123	RP5-1053E7.3
ENSG00000253005.1	ENSG000002530051	RNU6-176P
ENSG00000169403.11	ENSG0000016940311	PTAFR
ENSG00000126698.10	ENSG0000012669810	DNAJC8
ENSG00000130770.17	ENSG0000013077017	ATPIF1
ENSG00000270605.1	ENSG000002706051	RP5-1092A3.4
ENSG00000271398.1	ENSG000002713981	RP5-1092A3.5
ENSG00000130766.4	ENSG000001307664	SESN2
ENSG00000130772.13	ENSG0000013077213	MED18
ENSG00000204138.12	ENSG0000020413812	PHACTR4
ENSG00000206779.1	ENSG000002067791	Y_RNA
ENSG00000229820.2	ENSG000002298202	RP1-308E4.1
ENSG00000221216.1	ENSG000002212161	RNU6ATAC27P
ENSG00000180198.15	ENSG0000018019815	RCC1
ENSG00000242125.3	ENSG000002421253	SNHG3
ENSG00000274266.1	ENSG000002742661	SNORA73A
ENSG00000200087.1	ENSG000002000871	SNORA73B
ENSG00000231468.2	ENSG000002314682	PRDX3P2
ENSG00000279443.1	ENSG000002794431	RP4-669K10.8
ENSG00000180098.9	ENSG000001800989	TRNAU1AP
ENSG00000197989.13	ENSG0000019798913	SNHG12
ENSG00000221539.1	ENSG000002215391	SNORD99
ENSG00000278274.1	ENSG000002782741	SNORA61
ENSG00000273544.1	ENSG000002735441	SNORA44
ENSG00000280498.1	ENSG000002804981	SNORA16A
ENSG00000274582.1	ENSG000002745821	SNORA16A
ENSG00000120656.11	ENSG0000012065611	TAF12
ENSG00000188060.7	ENSG000001880607	RAB42
ENSG00000229388.1	ENSG000002293881	LINC01715
ENSG00000270103.3	ENSG000002701033	RNU11
ENSG00000274978.1	ENSG000002749781	RNU11
ENSG00000162419.12	ENSG0000016241912	GMEB1
ENSG00000252777.1	ENSG000002527771	SCARNA24
ENSG00000198492.15	ENSG0000019849215	YTHDF2
ENSG00000116329.10	ENSG0000011632910	OPRD1
ENSG00000233427.1	ENSG000002334271	RP1-212P9.3
ENSG00000199756.1	ENSG000001997561	Y_RNA
ENSG00000159023.19	ENSG0000015902319	EPB41
ENSG00000225616.2	ENSG000002256162	RP4-604A21.1
ENSG00000206704.1	ENSG000002067041	Y_RNA
ENSG00000277958.1	ENSG000002779581	Metazoa_SRP
ENSG00000253304.1	ENSG000002533041	TMEM200B
ENSG00000225750.1	ENSG000002257501	RP11-242O24.3
ENSG00000116350.16	ENSG0000011635016	SRSF4
ENSG00000277916.1	ENSG000002779161	uc_338
ENSG00000116353.15	ENSG0000011635315	MECR
ENSG00000237934.1	ENSG000002379341	RP11-467D18.2
ENSG00000060656.19	ENSG0000006065619	PTPRU
ENSG00000230523.1	ENSG000002305231	LINC01756
ENSG00000225011.4	ENSG000002250114	RP11-810H18.1
ENSG00000228176.1	ENSG000002281761	RP4-656G21.1
ENSG00000270927.1	ENSG000002709271	RP11-179G8.1
ENSG00000233399.2	ENSG000002333992	LINC01648
ENSG00000233372.1	ENSG000002333721	RP5-893G23.1
ENSG00000231251.1	ENSG000002312511	RP3-357I16.1
ENSG00000236335.1	ENSG000002363351	RP4-591L5.1
ENSG00000231949.1	ENSG000002319491	RP4-591L5.2
ENSG00000162510.5	ENSG000001625105	MATN1
ENSG00000186056.9	ENSG000001860569	MATN1-AS1
ENSG00000162511.7	ENSG000001625117	LAPTM5
ENSG00000264773.1	ENSG000002647731	MIR4420
ENSG00000229607.1	ENSG000002296071	RP5-1125N11.1
ENSG00000223382.4	ENSG000002233824	LINC01778
ENSG00000222784.1	ENSG000002227841	RN7SKP91
ENSG00000235143.1	ENSG000002351431	RP1-65J11.5
ENSG00000162512.15	ENSG0000016251215	SDC3
ENSG00000266210.2	ENSG000002662102	RN7SL371P
ENSG00000134644.15	ENSG0000013464415	PUM1
ENSG00000237329.2	ENSG000002373292	RP11-201O14.1
ENSG00000232768.1	ENSG000002327681	RP11-201O14.2
ENSG00000215900.4	ENSG000002159004	SELENOWP1
ENSG00000225142.2	ENSG000002251422	RP11-490K7.1
ENSG00000084628.9	ENSG000000846289	NKAIN1
ENSG00000060688.12	ENSG0000006068812	SNRNP40
ENSG00000229447.2	ENSG000002294472	RP11-490K7.4
ENSG00000121766.15	ENSG0000012176615	ZCCHC17
ENSG00000229044.1	ENSG000002290441	RP11-266K22.2
ENSG00000121769.7	ENSG000001217697	FABP3
ENSG00000168528.11	ENSG0000016852811	SERINC2
ENSG00000215899.3	ENSG000002158993	RP11-439L8.2
ENSG00000206981.1	ENSG000002069811	RNU6-40P
ENSG00000260386.6	ENSG000002603866	LINC01225
ENSG00000265961.1	ENSG000002659611	Y_RNA
ENSG00000284543.1	ENSG000002845431	LINC01226
ENSG00000229167.1	ENSG000002291671	RP11-73M7.1
ENSG00000142910.15	ENSG0000014291015	TINAGL1
ENSG00000121764.11	ENSG0000012176411	HCRTR1
ENSG00000162517.12	ENSG0000016251712	PEF1
ENSG00000235790.7	ENSG000002357907	RP11-73M7.6
ENSG00000264078.1	ENSG000002640781	RP11-73M7.9
ENSG00000084636.17	ENSG0000008463617	COL16A1
ENSG00000121753.12	ENSG0000012175312	ADGRB2
ENSG00000266580.1	ENSG000002665801	MIR4254
ENSG00000254545.1	ENSG000002545451	RP11-84A19.3
ENSG00000134668.12	ENSG0000013466812	SPOCD1
ENSG00000203620.2	ENSG000002036202	RP11-84A19.2
ENSG00000269967.1	ENSG000002699671	RP11-84A19.4
