	CD34+	CD56+ NK	CD4+/CD45RA+/CD25- Naive T	CD4+/CD25 T Reg	CD8+/CD45RA+ Naive Cytotoxic	CD4+/CD45RO+ Memory	CD8+ Cytotoxic T	CD19+ B	CD4+ T Helper2	CD14+ Monocyte	Dendritic
ENSG00000162490	    0.24374	    3.41130	    0.69884	    0.23110	    0.60965	    0.49427	    0.48497	    0.70955	    0.19371	    0.5464	    2.443
ENSG00000177674	   15.73861	  127.77539	   46.20103	   43.36915	   25.82711	   31.01545	   35.70574	   22.63451	   41.45410	  360.0481	   24.427
ENSG00000215910	    0.03482	    0.14832	    0.07765	    0.07703	    0.11085	    0.12357	    0.06062	    0.07095	    0.12914	    1.0927	    2.443
ENSG00000177000	    6.82471	    5.78438	    2.64006	    2.77316	    2.93742	    3.08919	    3.21291	    8.65646	    2.64738	   24.0396	    7.328
ENSG00000011021	    3.13379	    2.89219	    1.55298	    1.23252	    1.27473	    1.35924	    1.87925	    7.45023	    1.09769	    9.8344	    2.443
ENSG00000242349	    0.20892	    0.14832	    0.15530	    0.23110	    0.16627	    0.12357	    0.12124	    0.78050	    0.19371	    2.7318	    2.443
ENSG00000116685	    5.50155	    8.23161	    2.87301	    4.69897	    4.60011	    7.97011	    5.03154	    7.80500	    4.06793	   26.2251	   12.214
ENSG00000083444	    3.27307	    7.71250	    0.62119	    1.23252	    1.21931	    0.49427	    1.15180	    1.91577	    0.58113	   32.7813	   12.214
ENSG00000116688	    4.59623	    8.15745	    6.83309	    7.62619	    5.70857	    5.74589	    4.84968	    5.53446	    7.42558	    4.3708	    4.885
ENSG00000116691	   21.06606	   20.83859	   29.11830	   46.37341	   21.50412	   27.37021	   21.03547	   49.02961	   37.45074	   55.1819	   61.068
ENSG00000120949	    0.06964	    0.07416	    0.07765	    0.77032	    0.05542	    0.12357	    0.06062	    0.35477	    0.25828	   11.4735	    2.443
ENSG00000028137	    2.36776	   40.78727	    9.24021	   67.48025	    2.54946	   31.81864	   11.63922	   15.18428	   28.86290	  188.4926	    9.771
ENSG00000048707	    4.03911	    6.82260	    9.78375	    7.00993	    5.98568	   11.92427	    6.66830	    5.53446	    8.32956	    6.0099	    4.885
ENSG00000229484	    0.03482	    0.07416	    0.23295	    0.07703	    0.11085	    0.12357	    0.06062	    0.07095	    0.19371	    0.5464	    2.443
ENSG00000162496	    1.91510	   22.24760	    9.78375	    5.00710	    5.15434	    5.49875	    5.39526	    0.07095	    8.45870	    1.0927	   24.427
ENSG00000272482	    0.38302	    0.59327	    0.15530	    0.07703	    0.16627	    0.06178	    0.06062	    0.07095	    0.12914	    0.5464	    2.443
ENSG00000179172	    0.03482	    0.07416	    0.07765	    0.15406	    0.11085	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000162494	    5.18817	    0.07416	    0.23295	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.19371	    0.5464	    2.443
ENSG00000259961	    0.45266	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000116731	   14.69401	   22.39592	   11.88026	   12.78735	   11.19544	   13.34529	   17.51945	   40.58602	    9.10440	   14.7516	   17.099
ENSG00000189337	    0.10446	    0.66743	    0.15530	    0.07703	    0.05542	    0.06178	    0.12124	    0.21286	    0.12914	    0.5464	    2.443
ENSG00000171729	    0.38302	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    6.0099	    2.443
ENSG00000142621	    0.10446	    1.18654	    0.07765	    0.07703	    0.05542	    0.06178	    0.24248	    0.07095	    0.06457	    1.0927	    2.443
ENSG00000233485	    0.06964	    0.22248	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000228140	    0.31338	   11.64291	    0.07765	    0.07703	    0.05542	    0.06178	    0.72745	    0.21286	    0.06457	    1.0927	    2.443
ENSG00000142634	   19.08132	  545.88197	    8.77431	   24.03406	    7.42668	   19.70902	   36.19071	   26.11129	   16.40084	  263.3432	  180.762
ENSG00000162438	    0.06964	    0.14832	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000132906	    8.21750	   11.19796	    4.11539	    5.08413	    3.60249	    3.58346	    3.51601	    9.50791	    4.45535	    6.5563	    7.328
ENSG00000116138	    3.13379	    2.66971	    1.70827	    1.54064	    2.16150	    1.97708	    2.24298	    3.76059	    1.87254	    4.3708	    2.443
ENSG00000272510	    0.06964	    0.07416	    0.23295	    0.15406	    0.94219	    0.49427	    0.30310	    0.35477	    0.12914	    0.5464	    2.443
ENSG00000116771	    0.62676	    0.66743	   19.72279	   14.94426	   14.29913	    8.83508	   10.24494	    6.59878	   13.23690	    0.5464	    2.443
ENSG00000237301	    0.45266	    0.29663	    0.15530	    0.07703	    0.11085	    0.18535	    0.18186	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000197312	    2.61150	    3.70793	    2.79536	    2.07987	    2.38319	    1.85351	    3.03105	    4.96682	    2.13082	    0.5464	    2.443
ENSG00000271742	    0.06964	    0.14832	    0.07765	    0.46219	    0.05542	    0.18535	    0.06062	    0.14191	    0.12914	    1.6391	    2.443
ENSG00000116786	    6.37205	    3.11466	    3.18360	    2.85019	    5.20976	    7.47583	    4.24347	    9.43696	    3.74507	   43.1621	    7.328
ENSG00000162461	    0.41784	    0.22248	    0.77649	    0.15406	    0.33254	    0.24714	    0.48497	    0.35477	    0.19371	    2.1854	    2.443
ENSG00000162458	    0.41784	    0.81575	    0.69884	    1.07845	    0.49881	    0.61784	    0.72745	    1.27718	    0.32285	    1.6391	    4.885
ENSG00000179743	   79.07607	   33.29724	   42.31859	   36.35922	   35.69240	   28.42053	   25.76390	   32.85197	   35.83649	   59.5527	   21.985
ENSG00000065526	   14.31099	   11.93955	    3.26125	    3.23535	    2.77115	    4.32486	    9.09314	   12.27514	    3.35765	   13.6589	    9.771
ENSG00000116809	   10.16742	    7.04507	   11.64732	    9.70606	    7.98091	    8.89686	    6.06209	   10.35937	   10.91237	   14.2052	    7.328
ENSG00000186510	    0.27856	    0.07416	    0.15530	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000184908	    0.27856	    0.07416	    0.15530	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000185519	    0.13928	    0.07416	    0.07765	    0.15406	    0.05542	    0.06178	    0.12124	    0.07095	    0.12914	    0.5464	    2.443
ENSG00000142627	    0.03482	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.12914	    1.0927	    2.443
ENSG00000227959	    0.03482	    0.07416	    0.07765	    0.23110	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000142632	    7.93895	   10.82717	    8.69666	    9.70606	    6.92787	    6.79621	    4.78905	    6.10209	   10.84780	    9.8344	    4.885
ENSG00000204377	    0.27856	    0.51911	    0.15530	    0.38516	    0.27711	    0.30892	    0.18186	    0.07095	    0.12914	    1.0927	    2.443
ENSG00000132881	    2.29812	    4.07873	    2.71771	    2.77316	    1.88438	    1.79173	    1.87925	    2.62532	    2.19539	    2.7318	    4.885
ENSG00000037637	    4.49177	    4.67200	    4.50363	    4.69897	    4.54468	    4.75735	    5.39526	    6.88259	    3.68050	    6.5563	    4.885
ENSG00000055070	   26.88099	   52.28186	   38.74675	   41.59741	   26.60303	   33.85750	   34.31146	   38.03165	   39.00043	   51.3574	   21.985
ENSG00000187144	    0.10446	    0.44495	    0.31060	    0.46219	    0.33254	    0.18535	    0.24248	    0.14191	    0.25828	    0.5464	    2.443
ENSG00000157191	   41.95802	   86.39485	  151.02689	  182.87455	   83.30074	  124.18536	   87.29416	   96.85300	  164.39585	   69.3871	   51.297
ENSG00000226029	    0.45266	    0.37079	    0.77649	    0.84735	    0.55423	    0.55605	    0.66683	    0.63859	    0.58113	    2.1854	    2.443
ENSG00000261135	    2.85523	    1.70565	    1.47533	    1.54064	    1.60727	    0.74141	    0.72745	    0.78050	    1.42055	    0.5464	    4.885
ENSG00000224174	    0.27856	    0.29663	    0.23295	    0.07703	    0.38796	    0.24714	    0.30310	    0.28382	    0.25828	    1.0927	    2.443
ENSG00000219481	   10.30670	    7.19339	    5.82366	    3.54348	    4.87722	    3.83059	    6.06209	    9.29505	    4.51992	    4.9172	   12.214
ENSG00000215908	   10.44598	   16.46322	   30.98187	   21.10683	   16.68232	   14.45740	   15.27648	   19.86728	   20.21049	    8.1953	    4.885
ENSG00000058453	   11.97806	    5.93269	    3.80479	   10.24529	    2.43861	    6.91978	    3.69788	    3.90250	    7.29644	    6.5563	    2.443
ENSG00000228549	    0.13928	    0.07416	    0.07765	    0.15406	    0.11085	    0.06178	    0.12124	    0.07095	    0.12914	    0.5464	    2.443
ENSG00000238142	    6.23277	   24.99147	    8.85196	    7.70322	   17.18112	   11.80070	   11.45736	   11.06891	    8.84612	   37.1522	    7.328
ENSG00000272426	    0.66158	   14.01599	    3.18360	    5.93148	    4.15672	    6.61086	    2.90981	    1.56100	    3.74507	    0.5464	    2.443
ENSG00000117122	    0.10446	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000159363	    6.96399	    8.60241	   10.63788	   15.17535	    6.26280	   10.99751	    7.09265	    6.38591	   16.98198	    9.2880	    4.885
ENSG00000117118	   65.25256	   70.52490	   85.56896	   89.51147	   56.91940	   65.79970	   55.65003	   69.67740	   90.65663	  112.5492	  105.037
ENSG00000117115	    0.34820	    0.07416	    0.15530	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    7.6490	    2.443
ENSG00000142619	    0.13928	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000159339	   39.72955	    1.77981	    7.22134	    1.46361	   36.85628	    0.06178	   21.15671	    3.12200	    2.38910	   31.6886	   26.870
ENSG00000179051	   18.00191	   11.19796	    4.42598	    3.69755	    5.37603	    4.57200	    5.69837	    7.02450	    3.55136	   21.3079	   21.985
ENSG00000074964	    0.06964	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.21286	    0.06457	   25.6787	    7.328
ENSG00000117148	    0.10446	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000159423	    3.83019	    1.33486	    0.62119	    0.61626	    0.49881	    0.49427	    0.36373	    0.99336	    0.83941	    2.1854	   12.214
ENSG00000169991	    2.85523	    4.07873	    1.16473	    2.38800	    1.88438	    4.81913	    2.84918	    1.49005	    1.35598	    9.2880	    2.443
ENSG00000127481	   19.29024	    9.86310	    5.74601	    6.70181	    9.80987	   13.09816	    9.15376	   13.97805	    8.13585	   63.9236	   17.099
ENSG00000230424	    5.74529	    4.00457	    2.17417	    2.85019	    2.10607	    2.47135	    2.24298	    1.56100	    2.32453	    3.2781	    2.443
ENSG00000127463	    5.74529	    5.71022	    4.81422	    4.93006	    3.32538	    4.13951	    2.90981	    2.62532	    5.35933	    4.3708	    7.328
ENSG00000053372	   25.87121	   15.94411	   26.40059	   24.11109	   23.61019	   17.36124	   19.51995	   21.99592	   24.34298	   25.6787	   46.412
ENSG00000162482	    0.34820	    0.22248	    0.15530	    0.15406	    0.22169	    0.12357	    0.18186	    0.35477	    0.25828	    1.0927	    2.443
ENSG00000053371	  101.01263	   87.58139	   70.27215	   87.89379	   60.07851	   58.32387	   58.13549	   68.75499	   79.22769	   61.7381	  261.372
ENSG00000040487	    5.91939	    4.30120	    4.34833	    4.39084	    1.44100	    2.84205	    1.51552	    5.17968	    2.51824	   20.7615	   36.641
ENSG00000077549	  224.03147	  481.80888	  471.25050	  567.11138	  394.77789	  456.45842	  381.79073	  277.29050	  529.60517	  322.3496	  495.874
ENSG00000235185	    0.03482	    0.14832	    0.07765	    0.15406	    0.05542	    0.18535	    0.12124	    0.14191	    0.19371	    0.5464	    2.443
ENSG00000270136	    0.17410	    1.11238	    0.62119	    0.46219	    0.88677	    1.48281	    0.42435	    0.35477	    0.58113	    0.5464	    2.443
ENSG00000173436	  123.88933	  245.09440	  126.95577	  128.33572	  160.22784	  208.02592	  150.09747	  107.21237	  133.14385	  240.3963	  122.137
ENSG00000158747	   13.92797	    0.88990	    5.59071	    9.70606	    8.86768	   10.56502	   11.45736	    0.07095	   10.13753	    0.5464	    2.443
ENSG00000158748	    0.03482	    0.07416	    0.15530	    0.07703	    0.05542	    0.30892	    0.12124	    0.07095	    0.12914	    0.5464	    2.443
ENSG00000162542	    4.49177	    6.08101	    6.44485	    7.08697	    3.99045	    7.35227	    5.15278	    5.67637	    8.58784	    3.8245	    9.771
ENSG00000169914	    4.87479	    4.96863	    2.09652	    1.38658	    1.82896	    2.59492	    5.33464	    6.17305	    1.09769	    1.0927	    4.885
ENSG00000117215	    0.06964	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    1.84482	    0.12914	    0.5464	    2.443
ENSG00000187980	    0.03482	    0.14832	    0.54354	    0.46219	    0.05542	    0.24714	    0.12124	    0.35477	    0.12914	    2.7318	    2.443
ENSG00000225986	    0.06964	    1.63149	    5.90131	    3.00426	    0.94219	    5.37519	    3.39477	    0.70955	    3.87421	    3.2781	    2.443
ENSG00000162543	    0.06964	    0.44495	    0.15530	    0.53923	    0.11085	    0.67962	    0.60621	    0.49668	    0.96855	    1.6391	    2.443
ENSG00000226664	    0.03482	    0.07416	    0.46589	    0.15406	    0.05542	    0.43249	    0.18186	    0.07095	    0.71027	    0.5464	    2.443
ENSG00000162545	    0.03482	    1.18654	    0.31060	    0.53923	    0.11085	    1.11211	    1.87925	    0.49668	    0.38742	    0.5464	    2.443
ENSG00000090432	   12.95302	   13.64520	   11.33672	   14.48206	    8.59056	   10.25610	    8.30507	    9.22410	   12.91405	    7.1026	   12.214
ENSG00000158825	    1.18388	    0.07416	    0.07765	    0.07703	    0.11085	    0.06178	    0.06062	    0.07095	    0.06457	  191.2243	    9.771
ENSG00000158828	   12.50036	   18.02056	    6.98839	    7.62619	    6.65076	    6.11659	    7.45638	    4.32823	    7.42558	   18.5761	    9.771
ENSG00000117242	    0.55712	    0.51911	    1.24238	    1.38658	    0.99761	    1.48281	    1.21242	    0.49668	    1.16226	    1.6391	    4.885
ENSG00000244038	  125.00357	  116.05832	   98.76926	  111.15753	   77.09337	   84.27305	   80.92897	   76.06331	  113.64364	   86.3241	  195.418
ENSG00000117245	    0.69640	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    4.885
ENSG00000233069	    0.03482	    0.22248	    0.07765	    0.15406	    0.05542	    0.06178	    0.12124	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000127483	  111.59789	  108.12334	   61.73079	   61.70283	   47.55292	   53.93722	   88.20348	   80.46249	   58.11322	   42.0694	   31.755
ENSG00000203394	    0.03482	    0.07416	    0.15530	    0.30813	    0.05542	    0.12357	    0.12124	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000075151	   17.54925	   11.34628	    1.32003	    1.77174	    1.44100	    3.27454	    3.27353	   10.85605	    1.42055	    5.4636	    4.885
ENSG00000117298	    1.21870	    4.96863	    7.14369	   12.24813	    5.65314	   15.69308	    6.66830	   10.57223	    9.29812	   13.6589	   21.985
ENSG00000236936	    0.03482	    0.07416	    0.07765	    0.07703	    0.05542	    0.18535	    0.12124	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000231105	    0.03482	    0.07416	    0.15530	    1.23252	    0.27711	    0.67962	    0.30310	    0.99336	    0.71027	    0.5464	    2.443
ENSG00000142794	    0.52230	    1.63149	    0.23295	    0.30813	    0.55423	    0.61784	    0.72745	    1.13527	    0.32285	    1.0927	    2.443
ENSG00000162551	    0.03482	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.99336	    0.06457	    0.5464	    2.443
ENSG00000090686	   38.12783	   30.70169	   15.84035	   19.18103	   10.97375	   16.18735	   16.42828	   22.35069	   20.08135	   16.3907	   21.985
ENSG00000187942	    1.94992	    0.29663	    0.15530	    0.07703	    0.11085	    0.06178	    0.06062	    0.14191	    0.12914	    2.7318	    4.885
ENSG00000142798	   13.09230	    0.22248	    0.54354	    0.07703	    0.72050	    0.24714	    0.30310	    0.28382	    0.32285	    1.0927	    2.443
ENSG00000228397	    2.99451	    0.81575	    1.16473	    1.23252	    1.99523	    0.86497	    1.45490	    0.49668	    1.80797	    1.0927	    2.443
ENSG00000218510	    9.22728	    9.19568	    8.77431	    6.31664	   11.52798	    6.91978	    7.63824	    8.51455	    6.90902	    8.1953	    2.443
ENSG00000070831	   98.78416	  184.35845	   83.23950	   94.44153	   64.67862	   92.05780	  121.42376	   98.62687	   83.23105	  133.8570	   87.938
ENSG00000271840	    0.10446	    0.07416	    0.07765	    0.23110	    0.05542	    0.24714	    0.06062	    0.07095	    0.12914	    0.5464	    4.885
ENSG00000184677	    3.06415	    4.00457	    1.63062	    2.46503	    2.60488	    3.70703	    5.09216	    5.39255	    1.61426	    6.0099	    2.443
ENSG00000173372	    0.17410	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	   39.8839	    2.443
ENSG00000159189	    0.03482	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    7.1026	    2.443
ENSG00000173369	    0.06964	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	   13.6589	    4.885
ENSG00000133216	    0.06964	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    3.8245	    2.443
ENSG00000227868	    0.17410	    0.07416	    0.15530	    0.15406	    0.11085	    0.06178	    0.06062	    0.14191	    0.12914	    0.5464	    2.443
ENSG00000004487	   25.45337	   12.53282	   10.09434	    8.62761	    9.08937	    9.26756	   10.00246	   11.21082	    9.62097	    5.4636	   14.656
ENSG00000169641	   32.31290	   23.28582	    7.99783	   11.70890	    5.09891	   12.85102	   18.36815	    9.93364	   11.17065	   15.8443	    7.328
ENSG00000261326	    0.34820	    0.07416	    0.15530	    0.07703	    0.11085	    0.30892	    0.06062	    0.14191	    0.12914	    0.5464	    2.443
ENSG00000125944	  127.92844	  115.16841	  105.05881	  111.77379	   65.12200	   60.60987	   83.41442	   92.09904	   98.59877	   24.0396	  129.465
