orig.ident	nCount_ATAC	nFeature_ATAC	nCount_ACTIVITY	nFeature_ACTIVITY	Ident_old	tech	predicted.id	prediction.score.max
SIU_3_9-7	SIU	50623	14043	1.00000000000006	10197	T	atac	T-Prog	0.693824120415341
SIU_3_10-1	SIU	111815	20282	0.999999999999922	11758	FB-COL14A1	atac	FB-COL14A1	0.762159482473746
SIU_3_10-2	SIU	43150	10761	1.0000000000001	8711	SM-Visceral	atac	FB-COL14A1	0.541834883105618
SIU_3_10-4	SIU	106672	20808	0.999999999999954	12328	1	atac	SM-Visceral	0.897147928670904
SIU_3_10-5	SIU	147911	24330	0.999999999999864	13116	8	atac	FB-KCNN3	0.913506084105556
SIU_3_10-6	SIU	128634	23188	1.00000000000008	12726	FB-COL14A1	atac	FB-COL14A1	0.757949139699767
SIU_3_10-7	SIU	113700	21223	1.00000000000002	12336	FB-COL14A1	atac	FB-COL14A1	0.928909856327917
SIU_3_10-8	SIU	125243	22535	1.00000000000009	12699	FB-COL14A1	atac	FB-COL14A1	0.608066558615239
SIU_3_11-1	SIU	97942	18814	0.999999999999794	11844	SM-Vascular	atac	SM-Vascular	0.993120878223381
SIU_3_11-2	SIU	118141	21508	1.00000000000002	12513	1	atac	FB-ADAMDEC1	0.776446566261084
SIU_3_11-3	SIU	130675	22194	0.999999999999858	12746	1	atac	FB-ADAMDEC1	0.432014322204132
SIU_3_11-4	SIU	137181	22369	1.00000000000015	12874	1	atac	FB-ZEB1	0.687972269431578
SIU_3_11-5	SIU	148191	25035	1.00000000000011	13123	8	atac	FB-KCNN3	0.903255145983671
SIU_3_11-6	SIU	127393	22458	0.999999999999822	12594	SM-Visceral	atac	SM-Visceral	0.713958094128248
SIU_3_11-7	SIU	107658	19824	0.999999999999944	12369	1	atac	FB-ADAMDEC1	0.684731943300073
SIU_3_11-8	SIU	111049	21362	1	12296	FB-COL14A1	atac	FB-COL14A1	0.765895218722895
SIU_3_12-1	SIU	83766	17060	1.00000000000008	11260	1	atac	SM-Visceral	0.517647992424228
SIU_3_12-2	SIU	125970	21051	1.00000000000013	12629	Endo	atac	Endo	1
SIU_3_12-3	SIU	131478	23897	0.999999999999856	12684	FB-COL14A1	atac	FB-COL14A1	0.803999611068357
SIU_3_12-4	SIU	159004	25191	0.999999999999971	13152	8	atac	FB-KCNN3	0.941191268200491
SIU_3_12-5	SIU	140846	23574	0.999999999999955	12942	1	atac	FB-ADAMDEC1	0.902831189122653
SIU_3_12-6	SIU	123339	19667	0.999999999999948	12150	DC	atac	DC	0.985111543884445
SIU_3_12-7	SIU	117145	21194	1.00000000000008	12348	FB-COL14A1	atac	FB-COL14A1	0.574053738139041
SIU_3_12-8	SIU	117479	19117	0.999999999999993	12183	T	atac	T	0.842625541872505
SIU_4_1-1	SIU	145148	24197	0.999999999999894	13041	1	atac	FB-ADAMDEC1	0.736495972477614
SIU_4_1-2	SIU	75392	16677	0.999999999999964	11459	1	atac	FB-ADAMDEC1	0.493431089001423
SIU_4_1-3	SIU	148247	26588	0.999999999999696	12959	FB-COL14A1	atac	FB-COL14A1	0.921919780327034
SIU_4_1-4	SIU	135301	24110	1.00000000000001	12961	1	atac	FB-ZEB1	0.440289454568199
SIU_4_1-5	SIU	158560	25871	1.00000000000002	13375	1	atac	FB-ADAMDEC1	0.876297051168218
SIU_4_1-6	SIU	41910	12167	1.00000000000013	9386	Endo	atac	Endo	0.86796245318207
SIU_4_1-7	SIU	67052	15287	1	10441	FB-COL14A1	atac	FB-COL14A1	0.625651541090028
SIU_4_2-1	SIU	125631	20783	0.999999999999999	12598	8	atac	FB-KCNN3	0.965995785585314
SIU_4_2-2	SIU	129386	22765	0.999999999999915	12877	8	atac	FB-KCNN3	0.920700711852563
SIU_4_2-3	SIU	132308	23644	1.00000000000008	12886	1	atac	FB-ADAMDEC1	0.677351758028162
SIU_4_2-4	SIU	103106	19761	0.999999999999955	12226	1	atac	FB-ADAMDEC1	0.833889390680614
SIU_4_2-5	SIU	110717	19222	0.999999999999949	12304	1	atac	FB-ZEB1	0.546100127891635
SIU_4_2-6	SIU	94473	18617	0.999999999999741	11974	1	atac	FB-ZEB1	0.581668906371577
SIU_4_2-8	SIU	117487	21403	0.999999999999938	12628	1	atac	FB-ADAMDEC1	0.486102751727283
SIU_4_3-1	SIU	133220	24837	0.999999999999761	12731	FB-COL14A1	atac	FB-COL14A1	0.719583913702426
SIU_4_3-2	SIU	65276	17286	1.00000000000018	11264	FB-COL14A1	atac	FB-COL14A1	0.418252507609576
SIU_4_3-3	SIU	114018	22339	0.999999999999883	12634	SM-Vascular	atac	SM-Vascular	0.782287880304793
SIU_4_3-4	SIU	121695	23536	0.999999999999722	12732	FB-COL14A1	atac	SM-Visceral	0.731535383239044
SIU_4_3-5	SIU	149569	24746	1.00000000000007	13068	1	atac	FB-ADAMDEC1	0.772275093904669
SIU_4_3-6	SIU	108949	20644	1.00000000000014	12355	1	atac	FB-ADAMDEC1	0.428365642433571
SIU_4_3-7	SIU	130101	25281	0.99999999999986	12762	FB-COL14A1	atac	SM-Vascular	0.6552065510964
SIU_4_3-8	SIU	108292	20136	1.00000000000011	12347	8	atac	FB-KCNN3	0.842931876164122
SIU_4_4-1	SIU	103916	19843	1.0000000000002	12083	FB-COL14A1	atac	FB-ADAMDEC1	0.447918003329499
SIU_4_4-2	SIU	177666	27303	0.999999999999942	13336	FB-COL14A1	atac	FB-GPC3	0.456504776614802
SIU_4_4-3	SIU	136137	24315	1.00000000000013	12905	1	atac	FB-ADAMDEC1	0.831774434415976
SIU_4_4-4	SIU	80271	18099	1.00000000000013	11407	1	atac	SM-Visceral	0.417592026741097
SIU_4_4-5	SIU	157297	26045	0.999999999999975	13196	FB-COL14A1	atac	FB-KCNN3	0.52823827610361
SIU_4_4-6	SIU	153131	26587	0.999999999999849	13034	FB-COL14A1	atac	FB-COL14A1	0.64843750592142
SIU_4_4-7	SIU	134966	23862	0.999999999999933	13033	8	atac	FB-KCNN3	0.911995817416713
SIU_4_4-8	SIU	140477	24640	1.00000000000002	12916	FB-COL14A1	atac	FB-COL14A1	0.768647726574414
SIU_4_5-1	SIU	157159	25874	0.999999999999953	13141	FB-COL14A1	atac	SM-Visceral	0.401640683204591
SIU_4_5-2	SIU	107928	20858	1.00000000000001	12354	T	atac	T	0.973150176257811
SIU_4_5-3	SIU	157042	26950	0.999999999999995	13158	FB-COL14A1	atac	FB-COL14A1	0.337741703959033
SIU_4_5-4	SIU	80735	16917	1.00000000000005	11484	Endo	atac	Endo	0.858302990925704
SIU_4_5-5	SIU	104954	22821	1.00000000000013	12444	FB-COL14A1	atac	FB-COL14A1	0.639760916712363
SIU_4_5-6	SIU	103050	19321	1.00000000000023	12153	T	atac	B	0.511638797270652
SIU_4_5-7	SIU	129030	23727	1.0000000000001	12658	FB-COL14A1	atac	FB-COL14A1	0.695896488797409
SIU_4_5-8	SIU	94610	17620	1.00000000000011	11704	T	atac	T	1
SIU_4_6-1	SIU	135931	23930	0.999999999999895	12882	FB-COL14A1	atac	FB-COL14A1	0.582618672673301
SIU_4_6-2	SIU	124745	23491	1.00000000000013	12794	FB-COL14A1	atac	FB-GPC3	0.343616225835472
SIU_4_6-3	SIU	112803	21784	0.999999999999974	12581	8	atac	FB-KCNN3	0.837000940600147
SIU_4_6-4	SIU	123695	22711	1.00000000000036	12857	8	atac	FB-KCNN3	0.887036952458303
SIU_4_6-5	SIU	130501	22472	1.00000000000005	12926	1	atac	FB-ZEB1	0.584462522388345
SIU_4_6-6	SIU	117514	20002	0.999999999999862	12188	DC	atac	DC	0.956620312704589
SIU_4_6-7	SIU	130920	20998	1.00000000000009	12574	Endo	atac	Endo	1
SIU_4_6-8	SIU	147261	24805	0.999999999999981	12915	FB-COL14A1	atac	FB-COL14A1	0.846242478313143
SIU_4_7-1	SIU	130784	23381	0.999999999999806	12583	FB-COL14A1	atac	FB-COL14A1	0.916573649276076
SIU_4_7-2	SIU	140194	23760	1.00000000000002	12945	SM-Vascular	atac	SM-Vascular	0.943436003599192
SIU_4_7-4	SIU	79298	16489	0.999999999999977	11034	SM-Vascular	atac	SM-Vascular	0.950274887693661
SIU_4_7-5	SIU	144703	25675	1	13096	FB-COL14A1	atac	FB-KCNN3	0.53019361575929
SIU_4_7-6	SIU	104113	19382	1.00000000000022	11942	1	atac	FB-ZEB1	0.912052490234092
SIU_4_7-7	SIU	123858	21803	1.00000000000003	12654	1	atac	FB-ZEB1	0.842998636646153
SIU_4_7-8	SIU	128221	22593	1.00000000000002	12778	1	atac	FB-ADAMDEC1	0.672297498223022
SIU_4_8-1	SIU	67012	14759	1.00000000000018	10242	FB-COL14A1	atac	FB-COL14A1	0.432620641784181
SIU_4_8-2	SIU	155794	25730	1.0000000000001	13040	FB-COL14A1	atac	SM-Visceral	0.931572321745352
SIU_4_8-3	SIU	99953	20330	1.00000000000016	11818	FB-COL14A1	atac	FB-COL14A1	0.821832030668429
SIU_4_8-5	SIU	160935	26111	0.999999999999845	13184	FB-COL14A1	atac	FB-COL14A1	0.95619942789259
SIU_4_8-6	SIU	116638	21780	0.999999999999899	12423	FB-COL14A1	atac	FB-COL14A1	0.772360699756016
SIU_4_8-7	SIU	90271	15798	0.999999999999969	11044	T	atac	T	0.912542418104715
SIU_4_8-8	SIU	114117	21141	0.999999999999894	12579	8	atac	FB-KCNN3	0.910000913119938
SIU_4_9-1	SIU	60894	13625	1.00000000000003	10021	FB-COL14A1	atac	FB-COL14A1	0.814090122878247
SIU_4_9-2	SIU	113446	21790	0.999999999999957	12447	FB-COL14A1	atac	FB-COL14A1	0.872774873620946
SIU_4_9-3	SIU	116154	22223	0.999999999999845	12417	FB-COL14A1	atac	SM-Visceral	0.369186884781596
SIU_4_9-4	SIU	71976	14395	0.999999999999727	10744	8	atac	FB-KCNN3	0.935593692594272
SIU_4_9-5	SIU	132495	24853	1.00000000000013	12778	FB-COL14A1	atac	FB-COL14A1	0.605465038186339
SIU_4_9-7	SIU	37746	10591	0.999999999999957	8812	T	atac	T	0.899395837405336
SIU_4_9-8	SIU	36445	9561	0.999999999999939	8213	1	atac	FB-COL14A1	0.557932374029951
SIU_4_10-1	SIU	136017	23485	0.999999999999729	12824	FB-COL14A1	atac	FB-COL14A1	0.716268599593937
SIU_4_10-2	SIU	74103	15845	0.999999999999892	10787	FB-COL14A1	atac	FB-COL14A1	0.593255362675876
SIU_4_10-3	SIU	99127	15993	1.00000000000001	11186	T	atac	T	0.967752333964558
SIU_4_10-5	SIU	50465	12146	0.999999999999986	9780	T	atac	T	0.999677009908229
SIU_4_10-6	SIU	115179	21410	1.00000000000007	12169	FB-COL14A1	atac	FB-COL14A1	0.502069595892507
SIU_4_10-8	SIU	150876	20008	1.00000000000011	12182	T	atac	T	1
SIU_4_11-1	SIU	162130	23803	1.00000000000022	12927	SM-Vascular	atac	SM-Vascular	0.90963772447475
SIU_4_11-2	SIU	124151	23360	1.00000000000002	12669	1	atac	FB-ADAMDEC1	0.526886773980598
SIU_4_11-3	SIU	138567	26021	0.999999999999853	12892	FB-COL14A1	atac	FB-COL14A1	0.274050408303798
SIU_4_11-4	SIU	133625	22060	1	12721	1	atac	FB-COL14A1	0.483548634206578
SIU_4_11-5	SIU	48304	14624	0.999999999999869	10222	1	atac	FB-ADAMDEC1	0.41395514685894
SIU_4_11-7	SIU	59273	14685	0.999999999999851	10424	Endo	atac	Endo	1
SIU_4_11-8	SIU	83074	17185	0.999999999999997	11381	FB-COL14A1	atac	FB-COL14A1	0.546386088400638
SIU_4_12-1	SIU	130307	23523	0.999999999999924	12555	FB-COL14A1	atac	FB-COL14A1	0.817989722994134
SIU_4_12-2	SIU	130256	22938	0.999999999999914	12757	FB-COL14A1	atac	FB-COL14A1	0.891910852065442
SIU_4_12-4	SIU	98663	18078	1.00000000000008	11905	1	atac	FB-ZEB1	0.856314971077024
SIU_4_12-5	SIU	93496	19269	0.999999999999843	11885	Endo	atac	Endo	0.901306652840224
SIU_4_12-6	SIU	49713	12459	0.999999999999988	9483	FB-COL14A1	atac	FB-COL14A1	0.577360319540871
SIU_4_12-7	SIU	125692	23429	0.999999999999869	12620	FB-COL14A1	atac	FB-COL14A1	0.72967309842916
SIU_4_12-8	SIU	99718	17733	1.0000000000001	11634	T	atac	T	1
SIU_5_1-1	SIU	209565	27881	0.999999999999876	13377	FB-COL14A1	atac	FB-COL14A1	0.56972628452255
SIU_5_1-2	SIU	121632	23560	1.00000000000015	12786	FB-COL14A1	atac	FB-COL14A1	0.784885727520263
SIU_5_1-3	SIU	64710	14656	0.999999999999966	10673	T	atac	T	0.976877259256075
SIU_5_1-4	SIU	91054	18005	0.999999999999776	11804	SM-Vascular	atac	SM-Vascular	0.938785038306075
SIU_5_1-5	SIU	144708	25564	0.999999999999798	13013	FB-COL14A1	atac	SM-Visceral	0.574567296269208
SIU_5_1-6	SIU	105553	18987	0.999999999999929	12230	1	atac	FB-ZEB1	0.445047877855481
SIU_5_1-7	SIU	103898	20298	0.999999999999779	12145	FB-COL14A1	atac	SM-Visceral	0.576664138194178
SIU_5_1-8	SIU	132954	23761	0.999999999999995	12706	FB-COL14A1	atac	FB-COL14A1	0.843702434336338
SIU_5_2-1	SIU	117792	22104	1.00000000000001	12738	8	atac	FB-KCNN3	0.92796110439334
SIU_5_2-2	SIU	50748	12204	0.99999999999996	9558	1	atac	FB-COL14A1	0.518231759997323
SIU_5_2-3	SIU	103688	20005	0.99999999999996	12239	SM-Vascular	atac	SM-Vascular	0.384129663149152
SIU_5_2-4	SIU	114318	20990	1.00000000000001	12467	1	atac	FB-ADAMDEC1	0.793513894788004
SIU_5_2-5	SIU	113131	20291	0.999999999999915	12570	1	atac	FB-ADAMDEC1	0.695742471294939
SIU_5_2-6	SIU	126991	22434	0.999999999999855	12823	1	atac	FB-ADAMDEC1	0.588358010299901
SIU_5_2-7	SIU	60122	13401	0.99999999999994	10181	FB-COL14A1	atac	FB-Prol	0.596628848404942
SIU_5_3-1	SIU	76101	18818	0.999999999999747	11573	1	atac	T-Prog	0.361330374888494
SIU_5_3-2	SIU	47631	12841	1.00000000000013	9980	1	atac	FB-ADAMDEC1	0.510651662307848
SIU_5_3-3	SIU	92421	19661	1.00000000000005	12039	FB-COL14A1	atac	FB-Prol	0.598066675855284
SIU_5_3-4	SIU	118577	24195	1.00000000000017	12753	FB-COL14A1	atac	FB-COL14A1	0.5901592649039
SIU_5_3-6	SIU	49399	13415	1.00000000000007	9989	Endo	atac	Endo	0.998629059038082
SIU_5_3-8	SIU	114351	23612	1.00000000000001	12556	FB-COL14A1	atac	FB-COL14A1	0.836680141153765
SIU_5_4-1	SIU	102966	19820	1.00000000000026	12130	T	atac	T	0.763226783331229
SIU_5_4-2	SIU	82719	17565	0.999999999999916	11609	T	atac	T	0.845114069130661
SIU_5_4-3	SIU	43962	12942	1.00000000000004	9835	1	atac	FB-ADAMDEC1	0.475944598909577
SIU_5_4-4	SIU	142407	23965	1.00000000000022	12962	FB-COL14A1	atac	SM-Vascular	0.663886071619944
SIU_5_4-5	SIU	116453	22424	1.00000000000016	12260	FB-COL14A1	atac	FB-COL14A1	0.793500051802311
SIU_5_4-6	SIU	123170	23101	0.999999999999954	12693	FB-COL14A1	atac	SM-Visceral	0.884776572243889
SIU_5_4-7	SIU	135072	24411	0.999999999999847	12832	FB-COL14A1	atac	FB-COL14A1	0.880227001136208
SIU_5_4-8	SIU	146279	24436	1.00000000000008	12874	FB-COL14A1	atac	FB-COL14A1	0.838243194802482
SIU_5_5-1	SIU	81132	17917	1.00000000000001	11655	T	atac	FB-KCNN3	0.443822494281313
SIU_5_5-2	SIU	124589	21056	1.00000000000015	12450	T	atac	T	0.757379590688493
SIU_5_5-3	SIU	160241	25495	1.00000000000006	13106	FB-COL14A1	atac	FB-KCNN3	0.572709335007494
SIU_5_5-4	SIU	79691	16590	1.00000000000008	11366	1	atac	FB-COL14A1	0.648434121642644
SIU_5_5-5	SIU	118819	20019	0.999999999999952	12361	T	atac	T	0.957699854695906
SIU_5_5-6	SIU	151488	27349	1.00000000000003	13000	FB-COL14A1	atac	FB-COL14A1	0.583883513199666
SIU_5_5-7	SIU	88468	16441	1.00000000000012	11419	1	atac	FB-ADAMDEC1	0.67255696563917
SIU_5_5-8	SIU	45113	13780	0.999999999999859	9767	Epi	atac	FB-COL14A1	0.356509356091796
SIU_5_6-1	SIU	57694	14202	1.00000000000003	10562	Endo	atac	Endo	0.848762803080372
SIU_5_6-2	SIU	129782	24241	1.00000000000008	12912	1	atac	FB-ADAMDEC1	0.437855980021742
SIU_5_6-3	SIU	111196	22447	1.0000000000001	12303	FB-COL14A1	atac	FB-COL14A1	0.70154541092612
SIU_5_6-4	SIU	130707	25226	1.00000000000018	12838	FB-COL14A1	atac	FB-COL14A1	0.809609707424139
SIU_5_6-5	SIU	129392	23409	1.0000000000002	12802	Endo	atac	Endo	0.999274937440325
SIU_5_6-7	SIU	129497	25112	0.999999999999977	12837	FB-COL14A1	atac	FB-ADAMDEC1	0.470596321138838
SIU_5_6-8	SIU	140806	21550	0.999999999999847	12538	DC	atac	DC	0.987157613904306
SIU_5_7-1	SIU	104448	21504	1.00000000000018	12306	FB-COL14A1	atac	FB-Prol	0.473593410671539
SIU_5_7-2	SIU	116401	22268	1.00000000000009	12651	1	atac	FB-ADAMDEC1	0.500400527380032
SIU_5_7-3	SIU	76180	17088	1.00000000000018	11389	1	atac	FB-ADAMDEC1	0.863674720043302
SIU_5_7-4	SIU	108450	16985	0.99999999999979	11567	SM-Visceral	atac	SM-Visceral	0.750622214321843
SIU_5_7-5	SIU	145379	24930	0.99999999999998	12900	FB-COL14A1	atac	FB-COL14A1	0.596940444743309
SIU_5_7-6	SIU	124644	22745	0.999999999999754	12726	1	atac	FB-ADAMDEC1	0.71045313175913
SIU_5_7-7	SIU	89055	18237	1.00000000000009	11692	FB-COL14A1	atac	FB-Prol	0.756180878359175
SIU_5_7-8	SIU	91382	17510	0.999999999999986	11800	8	atac	FB-KCNN3	0.959668627625532
SIU_5_8-1	SIU	110797	20743	0.999999999999862	12202	FB-COL14A1	atac	FB-COL14A1	0.68128258228576
SIU_5_8-2	SIU	110083	20742	1.00000000000008	12216	1	atac	FB-ADAMDEC1	0.771621566587498
SIU_5_8-4	SIU	125817	20000	0.999999999999841	12260	DC	atac	DC	0.983871129191669
SIU_5_8-5	SIU	116606	22351	0.999999999999818	12596	8	atac	FB-KCNN3	0.950937427300447
SIU_5_8-6	SIU	96280	19928	1.00000000000002	12196	8	atac	FB-KCNN3	0.95339595017895
SIU_5_8-8	SIU	83715	17631	1.00000000000014	11577	Endo	atac	Endo	0.955315329190201
SIU_5_9-1	SIU	98207	18057	0.9999999999999	11677	T	atac	B	0.720138288980239
SIU_5_9-2	SIU	103437	17942	1.00000000000008	11587	8	atac	FB-KCNN3	0.979870808966096
SIU_5_9-3	SIU	233722	26979	0.999999999999951	13141	FB-COL14A1	atac	FB-KCNN3	0.891695814594154
SIU_5_9-4	SIU	98132	18174	0.999999999999933	11991	1	atac	FB-ADAMDEC1	0.531653993476587
SIU_5_9-5	SIU	96670	19247	0.999999999999988	12104	1	atac	FB-ADAMDEC1	0.577326202191373
SIU_5_9-6	SIU	36684	10503	0.999999999999871	8182	SM-Visceral	atac	SM-Visceral	0.379044600575597
SIU_5_9-7	SIU	32387	8962	1.00000000000001	7977	T	atac	T	0.983913227374018
SIU_5_9-8	SIU	77343	15713	1.00000000000008	9908	Epi	atac	FB-COL14A1	0.435556679502035
SIU_5_10-1	SIU	108902	20310	1.00000000000005	12375	1	atac	FB-ZEB1	0.733124979072959
SIU_5_10-2	SIU	111708	22388	1.00000000000018	12339	FB-COL14A1	atac	FB-COL14A1	0.888597074635884
SIU_5_10-3	SIU	107128	20425	1.00000000000016	12486	1	atac	FB-ADAMDEC1	0.655978124945822
SIU_5_10-5	SIU	110471	21836	0.999999999999999	12378	FB-COL14A1	atac	FB-Prol	0.653416491359083
SIU_5_10-6	SIU	39918	12905	0.999999999999824	9483	1	atac	FB-ADAMDEC1	0.522934648095998
SIU_5_10-7	SIU	127690	23497	1.00000000000021	12717	FB-COL14A1	atac	FB-COL14A1	0.85227785584191
SIU_5_10-8	SIU	107153	20063	1.00000000000025	12488	SM-Vascular	atac	SM-Vascular	0.95625970209609
SIU_5_11-1	SIU	102599	20121	0.999999999999869	11977	FB-COL14A1	atac	FB-COL14A1	0.816097181043859
SIU_5_11-2	SIU	105253	20250	0.999999999999794	12276	SM-Vascular	atac	SM-Vascular	0.969424904570394
SIU_5_11-3	SIU	99785	17869	0.999999999999963	11887	Endo	atac	Endo	1
SIU_5_11-4	SIU	125551	20078	0.999999999999945	12326	Glial	atac	Glial	0.961905240331022
SIU_5_11-5	SIU	89790	17513	1.00000000000001	11705	T	atac	T	0.985554731728239
SIU_5_11-6	SIU	98464	19952	1.00000000000029	11992	1	atac	FB-ADAMDEC1	0.381094356628232
SIU_5_11-7	SIU	105070	20330	1.00000000000017	12154	1	atac	FB-ADAMDEC1	0.557210648388788
SIU_5_11-8	SIU	121396	23788	1.00000000000006	12685	FB-COL14A1	atac	FB-KCNN3	0.254047639669809
SIU_5_12-1	SIU	126886	22137	0.999999999999842	12741	SM-Vascular	atac	SM-Vascular	0.947360050673675
SIU_5_12-2	SIU	115034	22481	0.999999999999764	12376	FB-COL14A1	atac	FB-COL14A1	0.850102868595369
SIU_5_12-3	SIU	89145	17518	1.00000000000017	11810	1	atac	SM-Visceral	0.568216577529022
SIU_5_12-4	SIU	130459	22866	1.00000000000005	12663	FB-COL14A1	atac	FB-COL14A1	0.914087211384944
SIU_5_12-5	SIU	119762	23242	1.00000000000012	12444	FB-COL14A1	atac	FB-COL14A1	0.87063979222491
SIU_5_12-6	SIU	103089	20643	0.999999999999984	12339	8	atac	FB-KCNN3	0.931478986431972
SIU_5_12-7	SIU	47978	11470	0.999999999999961	8983	FB-COL14A1	atac	FB-COL14A1	0.557226328764067
SIU_5_12-8	SIU	138974	23995	0.999999999999949	12835	FB-COL14A1	atac	FB-COL14A1	0.879436278343964
SIU_6_1-1	SIU	132279	23865	0.999999999999875	12824	1	atac	FB-ADAMDEC1	0.553593532787671
SIU_6_1-2	SIU	70672	16877	0.999999999999951	11428	1	atac	FB-ADAMDEC1	0.548842192620046
SIU_6_1-3	SIU	97077	20250	0.999999999999979	12227	FB-COL14A1	atac	FB-COL14A1	0.532340806324707
SIU_6_1-4	SIU	79126	18073	0.999999999999816	11758	1	atac	FB-ADAMDEC1	0.482062424450262
SIU_6_1-5	SIU	82943	18804	0.999999999999916	11496	FB-COL14A1	atac	FB-COL14A1	0.662614172370703
SIU_6_1-6	SIU	94867	18718	1.00000000000016	12105	1	atac	FB-ZEB1	0.837475241408531
SIU_6_1-7	SIU	95717	19033	0.999999999999955	11813	FB-COL14A1	atac	FB-COL14A1	0.476357358059646
SIU_6_1-8	SIU	76640	14936	0.999999999999949	10466	FB-COL14A1	atac	FB-COL14A1	0.507906733305823
SIU_6_2-1	SIU	137573	25594	1.00000000000018	12967	FB-COL14A1	atac	FB-COL14A1	0.395671922911045
SIU_6_2-2	SIU	126433	23044	0.99999999999985	12559	FB-COL14A1	atac	FB-COL14A1	0.771159266932479
SIU_6_2-3	SIU	131602	21946	1.00000000000025	12794	Epi	atac	Epi	0.709781095778426
SIU_6_2-4	SIU	59684	15900	1.00000000000003	10735	1	atac	FB-ZEB1	0.416860241440188
SIU_6_2-5	SIU	41432	12928	1.00000000000005	9763	8	atac	FB-KCNN3	0.958738302853735
SIU_6_2-6	SIU	113292	21731	0.99999999999995	12587	8	atac	FB-KCNN3	0.962238290471385
SIU_6_2-7	SIU	85903	18454	0.999999999999923	11832	8	atac	FB-KCNN3	0.964283675914534
SIU_6_2-8	SIU	107994	20589	0.999999999999805	12276	FB-COL14A1	atac	FB-COL14A1	0.632557048792985
SIU_6_3-1	SIU	80787	18274	0.999999999999951	11604	FB-COL14A1	atac	SM-Visceral	0.413218875672263
SIU_6_3-2	SIU	111121	22487	0.999999999999955	12548	1	atac	FB-ADAMDEC1	0.577511600461933
SIU_6_3-3	SIU	100267	19805	1.00000000000001	12221	8	atac	FB-KCNN3	0.78157133703723
SIU_6_3-4	SIU	34167	9782	0.999999999999963	8430	Endo	atac	Endo	0.715979728569675
SIU_6_3-5	SIU	124885	23816	0.999999999999897	12836	FB-COL14A1	atac	FB-COL14A1	0.304228821582754
SIU_6_3-6	SIU	107189	20983	1.00000000000011	12405	1	atac	FB-ADAMDEC1	0.61784763310072
SIU_6_3-7	SIU	73270	15799	0.999999999999865	10964	T	atac	T	1
SIU_6_3-8	SIU	89319	18291	1.00000000000018	11917	8	atac	FB-KCNN3	0.707424082964285
SIU_6_4-1	SIU	119831	23269	0.999999999999895	12763	FB-COL14A1	atac	FB-COL14A1	0.463251447494488
SIU_6_4-2	SIU	103477	21135	1	12506	8	atac	FB-KCNN3	0.888108057032231
SIU_6_4-3	SIU	81095	19281	0.999999999999753	11555	FB-COL14A1	atac	FB-COL14A1	0.525990100863683
SIU_6_4-4	SIU	102313	21945	0.999999999999898	12243	FB-COL14A1	atac	FB-COL14A1	0.382004639732911
SIU_6_4-5	SIU	108715	21505	1.00000000000007	12278	FB-COL14A1	atac	FB-ADAMDEC1	0.353195889160236
SIU_6_4-6	SIU	118219	22634	1.00000000000004	12615	FB-COL14A1	atac	FB-ADAMDEC1	0.637423406271113
SIU_6_4-7	SIU	71555	17288	1.00000000000013	11451	SM-Vascular	atac	SM-Vascular	0.879431978940669
SIU_6_4-8	SIU	99569	20997	1.00000000000016	12193	FB-COL14A1	atac	FB-COL14A1	0.599589318370317
SIU_6_5-1	SIU	146565	25747	1.00000000000002	13061	FB-COL14A1	atac	FB-COL14A1	0.426816952358575
SIU_6_5-2	SIU	122011	22610	1.00000000000003	12638	FB-COL14A1	atac	FB-COL14A1	0.797477730880275
SIU_6_5-3	SIU	107680	20278	0.999999999999998	12122	DC	atac	DC	1
SIU_6_5-4	SIU	88779	19874	0.99999999999996	12002	1	atac	FB-ADAMDEC1	0.868946436591873
SIU_6_5-5	SIU	172835	27217	1.00000000000027	13339	FB-COL14A1	atac	FB-ADAMDEC1	0.849266060743055
SIU_6_5-6	SIU	128854	22406	1.00000000000023	12720	FB-COL14A1	atac	FB-GPC3	0.555032640219045
SIU_6_5-7	SIU	150339	25109	1.00000000000024	13010	FB-COL14A1	atac	FB-COL14A1	0.81645609002254
SIU_6_5-8	SIU	142782	24046	1.00000000000014	12942	8	atac	FB-KCNN3	0.888969004874404
SIU_6_6-1	SIU	55632	15150	0.999999999999947	10732	1	atac	FB-ADAMDEC1	0.446993993225427
SIU_6_6-2	SIU	66737	17337	0.999999999999914	11180	FB-COL14A1	atac	FB-COL14A1	0.386951278452419
SIU_6_6-3	SIU	136972	24156	1.00000000000017	12961	FB-COL14A1	atac	SM-Visceral	0.95938047024892
SIU_6_6-4	SIU	112095	22613	1.00000000000009	12539	FB-COL14A1	atac	FB-COL14A1	0.490708150570628
SIU_6_6-5	SIU	123172	20969	1.0000000000001	12733	1	atac	FB-ADAMDEC1	0.516039399972976
SIU_6_6-6	SIU	119600	22618	0.999999999999886	12642	SM-Visceral	atac	SM-Visceral	0.570480662858956
SIU_6_6-7	SIU	93823	18780	0.999999999999748	11878	FB-COL14A1	atac	FB-COL14A1	0.834576746186198
SIU_6_6-8	SIU	118375	22011	0.999999999999774	12195	FB-COL14A1	atac	FB-COL14A1	0.71247932295128
SIU_6_7-1	SIU	61359	15635	0.999999999999907	10967	8	atac	FB-KCNN3	0.870097567471489
SIU_6_7-2	SIU	100978	19793	0.99999999999996	12138	FB-COL14A1	atac	Endo	0.392302939242928
