tissue	samplingPos	class	predicted.ident	prediction.score.max	Reads	Aligned_ratio	Num_frags	Mito_ratio	FRiP	Peaks_detected	tSNE_1	tSNE_2
GS_2_10-2	Bone marrow	Bone marrow	Neutrophil	Neutrophil	0.874086492707356	625880	0.9496	67106	0.0218697113436465	0.717730158257086	24924	24.1369618399998	36.6749792339193
GS_2_10-3	Bone marrow	Bone marrow	B	Pre-B	0.372378249411097	459975	0.9489	58626	0.0293302916734561	0.664585678709105	21183	18.6573080158925	10.9136441440122
GS_2_10-4	Bone marrow	Bone marrow	B	Pre-B	0.846916950807894	456835	0.9571	73831	0.0104004275978798	0.692974495807994	26597	34.4675473291275	-0.916139574617435
GS_2_10-5	Bone marrow	Bone marrow	B	Pre-B	0.858958142794705	701692	0.9731	81665	0.0100944581829975	0.719182024122941	27810	34.2133576552275	-1.7801450793423
GS_2_10-6	Bone marrow	Bone marrow	B	Pre-B	0.445575154529141	336874	0.9382	61695	0.0396133734748851	0.546883864170516	21660	14.7916550242909	14.0963935899451
GS_2_10-7	Bone marrow	Bone marrow	Neutrophil	Neutrophil	0.621630202834034	252306	0.9616	42207	0.0156193861921601	0.731324187930912	19452	23.0565961772097	36.9976680279223
GS_2_10-8	Bone marrow	Bone marrow	Mast	Mast	0.540178995200033	697164	0.9786	79535	0.0191407953689386	0.624504934934306	27754	8.9716131579805	22.864367609113
GS_2_11-1	Bone marrow	Bone marrow	Mast	Mast	0.534442644712826	852245	0.9723	131991	0.0146438018901929	0.440704290444045	32201	14.1596004223161	14.7256235517921
GS_2_11-2	Bone marrow	Bone marrow	B	Pre-B	0.882791703574957	400132	0.9741	69128	0.00933421256082587	0.614743663927786	24156	10.9491623581415	25.9021575291813
GS_2_11-3	Bone marrow	Bone marrow	Erythrocyte	Erythrocyte	0.675009789555492	357802	0.9686	71888	0.0188941863243069	0.528627865568662	23807	15.4116365418067	13.4497010872112
GS_2_11-4	Bone marrow	Bone marrow	B	Pre-B	0.586155782516335	277219	0.9684	57718	0.0303530920209094	0.734831421740185	24236	14.8680342914895	13.1061471509441
GS_2_11-6	Bone marrow	Bone marrow	Erythrocyte	Erythrocyte	0.368105763876774	227459	0.9139	56409	0.016663041639479	0.666471662323388	23208	13.1302715533874	13.0656460992139
GS_2_11-7	Bone marrow	Bone marrow	B	B-Prol	0.312116167293564	159446	0.9531	40947	0.033818644427168	0.740151903680367	19549	14.553115387543	13.0498750483841
GS_2_11-8	Bone marrow	Bone marrow	Mast	Mast	0.600107645150069	1784385	0.98	252826	0.0071816620518033	0.336167957409444	42113	13.7909882123173	14.7707958223467
GS_2_12-1	Bone marrow	Bone marrow	B	Pre-B	0.848929400499958	1095140	0.9773	124339	0.0115695448745215	0.650190205808314	36483	34.2755242171335	-3.00161124192182
GS_2_12-2	Bone marrow	Bone marrow	B	Pro-B	0.497235840234397	551600	0.9686	77053	0.0520407978076623	0.735662466094766	29219	19.5016936190113	12.4557735471865
GS_2_12-3	Bone marrow	Bone marrow	B	B-Prol	0.362834255298328	759823	0.9802	76173	0.049950988813323	0.54921035012406	23960	15.1606141527034	13.7834433416465
GS_2_12-4	Bone marrow	Bone marrow	B	Pre-B	0.805285856499048	934204	0.9764	128808	0.00902517753389283	0.496863548847898	33032	32.424067748124	-1.69898442805472
GS_2_12-5	Bone marrow	Bone marrow	B	Pre-B	0.40896568845441	338563	0.9733	61853	0.0187182120500782	0.634148707419204	23278	15.2350839088289	13.3055777205966
GS_2_12-6	Bone marrow	Bone marrow	B	Pre-B	0.350845383117715	847446	0.9739	112932	0.0261047884054913	0.561072149612156	32644	15.5182381653704	13.3395738528571
GS_2_12-7	Bone marrow	Bone marrow	Mast	Mast	0.609395224965438	402625	0.9648	74515	0.012751388917362	0.653291283634168	26430	31.8796526676063	-0.712059949994396
GS_2_12-8	Bone marrow	Bone marrow	Neutrophil	Neutrophil	0.647441680035516	1425131	0.9823	129207	0.0170207386379961	0.733768294287461	40386	8.99981805708187	22.7552746023929
GS_3_1-1	Bone marrow	Bone marrow	B	Pre-B	0.452827814634838	327277	0.9724	51633	0.0179235172052083	0.557937752987431	18090	20.575054978073	6.28069266451878
GS_3_1-2	Bone marrow	Bone marrow	Erythrocyte	Erythrocyte	0.577778534785843	552325	0.9855	71269	0.0150553944226374	0.411244720706057	18513	19.7108016433952	5.44884604867087
GS_3_1-3	Bone marrow	Bone marrow	Neutrophil	Neutrophil	0.913191055686906	784507	0.9814	91171	0.00965418298113997	0.684559783264415	30753	29.7672378203375	35.6882546659991
GS_3_1-4	Bone marrow	Bone marrow	Erythrocyte	Erythrocyte-Prol	0.69888820197262	590494	0.98	50062	0.0690098585512216	0.558767128760337	17474	30.9305387764867	8.07832521964115
GS_3_1-5	Bone marrow	Bone marrow	B	Pre-B	0.495282159337672	548710	0.9822	43878	0.0206099429048879	0.485801540635398	13554	16.1172259017162	7.70110543217099
GS_3_1-6	Bone marrow	Bone marrow	Erythrocyte	Erythrocyte	0.538072174785837	253333	0.9297	38427	0.0373346076879424	0.552892497462722	14626	19.3095529733781	4.67187133551123
GS_3_1-7	Bone marrow	Bone marrow	Erythrocyte	Erythrocyte	0.69162531675482	334302	0.9778	55768	0.0115463917525773	0.553346004877349	18735	24.9890607945392	6.60734210100325
GS_3_1-8	Bone marrow	Bone marrow	Erythrocyte	Erythrocyte-Prol	0.678054059065567	1104924	0.9862	92786	0.0325125715276574	0.496378764037678	25083	26.7812198696545	11.3264020282658
GS_3_2-1	Bone marrow	Bone marrow	B	Pre-B	0.436413655732907	1176587	0.9813	90550	0.0304371929716494	0.50827167310878	23436	30.8031180103116	7.4005568927051
GS_3_2-2	Bone marrow	Bone marrow	B	Pre-B	0.595270177074886	824111	0.9796	98777	0.00824251642063818	0.370896058799113	21766	21.711114156305	7.16527942886219
GS_3_2-3	Bone marrow	Bone marrow	B	Pre-B	0.456799370527897	412484	0.9798	55353	0.00989870807302723	0.568261882824779	18243	16.0878892915947	28.3920498754812
GS_3_2-4	Bone marrow	Bone marrow	B	Pre-B	0.61188308751506	1026263	0.9806	76559	0.0805259364662835	0.402748207264985	18401	24.1753711568458	11.3333084739313
GS_3_2-5	Bone marrow	Bone marrow	B	Pre-B	0.629408535119913	231742	0.9705	41359	0.0169974743953269	0.504412582509248	14295	18.0165621199654	5.13849859327918
GS_3_2-6	Bone marrow	Bone marrow	B	B-Prol	0.446246807762346	398642	0.9674	50585	0.0358955171526787	0.556923989324899	17963	19.4090237665598	6.21994682240872
GS_3_2-7	Bone marrow	Bone marrow	Erythrocyte	Erythrocyte	0.555899087479922	475765	0.934	43169	0.0298343034940674	0.52389446130325	13869	22.6488194333206	4.71330973792222
GS_3_2-8	Bone marrow	Bone marrow	B	Pre-B	0.634688569764101	606773	0.9839	69604	0.0261549834835256	0.465792195850813	20011	17.726701193629	6.29811335048343
GS_3_3-1	Bone marrow	Bone marrow	B	Pre-B	0.601341976556918	326373	0.9759	47672	0.0202914664654727	0.55393102869609	16591	19.2406981855754	5.38040946102162
GS_3_3-2	Bone marrow	Bone marrow	Erythrocyte	Erythrocyte	0.65423647826403	238220	0.9808	42024	0.0142235713838643	0.547996383019227	15152	19.4014290944728	5.41754858063773
GS_3_3-3	Bone marrow	Bone marrow	B	Pre-B	0.586438243056256	334869	0.9559	46556	0.0135199642752652	0.647413867170719	17727	34.5013814632793	0.799236891635433
GS_3_3-4	Bone marrow	Bone marrow	Erythrocyte	Erythrocyte	0.561602643668403	153291	0.9548	29444	0.0181791709133265	0.581816329303084	12157	17.6270309391212	5.26091408902884
GS_3_3-5	Bone marrow	Bone marrow	B	Pre-B	0.611628630516483	448111	0.9856	53631	0.00699964067553	0.374727303238798	13416	15.0388063842509	6.66601463086601
GS_3_3-6	Bone marrow	Bone marrow	Erythrocyte	Erythrocyte	0.458196049647186	200589	0.9466	38718	0.0242488783366212	0.48651789865179	13115	19.0726780770172	4.57894817114258
GS_3_3-7	Bone marrow	Bone marrow	Erythrocyte	Erythrocyte	0.640447925365571	1065976	0.9881	86815	0.0195926452224088	0.398871162817485	19244	21.7408351084258	6.75151944199721
GS_3_3-8	Bone marrow	Bone marrow	Neutrophil	Neutrophil	0.622117245736375	2416571	0.9882	172635	0.00777079158893572	0.520722912503258	37313	33.8465425532456	26.5081497971987
GS_3_4-1	Bone marrow	Bone marrow	Erythrocyte	Erythrocyte	0.395845762374868	344400	0.9763	38138	0.0315910306003711	0.605223137028685	14798	15.3526095237293	5.92509559536617
GS_3_4-2	Bone marrow	Bone marrow	Neutrophil	Neutrophil	0.920289823313942	485725	0.9813	69460	0.00984921119149307	0.59016700259142	23084	28.1161653100632	34.5205506059732
GS_3_4-3	Bone marrow	Bone marrow	Erythrocyte	Erythrocyte	0.416243830593512	239950	0.9727	40872	0.0106221818246627	0.424985320023488	12512	15.7633080921272	7.10078446100969
GS_3_4-4	Bone marrow	Bone marrow	Mast	Mast	0.74157062160508	2000606	0.9884	182660	0.030280128078994	0.46133800503668	38637	13.8628043559726	7.89760208048182
GS_3_4-5	Bone marrow	Bone marrow	Neutrophil	Neutrophil	0.93617471748192	1408948	0.9873	117559	0.00760292853543587	0.671611701358467	33915	30.4999630640454	36.1793614292472
GS_3_4-6	Bone marrow	Bone marrow	B	B-Prol	0.305627570463719	1091294	0.9819	80267	0.0389518477856514	0.427398557314961	18223	19.9985917859402	4.99378852485606
GS_3_4-7	Bone marrow	Bone marrow	B	Pre-B	0.865527429074496	436397	0.9771	68625	0.00792234596035602	0.484648451730419	19498	34.9978512768585	0.771823595743666
GS_3_4-8	Bone marrow	Bone marrow	B	Pre-B	0.520319446817034	985900	0.9851	87033	0.0105988341282459	0.590534624797491	24405	17.8291609809546	31.4907587167288
GS_3_5-1	Bone marrow	Bone marrow	B	Pre-B	0.770869737319207	302854	0.9745	50374	0.0130874479476502	0.662028030333108	19703	16.2922182904735	28.9787107101871
GS_3_5-2	Bone marrow	Bone marrow	B	Pre-B	0.76278959943387	598486	0.9825	80083	0.00964972114111463	0.538903387735225	23306	38.9378109050308	-2.99845615953401
GS_3_5-3	Bone marrow	Bone marrow	Neutrophil	Neutrophil	0.986108228869401	350104	0.9808	51032	0.0146472791246285	0.651551967393008	19214	27.8047194460882	34.540239107917
GS_3_5-4	Bone marrow	Bone marrow	B	Pre-B	0.313466236499336	811545	0.9891	66410	0.0180356556928798	0.432344526426743	18158	17.0393286051152	5.51618619584326
GS_3_5-5	Bone marrow	Bone marrow	B	B-Prol	0.55594790987084	199658	0.9763	35954	0.0400520727666193	0.520832174445124	13961	15.1128797520724	6.04891803804851
GS_3_5-6	Bone marrow	Bone marrow	Erythrocyte	Erythrocyte	0.566919242757234	169804	0.9126	42848	0.0202958104495107	0.616504854368932	17836	19.4696948393148	6.59356582826486
GS_3_5-7	Bone marrow	Bone marrow	B	Pre-B	0.526207207942224	185608	0.9767	37579	0.0112295590974953	0.518880225657947	13579	16.2092448202509	7.78576381434642
GS_3_5-8	Bone marrow	Bone marrow	Erythrocyte	Erythrocyte	0.452228795103526	424868	0.9732	56363	0.0282491291982232	0.477281195110267	16924	20.1107148160797	4.96407555107709
GS_3_6-1	Bone marrow	Bone marrow	Neutrophil	Neutrophil	0.883531555282527	316649	0.9726	49703	0.0133937574887594	0.627547632939662	19367	27.1487464316318	34.031065686621
GS_3_6-2	Bone marrow	Bone marrow	Erythrocyte	Erythrocyte	0.851306192233775	367015	0.9837	63577	0.00663640490240581	0.388458090189849	16611	20.4688134997367	4.76085207459156
GS_3_6-3	Bone marrow	Bone marrow	B	Pre-B	0.700232307999922	511362	0.9827	63407	0.0109946744545611	0.599728736574826	20625	38.2448494829487	-3.11652648230349
GS_3_6-4	Bone marrow	Bone marrow	Erythrocyte	Erythrocyte	0.428950556322307	278879	0.9819	41884	0.0388214661522273	0.577714640435488	15864	17.5669005361461	5.48678306150067
GS_3_6-5	Bone marrow	Bone marrow	B	B-Prol	0.371498397459915	820476	0.9872	51090	0.0301297371116422	0.499804266979839	13960	19.4679420574798	4.43634411627746
GS_3_6-6	Bone marrow	Bone marrow	B	Pre-B	0.771306550089259	398015	0.966	65174	0.0182553688890926	0.63591309417866	23338	35.9148176998919	0.610476995294035
GS_3_6-7	Bone marrow	Bone marrow	B	Pre-B	0.641431219832606	261077	0.9759	49423	0.0149926233103393	0.597960463751695	17926	34.6956562921757	0.906507807411271
GS_3_6-8	Bone marrow	Bone marrow	B	Pre-B	0.77094280168116	430448	0.979	79275	0.0106295426784368	0.557350993377483	24198	35.321098165198	0.730353299464274
GS_3_7-1	Bone marrow	Bone marrow	B	Pro-B	0.448184931104807	375154	0.9791	56826	0.0221105760325986	0.570302326399887	19788	32.656748657978	0.600343595741104
GS_3_7-2	Bone marrow	Bone marrow	Neutrophil	Neutrophil	0.972782070145741	1269759	0.9865	120026	0.0067380462455969	0.658673953976638	32380	30.34449972275	36.3906863255998
GS_3_7-3	Bone marrow	Bone marrow	B	B-Prol	0.329712651350619	270774	0.9815	43197	0.0143354946848397	0.560108340857004	15674	23.4733701696795	5.24811756297547
GS_3_7-4	Bone marrow	Bone marrow	Erythrocyte	Erythrocyte	0.686720021905828	330123	0.9823	47379	0.0142191465986438	0.61928280461808	17333	22.4064482342059	5.04625748712793
GS_3_7-5	Bone marrow	Bone marrow	Neutrophil	Neutrophil	0.930184986206368	802012	0.9854	98925	0.00627564365040236	0.548021228203184	27282	31.0796638710135	38.8548858275439
GS_3_7-6	Bone marrow	Bone marrow	B	Pre-B	0.584212501098325	225170	0.962	34738	0.0494928696713185	0.461252806724624	11606	15.1774436116299	5.72195373110463
GS_3_7-7	Bone marrow	Bone marrow	B	B-Prol	0.579587262046892	279262	0.9447	39845	0.012515192950471	0.620730330028862	15020	34.4190324168561	0.827372400400489
GS_3_7-8	Bone marrow	Bone marrow	B	Pre-B	0.827116339380961	532383	0.9796	68522	0.00896875401825897	0.588570094276291	21912	38.0014476134245	-2.62785742778309
GS_3_8-1	Bone marrow	Bone marrow	Erythrocyte	Erythrocyte	0.347603006765985	542517	0.9781	57522	0.0138199635655506	0.412972427940614	15575	17.9301124854042	5.29128237392368
GS_3_8-2	Bone marrow	Bone marrow	B	Pre-B	0.756540635582434	262922	0.9711	44130	0.0226201563514238	0.579990935871289	16147	21.8076712202615	4.4174592455419
GS_3_8-3	Bone marrow	Bone marrow	Erythrocyte	Erythrocyte	0.494750042285013	134163	0.9535	28953	0.0210950862596871	0.544365005353504	11546	15.2603806158521	6.00531521956748
GS_3_8-4	Bone marrow	Bone marrow	B	Pre-B	0.487497328863745	174635	0.9774	33568	0.0315184237282193	0.599171830314585	13816	22.5257526781709	4.4773940107495
GS_3_8-5	Bone marrow	Bone marrow	B	Pre-B	0.325099544797645	787707	0.9859	74828	0.0116310003937301	0.381608488800984	16848	20.0064077769484	4.99137288600117
GS_3_8-6	Bone marrow	Bone marrow	Erythrocyte	Erythrocyte	0.365162039037828	285651	0.9657	44709	0.0252147270078859	0.416023619405489	12907	19.4306410983714	4.29844375966369
GS_3_8-7	Bone marrow	Bone marrow	B	B-Prol	0.521393090354662	281007	0.9774	35363	0.0250580136892806	0.61077962842519	13835	33.6219373428212	0.807733405096402
GS_3_8-8	Bone marrow	Bone marrow	Neutrophil	Neutrophil	0.919943624865206	522309	0.9829	63005	0.0125742409768659	0.558273152924371	21267	27.2205716443079	34.0321634460634
GS_3_9-1	Bone marrow	Bone marrow	Neutrophil	Neutrophil	0.935582086623187	530597	0.9766	77475	0.00878079832247435	0.592449177153921	25669	29.1788549570947	35.5614176955893
GS_3_9-2	Bone marrow	Bone marrow	Erythrocyte	Erythrocyte	0.781612650897044	382318	0.9597	68790	0.012141433801381	0.345268207588312	15791	23.0797836643939	5.2816436581959
GS_3_9-3	Bone marrow	Bone marrow	Erythrocyte	Erythrocyte	0.666207033703221	300745	0.9797	42923	0.029658719334856	0.457936304545349	12664	22.3673592675218	4.36911317196962
GS_3_9-4	Bone marrow	Bone marrow	Erythrocyte	Erythrocyte	0.568585903581747	523822	0.9857	79058	0.0190173518465016	0.356548356902527	18030	19.1271017770885	4.41504099336361
GS_3_9-5	Bone marrow	Bone marrow	Erythrocyte	Erythrocyte	0.577395033509752	149550	0.9754	31744	0.0232807596043065	0.544071320564516	12309	21.6357614856252	4.28489939780798
GS_3_9-6	Bone marrow	Bone marrow	Erythrocyte	Erythrocyte	0.407793345945932	152207	0.9399	41812	0.0113179903546792	0.514110781593801	15287	22.0672131571308	4.47854728893095
GS_3_9-7	Bone marrow	Bone marrow	Erythrocyte	Erythrocyte	0.922336827953651	1149396	0.9874	143821	0.00728220411369715	0.458027687194499	32226	39.5335072630899	13.1651242220359
GS_3_9-8	Bone marrow	Bone marrow	Erythrocyte	Erythrocyte	0.668076628392653	419933	0.9799	53275	0.0201208241846849	0.47806663538245	16597	19.8472051078729	5.05104762495293
GS_3_10-1	Bone marrow	Bone marrow	Mast	Mast	0.523464195146521	613257	0.9799	52561	0.0101384978528567	0.686706873917924	18566	18.4278659917429	31.9242045922993
GS_3_10-2	Bone marrow	Bone marrow	Neutrophil	Neutrophil	0.671027634099104	304259	0.9772	46041	0.0118783945827749	0.59079950478921	16855	16.1740332699065	6.88499768618153
GS_3_10-3	Bone marrow	Bone marrow	B	Pre-B	0.440422344962653	138781	0.9561	32458	0.0122515937454576	0.555887608601885	12944	32.756539848348	0.776339733747273
GS_3_10-4	Bone marrow	Bone marrow	B	B-Prol	0.752171647197939	279449	0.9776	38744	0.0361357052845196	0.622264092504646	14473	23.7604956851465	5.04649299308278
GS_3_10-5	Bone marrow	Bone marrow	Erythrocyte	Erythrocyte	0.692387947721193	149658	0.9748	27243	0.0250344344295967	0.577139081598943	10624	22.5077543324784	4.20628822538558
GS_3_10-6	Bone marrow	Bone marrow	Erythrocyte	Erythrocyte	0.513979135473863	1279779	0.9851	78910	0.0268002271703582	0.408642757571917	17239	19.5904094142371	4.82288454986406
GS_3_10-8	Bone marrow	Bone marrow	Erythrocyte	Erythrocyte	0.441223238966518	279439	0.9774	48570	0.0163554662424293	0.522915379864114	16601	18.6065206584256	5.35907678905157
GS_3_11-1	Bone marrow	Bone marrow	Neutrophil	Neutrophil	0.916399375855775	2010508	0.9849	134761	0.00659355754481559	0.561037688945615	32291	29.6428558917155	35.7230913427847
GS_3_11-2	Bone marrow	Bone marrow	B	B-Prol	0.476578136252855	248883	0.9776	37040	0.0401303405621728	0.593007559395248	14285	22.4641098110181	4.78989363097776
GS_3_11-3	Bone marrow	Bone marrow	Mast	Mast	0.816341814233812	1712358	0.9874	149204	0.00333366449205771	0.582605023993995	38122	13.7733673990497	7.8798862317274
GS_3_11-4	Bone marrow	Bone marrow	Erythrocyte	Erythrocyte	0.70996718989066	363022	0.975	44294	0.0325202021730577	0.509256332686143	13966	23.3863318419807	4.75600275314226
GS_3_11-5	Bone marrow	Bone marrow	Erythrocyte	Erythrocyte	0.558775394577446	272242	0.9776	38414	0.0339747015856048	0.56357057322851	13568	24.5516294765629	5.82764412629003
GS_3_11-6	Bone marrow	Bone marrow	Erythrocyte	Erythrocyte	0.426281600852917	168303	0.9517	31880	0.0462898885044214	0.576160602258469	12778	20.7656320871395	4.33987630201301
GS_3_11-7	Bone marrow	Bone marrow	Mast	Mast	0.496139232434005	399765	0.98	50469	0.0174971146858926	0.507380768392479	15709	16.014627121923	27.3805622774928
GS_3_11-8	Bone marrow	Bone marrow	B	Pre-B	0.748919138612752	1146772	0.9873	103412	0.00763164392863757	0.566162534328705	26676	35.6254065163374	0.65045670611885
GS_3_12-1	Bone marrow	Bone marrow	B	Pre-B	0.843208786975064	618190	0.9832	65807	0.0177817577075604	0.537587186773444	19881	33.4492095186489	0.782803937950105
GS_3_12-3	Bone marrow	Bone marrow	Neutrophil	Neutrophil	0.975946103434808	301628	0.9809	53912	0.00884334278357219	0.591259830835436	19480	27.6700831517724	34.3419157744448
GS_3_12-4	Bone marrow	Bone marrow	Erythrocyte	Erythrocyte	0.679441789696979	250986	0.9782	45092	0.0272995299418686	0.550807238534552	16076	19.5795880024096	5.23191732226116
GS_3_12-5	Bone marrow	Bone marrow	Erythrocyte	Erythrocyte	0.768656665557696	1195551	0.9857	130491	0.00905250772484193	0.332804561234108	25464	22.9678196480076	6.5035818340254
GS_3_12-6	Bone marrow	Bone marrow	B	Pre-B	0.828659394624598	509815	0.976	62616	0.0116694451059776	0.622556535070908	20804	38.5167766362845	-2.97780718951864
GS_3_12-7	Bone marrow	Bone marrow	Neutrophil	Neutrophil	0.720377095863905	505031	0.9811	57712	0.0186338350591277	0.748197948433601	21701	31.1466366343264	31.8070080295587
GS_3_12-8	Bone marrow	Bone marrow	B	Pre-B	0.318790734023013	690516	0.9834	52966	0.0283316606004909	0.67601857795567	18974	23.2773664944357	5.64875462182237
GS_4_1-1	Bone marrow	Bone marrow	B	Pre-B	0.382083017820021	1327528	0.9848	118893	0.0167244831768057	0.486664479826399	26833	25.0289039117741	6.55744390438611
GS_4_1-2	Bone marrow	Bone marrow	Neutrophil	Neutrophil	0.475646023215631	1917851	0.9893	172256	0.00830626107501477	0.566906232584061	37206	33.7972909529406	26.497092492889
GS_4_1-4	Bone marrow	Bone marrow	B	Pre-B	0.411914483705139	1505180	0.9849	142385	0.0140053936457109	0.407135583102153	29330	21.6250947230179	7.36639117070622
