orig.ident	nCount_ATAC	nFeature_ATAC	predicted.id	prediction.score.max	organ	clgrp	tSNE_1	tSNE_2
SIL_4_4-5	SIL	162403	30719	DC/Macro	0.582437550581722	Small intestine	DC/Macrophage	26.4976470266215	-15.6186763202263
SIL_4_4-6	SIL	86079	26373	Epi	0.96944463696463	Small intestine	Epithelium	30.1223523184374	24.5610753962936
SIL_4_4-7	SIL	179223	28937	Fibro-ZEB1	0.983986109833198	Small intestine	Fibroblast	-17.3766269582807	30.1145019945072
SIL_4_5-1	SIL	139066	32267	Fibro-ZEB1	0.59739743490464	Small intestine	Fibroblast	-36.9550066756913	7.27089026300918
SIL_4_5-2	SIL	145430	30828	Fibro-ZEB1	0.973141599995977	Small intestine	Fibroblast	-17.796323185728	27.6286929001983
SIL_4_5-5	SIL	167887	35406	SM-Vascular	0.900407439996409	Small intestine	Smooth muscle	27.4707808844415	-16.4199629391499
SIL_4_5-6	SIL	40685	11545	Epi	0.989770078288061	Small intestine	Epithelium	28.0262821680529	23.8904800933604
SIL_4_5-7	SIL	127960	28443	DC/Macro	1	Small intestine	DC/Macrophage	25.0462511698535	-24.1062549986512
SIL_4_5-8	SIL	103949	25123	B	0.943397002385343	Small intestine	B	13.8684572795449	-48.6388131777596
SIL_4_6-3	SIL	114856	25016	SM-Vascular	1	Small intestine	Smooth muscle	-9.74372930380929	19.2730104382731
SIL_4_6-4	SIL	144661	28719	Glial	1	Small intestine	Glial	14.1195529629446	45.6743554619433
SIL_4_6-5	SIL	64945	19401	SM-Visceral	1	Small intestine	Smooth muscle	-10.1452227102131	34.0144959513592
SIL_4_6-6	SIL	96916	25993	SM-Vascular	0.535982114792787	Small intestine	Smooth muscle	-13.3565395026376	20.9082222667776
SIL_4_6-7	SIL	109308	25279	SM-Visceral	0.999401112623305	Small intestine	Smooth muscle	-11.0947918879776	35.2039809435069
SIL_4_7-1	SIL	75178	23903	Epi	0.32920418605144	Small intestine	Epithelium	6.68504301231011	7.33469842850274
SIL_4_7-3	SIL	141726	34057	Epi	0.841222717397086	Small intestine	Epithelium	32.7735476643247	27.4743101448471
SIL_4_7-4	SIL	89065	23195	SM-Visceral	0.941238417474884	Small intestine	Smooth muscle	-12.9121903984522	33.5138955842851
SIL_4_7-5	SIL	146331	28028	Fibro-COL14A1	0.989086546461385	Small intestine	Fibroblast	-10.255187154575	43.7337906695607
SIL_4_7-6	SIL	119319	30924	Epi	0.977407372271544	Small intestine	Epithelium	32.7878495764137	27.4877589750053
SIL_4_7-7	SIL	84442	20357	Fibro-COL14A1	0.944396655500646	Small intestine	Fibroblast	-10.7971610090257	40.3185550842518
SIL_4_8-2	SIL	77894	19841	T	0.980704917377628	Small intestine	T	20.5922611837901	-37.4632462711888
SIL_4_8-3	SIL	80701	22037	Fibro-GPC3	0.678706336117419	Small intestine	Fibroblast	-10.0559562452985	39.4904366323398
SIL_4_8-7	SIL	40918	11186	Epi	0.984823320709301	Small intestine	Epithelium	29.5399343525405	24.7700955326338
SIL_4_9-1	SIL	90567	22076	Endo	1	Small intestine	Endothelium	-41.8446442324761	-4.81246449593725
SIL_4_9-2	SIL	106114	28803	Fibro-COL14A1	0.444139993876389	Small intestine	Fibroblast	-5.6080643354333	43.6176584980392
SIL_4_9-4	SIL	96141	23426	Fibro-COL14A1	0.915666784709438	Small intestine	Fibroblast	-9.75276694336778	41.6884552868487
SIL_4_9-5	SIL	31020	9628	SM-Visceral	0.702866068033547	Small intestine	Smooth muscle	-8.21366974655963	31.4504770775197
SIL_4_9-8	SIL	85720	22168	SM-Visceral	0.943388122416996	Small intestine	Smooth muscle	-11.7709869038034	34.2675301817376
SIL_4_10-1	SIL	86907	18348	T	1	Small intestine	T	20.7801607101767	-37.6175616160289
SIL_4_10-2	SIL	91313	22324	Fibro-GPC3	0.519432813920747	Small intestine	Fibroblast	-12.4137157981746	36.9987389543414
SIL_4_10-4	SIL	94283	24393	SM-Visceral	0.930898401210267	Small intestine	Smooth muscle	-11.2458557766635	34.7970262545235
SIL_4_10-5	SIL	71715	21585	Epi	0.993477645841302	Small intestine	Epithelium	30.5252947477052	25.9631518187942
SIL_4_10-7	SIL	135279	30145	Epi	0.971634999559562	Small intestine	Epithelium	32.6907582209825	27.5488556329803
SIL_4_10-8	SIL	180343	39265	Epi	0.974528529242411	Small intestine	Epithelium	34.8892520416451	28.4118850253177
SIL_4_11-1	SIL	107853	26721	Fibro-COL14A1	0.533426308632508	Small intestine	Fibroblast	-6.11840325178675	42.6401794221607
SIL_4_11-2	SIL	125683	29996	SM-Vascular	0.98551158114402	Small intestine	Smooth muscle	-10.6854246433588	18.0933430612503
SIL_4_11-3	SIL	98751	22490	Fibro-ZEB1	0.988461962902138	Small intestine	Fibroblast	-17.6861954193534	26.3333900470684
SIL_4_11-5	SIL	133310	29733	DC/Macro	0.99712590883151	Small intestine	DC/Macrophage	26.4837145812138	-17.9770534906596
SIL_4_11-6	SIL	83229	22499	Fibro-COL14A1	0.56087721656803	Small intestine	Fibroblast	-9.72352371070448	36.8744483027733
SIL_4_11-7	SIL	80494	22013	Fibro-COL6A5	0.93413478208956	Small intestine	Fibroblast	-17.2372418993183	27.1061040069105
SIL_4_11-8	SIL	112980	30889	Epi	0.985003434089019	Small intestine	Epithelium	35.5693622861367	28.0817800454182
SIL_4_12-2	SIL	59558	17367	SM-Visceral	0.779910391588249	Small intestine	Smooth muscle	-10.974872284058	33.6124687041478
SIL_4_12-3	SIL	61235	14292	Fibro-COL6A5	0.383970352453154	Small intestine	Fibroblast	-11.336527831226	29.7011317600361
SIL_4_12-5	SIL	229773	37151	SM-Visceral	0.996442920045149	Small intestine	Smooth muscle	-11.8505517203361	34.9964304276784
SIL_4_12-7	SIL	104287	24771	SM-Visceral	0.999057350891787	Small intestine	Smooth muscle	-11.2914348960851	34.3483665561669
SIL_5_1-2	SIL	50080	14505	Endo	1	Small intestine	Endothelium	-41.7480923872812	-6.65889411436627
SIL_5_1-3	SIL	98405	26352	Fibro-COL14A1	0.452568064553657	Small intestine	Fibroblast	-5.6996941879737	43.0006295617572
SIL_5_1-6	SIL	77690	19108	Fibro-GPC3	0.39135094311929	Small intestine	Fibroblast	-10.8787387308857	39.2736449374865
SIL_5_1-7	SIL	27067	8432	Endo	0.922666325845187	Small intestine	Endothelium	-42.4991412135014	-7.4759491467599
SIL_5_1-8	SIL	84634	23429	Fibro-COL6A5	0.446937661490252	Small intestine	Fibroblast	-6.02220559076283	43.3908247133335
SIL_5_2-1	SIL	105250	23478	DC/Macro	1	Small intestine	DC/Macrophage	27.0934438428766	-21.1583878563177
SIL_5_2-2	SIL	27759	10577	Fibro-ZEB1	0.267089234712893	Small intestine	Fibroblast	-13.1053517916228	27.1966673861873
SIL_5_2-3	SIL	92481	21727	SM-Visceral	0.554035775158136	Small intestine	Smooth muscle	-8.26270347490165	45.9318059323865
SIL_5_2-4	SIL	98620	22990	SM-Visceral	0.897641551997168	Small intestine	Smooth muscle	-13.2900642603615	32.8816038970618
SIL_5_2-6	SIL	143818	25578	Fibro-COL14A1	0.934648481207246	Small intestine	Fibroblast	-10.7565225086507	40.182112718567
SIL_5_2-8	SIL	108010	23825	Fibro-COL14A1	0.953810918449994	Small intestine	Fibroblast	-9.7899445589839	41.9700781788201
SIL_5_3-2	SIL	95645	24306	Fibro-COL14A1	0.901489741857486	Small intestine	Fibroblast	-7.00637847606263	47.4153835487916
SIL_5_3-3	SIL	61377	16413	DC/Macro	1	Small intestine	DC/Macrophage	27.1566703772422	-21.0483233666484
SIL_5_3-4	SIL	141362	35305	Epi	0.995830957940016	Small intestine	Epithelium	35.6654613017265	28.2207156501175
SIL_5_3-6	SIL	208073	41160	Fibro-COL14A1	0.520127130927143	Small intestine	Fibroblast	-6.8715746756043	41.5678704591348
SIL_5_3-7	SIL	77725	19007	T-Prog	0.5068647507906	Small intestine	T	20.4197195571046	-36.747878644552
SIL_5_3-8	SIL	58658	16846	SM-Visceral	0.591872399157883	Small intestine	Smooth muscle	-6.29201358906421	49.0865881033579
SIL_5_4-1	SIL	220960	40310	Epi	0.913603246433571	Small intestine	Epithelium	30.6780442376904	26.5831309942883
SIL_5_4-2	SIL	114033	28184	SM-Visceral	0.679100298328585	Small intestine	Smooth muscle	-13.0806792315826	35.3062301152973
SIL_5_4-4	SIL	116665	26340	Endo	0.998678643027045	Small intestine	Endothelium	-37.1966286633318	5.6035944444506
SIL_5_4-5	SIL	129346	29677	Endo	0.790104543710981	Small intestine	Endothelium	26.2478372714671	-32.0095954914724
SIL_5_4-6	SIL	213261	33029	DC/Macro	1	Small intestine	DC/Macrophage	25.0209381675719	-24.2422042554273
SIL_5_4-7	SIL	110517	24993	T	0.989855980838953	Small intestine	T	21.5249252083309	-35.2187026538801
SIL_5_5-2	SIL	125933	28308	Fibro-COL14A1	0.960504261457006	Small intestine	Fibroblast	-7.8668848391898	45.8603603237548
SIL_5_5-3	SIL	77628	28363	Epi	0.449188630689818	Small intestine	Epithelium	29.5230035104743	23.0516947008841
SIL_5_5-4	SIL	118074	27209	SM-Vascular	0.705952391595731	Small intestine	Smooth muscle	-7.03213357620711	42.0058988896689
SIL_5_5-5	SIL	183534	32713	SM-Vascular	1	Small intestine	Smooth muscle	-10.6179511438115	19.2133369478386
SIL_5_5-6	SIL	97188	24708	Fibro-COL14A1	0.938998076788322	Small intestine	Fibroblast	-9.5272051254272	42.8965140963917
SIL_5_5-7	SIL	98518	23028	Fibro-COL14A1	0.637325624220573	Small intestine	Fibroblast	-10.6050971758	41.7318698684379
SIL_5_5-8	SIL	84065	21371	Fibro-COL14A1	0.983222998051567	Small intestine	Fibroblast	-7.1098585865983	46.2424555865826
SIL_5_6-1	SIL	103841	26618	Fibro-COL6A5	0.679092873922278	Small intestine	Fibroblast	-5.87265021817939	42.3435896982337
SIL_5_6-2	SIL	109730	27888	Fibro-COL14A1	0.674609679168844	Small intestine	Fibroblast	-5.78371552138852	44.2895682211952
SIL_5_6-5	SIL	82333	21101	T	1	Small intestine	T	24.23336156163	-33.6482345937255
SIL_5_6-6	SIL	69658	22475	Epi	0.989800816695345	Small intestine	Epithelium	35.6441237914499	27.8032725681013
SIL_5_6-7	SIL	110237	25705	SM-Visceral	0.461403102753838	Small intestine	Smooth muscle	-14.7540150119807	40.4643457603492
SIL_5_7-1	SIL	122924	29880	Glial	0.999999999999999	Small intestine	Glial	16.419243678954	48.527121960924
SIL_5_7-2	SIL	82467	20653	SM-Visceral	0.977864891477086	Small intestine	Smooth muscle	-11.3222522356159	32.7812060102164
SIL_5_7-4	SIL	112202	27252	Fibro-COL14A1	0.92721109229628	Small intestine	Fibroblast	-7.17746349228411	43.6198414465549
SIL_5_7-5	SIL	132272	30941	Endo	1	Small intestine	Endothelium	-42.3667601052965	-2.76921731226005
SIL_5_7-7	SIL	65181	17248	Fibro-COL14A1	0.856992027065618	Small intestine	Fibroblast	-10.7691003997163	39.4582724857714
SIL_5_8-1	SIL	58531	16029	SM-Visceral	0.881023319192395	Small intestine	Smooth muscle	-8.61844587621782	34.8284122390995
SIL_5_8-2	SIL	72495	17573	Fibro-COL6A5	0.462071292541148	Small intestine	Fibroblast	-11.7492788055192	29.6956204033117
SIL_5_8-3	SIL	141269	31964	Epi	0.914098188587349	Small intestine	Epithelium	35.8645186993898	28.4176544377618
SIL_5_8-5	SIL	128329	31308	T	0.488173688405598	Small intestine	T	22.3166331707327	-33.9207292364714
SIL_5_8-8	SIL	90095	22054	SM-Vascular	0.999491659962889	Small intestine	Smooth muscle	-9.9157590634878	19.7571135314105
SIL_5_9-1	SIL	65826	17774	SM-Visceral	0.905674691054683	Small intestine	Smooth muscle	-10.9346237756363	32.3143408152568
SIL_5_9-2	SIL	90746	22106	Fibro-COL14A1	0.54064262964485	Small intestine	Fibroblast	-9.98432435174424	36.7209778905385
SIL_5_9-3	SIL	93368	26500	Epi	1	Small intestine	Epithelium	35.3068321346128	28.113623844665
SIL_5_9-4	SIL	86383	21684	SM-Vascular	0.689157965954675	Small intestine	Smooth muscle	-12.0073275910041	18.1547547914554
SIL_5_9-5	SIL	176868	30206	SM-Visceral	0.717708200106779	Small intestine	Smooth muscle	-10.3225600087694	41.6077092266351
SIL_5_9-7	SIL	213689	32027	Fibro-COL14A1	0.579585208276653	Small intestine	Fibroblast	-10.6288201096775	41.885202199699
SIL_5_9-8	SIL	95715	23256	Fibro-COL14A1	0.968976112493807	Small intestine	Fibroblast	-9.62412935190408	41.8775007960626
SIL_5_10-2	SIL	126843	30418	Epi	0.924474031819498	Small intestine	Epithelium	35.950701054202	28.121945561485
SIL_5_10-3	SIL	100788	24882	Fibro-COL14A1	0.941425840227551	Small intestine	Fibroblast	-8.98106265209008	47.2442749050508
SIL_5_10-4	SIL	91909	21734	Fibro-COL14A1	0.820835863573726	Small intestine	Fibroblast	-7.2654474956894	46.7907897880362
SIL_5_10-5	SIL	60656	19488	SM-Visceral	0.543698176589726	Small intestine	Smooth muscle	-12.3869216004657	31.6839306100172
SIL_5_10-6	SIL	123075	29445	Fibro-COL14A1	0.940100764614566	Small intestine	Fibroblast	-9.15067444676219	47.7428692043918
SIL_5_10-7	SIL	100375	24755	SM-Visceral	0.833644854802713	Small intestine	Smooth muscle	-9.55897542213943	37.4884853200222
SIL_5_10-8	SIL	71061	17971	T	0.895667181775367	Small intestine	T	20.5630947881808	-37.4176060136477
SIL_5_11-1	SIL	127624	31953	Fibro-GPC3	0.724419189036031	Small intestine	Fibroblast	-6.86404809247849	42.6968086743266
SIL_5_11-2	SIL	97682	23845	Endo	1	Small intestine	Endothelium	-43.1497202664392	-4.11099800986198
SIL_5_11-3	SIL	79298	20181	Fibro-COL14A1	0.724432524587981	Small intestine	Fibroblast	-7.87249163282113	46.1355816014469
SIL_5_11-4	SIL	180374	33860	Fibro-COL14A1	0.954230280492791	Small intestine	Fibroblast	-9.19615752722557	47.3002904881925
SIL_5_11-5	SIL	106836	22892	Fibro-COL6A5	0.473403374180655	Small intestine	Fibroblast	-16.2733463672421	31.8678808276528
SIL_5_11-6	SIL	30408	9335	Endo	0.928866344034854	Small intestine	Endothelium	-41.377399301807	-10.3207757909582
SIL_5_11-7	SIL	85081	20826	SM-Visceral	0.622310037954615	Small intestine	Smooth muscle	-10.0964466250331	32.5079577904593
SIL_5_11-8	SIL	100292	23180	Fibro-ZEB1	0.966382744900568	Small intestine	Fibroblast	-16.1924397668941	27.8124598480047
SIL_5_12-1	SIL	156819	32966	DC/Macro	1	Small intestine	DC/Macrophage	25.0046485112952	-24.1699906969265
SIL_5_12-2	SIL	21960	8947	SM-Visceral	0.226440197523925	Small intestine	Smooth muscle	-11.7987908331714	27.2277138058356
SIL_5_12-4	SIL	238233	39766	Epi	0.952920721465259	Small intestine	Epithelium	32.5575861614449	27.5942891432986
SIL_5_12-5	SIL	100555	25746	T	0.607699680316369	Small intestine	T	23.2515912615961	-33.0279075196755
SIL_5_12-6	SIL	111015	27346	Epi	0.965245958594134	Small intestine	Epithelium	30.7353166142859	26.2053231692516
SIL_5_12-7	SIL	99480	27304	Fibro-GPC3	0.660374501777732	Small intestine	Fibroblast	-7.08420240805922	42.3200101199875
SIL_7_1-2	SIL	118386	32151	SM-Vascular	0.923621615106627	Small intestine	Smooth muscle	-12.0556080887786	18.0909513751831
SIL_7_2-1	SIL	78822	19092	Fibro-COL6A5	0.718715722651949	Small intestine	Fibroblast	-15.1259595933459	28.8996486548872
SIL_7_2-3	SIL	130577	25478	SM-Vascular	1	Small intestine	Smooth muscle	-9.62580250711545	19.0491573486567
SIL_7_2-4	SIL	79935	22205	Fibro-COL6A5	0.833532506764864	Small intestine	Fibroblast	-17.7377983691349	26.7671132278838
SIL_7_2-5	SIL	118871	25967	Fibro-COL14A1	0.769720782711452	Small intestine	Fibroblast	-7.23245868235316	46.843470481341
SIL_7_2-6	SIL	116793	28740	Epi	0.962369753319595	Small intestine	Epithelium	35.5913045091131	28.4462599100808
SIL_7_2-7	SIL	84150	20405	Fibro-COL14A1	0.83731203053327	Small intestine	Fibroblast	-10.6628092023597	39.7259280731133
SIL_7_3-1	SIL	51868	16058	Endo	1	Small intestine	Endothelium	-43.6742149570107	-4.11258609185327
SIL_7_3-2	SIL	84796	19136	Fibro-COL6A5	0.686358025393367	Small intestine	Fibroblast	-15.245652866321	29.0690913304284
SIL_7_3-4	SIL	94478	23521	SM-Vascular	0.6196686734691	Small intestine	Smooth muscle	-8.85298967874652	39.4830788848234
SIL_7_3-5	SIL	42156	14061	Fibro-COL6A5	0.472986637103515	Small intestine	Fibroblast	-13.5895165753278	27.0313194845184
SIL_7_3-6	SIL	37658	12467	Epi	0.945811233461862	Small intestine	Epithelium	32.1214426100878	24.0037722962353
SIL_7_3-8	SIL	145526	34636	Epi	0.957026373683157	Small intestine	Epithelium	32.0008309384562	26.9950509938327
SIL_7_4-1	SIL	44342	15034	SM-Visceral	0.724457684613769	Small intestine	Smooth muscle	-8.9933163635199	35.0756027608916
SIL_7_4-2	SIL	182661	37846	Epi	0.969901023818017	Small intestine	Epithelium	32.3757420839214	26.098917691375
SIL_7_4-4	SIL	98805	24293	Fibro-COL14A1	0.763195277668044	Small intestine	Fibroblast	-14.7499371209242	45.5448984931293
SIL_7_4-5	SIL	51301	16663	Fibro-ZEB1	0.653374817578022	Small intestine	Fibroblast	-13.8037679784544	27.144736647595
SIL_7_4-6	SIL	53786	17153	DC/Macro	1	Small intestine	DC/Macrophage	26.8279236927026	-20.4525681228979
SIL_7_4-7	SIL	110432	24648	Fibro-ZEB1	0.978890845800682	Small intestine	Fibroblast	-17.9708523445365	26.3379501030372
SIL_7_4-8	SIL	68918	18451	Fibro-COL14A1	0.94727958847049	Small intestine	Fibroblast	-9.76310752271823	41.345338294864
SIL_7_5-2	SIL	145395	32583	DC/Macro	1	Small intestine	DC/Macrophage	24.9804961418515	-24.2242769859933
SIL_7_5-4	SIL	115945	24862	Fibro-COL14A1	0.894881787843165	Small intestine	Fibroblast	-8.10454157846668	45.8590937136688
SIL_7_5-5	SIL	65177	16897	Endo	1	Small intestine	Endothelium	-42.0749403986095	-5.97095127005229
SIL_7_5-6	SIL	195253	37811	Fibro-COL14A1	0.838570446363058	Small intestine	Fibroblast	-5.64629257761942	43.8534693877312
SIL_7_5-8	SIL	78416	20832	SM-Visceral	0.521497448320069	Small intestine	Smooth muscle	-11.1211114889423	36.7437038965687
SIL_7_6-1	SIL	98892	22539	Endo	0.999999999999999	Small intestine	Endothelium	-42.7657509059991	-5.11693242321675
SIL_7_6-2	SIL	101028	23908	DC/Macro	1	Small intestine	DC/Macrophage	25.0319472416409	-24.1867284834646
SIL_7_6-3	SIL	89041	24020	Fibro-GPC3	0.479144910777269	Small intestine	Fibroblast	-8.77463364703673	39.2917396827247
SIL_7_6-5	SIL	71330	19096	Fibro-CXCL14	0.465655647279356	Small intestine	Fibroblast	-22.9393226896693	32.0253621434778
SIL_7_6-6	SIL	60598	15213	T	0.991009532897298	Small intestine	T	20.8115959348803	-37.525983452356
SIL_7_6-7	SIL	39674	11156	T	0.996519694906379	Small intestine	T	21.5109948268493	-37.9112641812259
SIL_7_7-1	SIL	102328	24739	SM-Visceral	0.930565429406286	Small intestine	Smooth muscle	-9.21086469733842	37.5544793217395
SIL_7_7-2	SIL	112781	29170	Fibro-COL14A1	0.442298340800764	Small intestine	Fibroblast	-5.84388664978887	43.458889009421
SIL_7_7-3	SIL	100548	25334	SM-Visceral	0.409314232418707	Small intestine	Smooth muscle	-5.77900900163602	42.2876878301064
SIL_7_7-4	SIL	42065	12194	T	0.913773231070266	Small intestine	T	22.1078381645753	-37.8755260190085
SIL_7_7-5	SIL	24078	9659	SM-Visceral	0.393720100976157	Small intestine	Smooth muscle	-11.4681282792546	27.218652547568
SIL_7_7-6	SIL	121422	27492	DC/Macro	1	Small intestine	DC/Macrophage	24.460395239703	-23.2014253597806
SIL_7_8-1	SIL	219467	38598	Epi	0.992967525695722	Small intestine	Epithelium	35.0409193694557	28.6161590826681
SIL_7_8-2	SIL	95366	23295	Glial	0.999999999999999	Small intestine	Glial	15.2777963468839	46.5599001554245
SIL_7_8-3	SIL	95968	21958	Fibro-COL14A1	0.538818342170729	Small intestine	Fibroblast	-10.6384117860219	40.0906946252514
SIL_7_8-4	SIL	123631	27618	Epi	0.910906105768058	Small intestine	Epithelium	29.6309789858753	25.6904409115654
SIL_7_8-5	SIL	73857	22053	Fibro-COL14A1	0.330277094166809	Small intestine	Fibroblast	-2.36720994566751	14.7777138859463
SIL_7_8-6	SIL	84195	20436	Fibro-COL14A1	0.926506454745023	Small intestine	Fibroblast	-9.27847335250138	43.480152355759
SIL_7_8-7	SIL	122076	24545	Fibro-COL14A1	0.510872346038854	Small intestine	Fibroblast	-11.5931184832707	37.0362280435369
SIL_7_8-8	SIL	70006	17226	T	0.998914835162616	Small intestine	T	22.1083650184245	-37.1761237806239
SIL_7_9-2	SIL	34939	11917	Fibro-COL6A5	0.438402355436157	Small intestine	Fibroblast	-12.603945451828	27.6800749893011
SIL_7_9-4	SIL	76095	16787	SM-Visceral	0.75298639881299	Small intestine	Smooth muscle	-9.36132854561222	33.701205638825
SIL_7_9-6	SIL	222873	40422	Fibro-COL14A1	0.55888774800342	Small intestine	Fibroblast	-5.59804867408796	43.6729669287571
SIL_7_9-8	SIL	106361	26930	Fibro-GPC3	0.524251626918664	Small intestine	Fibroblast	-6.88572681422552	42.3752569726287
SIL_7_10-2	SIL	124650	32525	Epi	0.96243233022569	Small intestine	Epithelium	35.7487495654568	28.5464799530391
SIL_7_10-4	SIL	49627	13881	Fibro-COL14A1	0.662143317650881	Small intestine	Fibroblast	-7.76677592562083	35.0871728290443
SIL_7_10-5	SIL	159340	31369	Fibro-ZEB1	0.914629677842968	Small intestine	Fibroblast	17.4898725650027	20.74130456885
SIL_7_10-6	SIL	97073	25086	Fibro-COL14A1	0.920224974013943	Small intestine	Fibroblast	-8.10835354088115	42.2505583034317
SIL_7_10-7	SIL	130240	30965	Epi	0.978451369696097	Small intestine	Epithelium	32.7392497637889	27.4473772537487
SIL_7_10-8	SIL	83447	21373	SM-Vascular	0.982189518878368	Small intestine	Smooth muscle	-10.0141852245235	18.5800176805028
SIL_7_11-1	SIL	264567	44962	Epi	1	Small intestine	Epithelium	34.3903943921528	28.5988870440373
SIL_7_11-2	SIL	81124	19826	SM-Visceral	0.668481090442612	Small intestine	Smooth muscle	-11.404089620536	31.6757887265818
SIL_7_11-3	SIL	114009	25067	Fibro-COL14A1	0.916775172005183	Small intestine	Fibroblast	-9.60330850975047	42.0516483759514
SIL_7_11-4	SIL	64751	18992	Endo	1	Small intestine	Endothelium	-42.1950329648368	-4.51085458623188
SIL_7_11-5	SIL	79323	20203	T	0.757653152963077	Small intestine	T	24.0341107901222	-34.1576671539646
SIL_7_11-6	SIL	79335	20650	Fibro-COL14A1	0.674511009187944	Small intestine	Fibroblast	-9.25391438781097	43.3665419523327
SIL_7_11-7	SIL	101379	24028	SM-Vascular	0.997022903619514	Small intestine	Smooth muscle	-10.3181796295947	20.8706572796419
