cluster	db	category	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
MD16	TF	binding	ZNF48	ZNF48	24/57	9029/56227	2.6395654151985e-06	8.86893979506697e-05	7.50986130158732e-05	IER5/HSPE1/HSPB1/NFIL3/ZFP36L1/DDX5/NR4A1/HNRNPU/NAMPT/NFKBIA/HSPH1/DNAJB1/HSPA1A/HSPA1B/HSP90AB1/HSPD1/JUND/SOCS3/CCNL1/JUNB/IER2/JUN/FOSB/EGR1	24
MD16	TF	binding	EGR3	EGR3	23/57	8511/56227	3.62866792125688e-06	0.000118536485427725	0.000100371925541199	IER5/MAFF/HSPB1/ZFP36L1/IER3/DDX5/HNRNPU/NAMPT/IRF1/NFKBIA/KLF4/RHOB/BTG2/DUSP1/DNAJB1/HSPA1A/HSPA1B/HSP90AB1/PNRC1/JUND/CCNL1/JUN/EGR1	23
MD16	TF	binding	KLF2	KLF2	42/57	24506/56227	3.92147859650277e-06	0.000122739375895275	0.000103930764050242	CTD-3252C9.4/MAFF/HSPE1/HSPB1/TCP1/MRPL18/PPP1R15B/NFIL3/CHORDC1/IER3/DDX5/EIF4A3/NR4A1/HNRNPU/NAMPT/IRF1/NFKBIA/HLA-E/KLF4/EIF1/RHOB/UBC/BTG2/CSRNP1/DUSP1/HSPH1/DNAJB1/HSPA1A/HSPA1B/HSP90AB1/HSPD1/HSP90AA1/PPP1R15A/PNRC1/JUND/SOCS3/JUNB/IER2/MCL1/FOSB/FOS/ZFP36	42
MD16	TF	binding	ZNF219	ZNF219	40/57	22914/56227	6.65180532960002e-06	0.000190793245551454	0.000161556042151518	CTD-3252C9.4/MAFF/HSPE1/HSPB1/ID3/CYR61/PPP1R15B/NFIL3/ZFP36L1/EIF4A3/NR4A1/HNRNPU/NAMPT/IRF1/NFKBIA/KLF4/DNAJA1/EIF1/RHOB/BTG2/CSRNP1/DUSP1/HSPH1/HSPA1A/HSPA1B/HSP90AB1/HSPD1/HSPA8/HSP90AA1/PNRC1/JUND/SOCS3/CCNL1/JUNB/IER2/JUN/FOSB/EGR1/FOS/ZFP36	40
MD16	TF	binding	NRF1	NRF1	23/57	8899/56227	7.80862792096471e-06	0.000218641581787012	0.000185136892562221	MAFF/HSPE1/ID3/CYR61/PPP1R15B/CHORDC1/HNRNPU/IRF1/DNAJA1/EIF1/RHOB/HSPH1/DNAJB1/HSPA1A/HSPA1B/HSPA8/HSP90AA1/PNRC1/JUND/MCL1/JUN/FOSB/EGR1	23
MD16	TF	binding	ZNF394	ZNF394	43/57	26419/56227	1.13946301857137e-05	0.000311629886009287	0.000263875646406002	IER5/TCEAL9/CTD-3252C9.4/HSPB1/ID3/CYR61/MRPL18/PPP1R15B/NFIL3/ZFP36L1/IER3/EIF4A3/NR4A1/ATF3/HNRNPU/NAMPT/IRF1/NFKBIA/HLA-E/DNAJA1/UBC/BTG2/CSRNP1/DUSP1/HSPH1/DNAJB1/HSPA1A/HSPA1B/HSP90AB1/HSPD1/HSPA8/HSP90AA2P/HSP90AA1/PPP1R15A/PNRC1/JUND/SOCS3/JUNB/MCL1/JUN/FOSB/EGR1/ZFP36	43
MD16	TF	binding	SP4	SP4	30/57	14440/56227	1.26274805111246e-05	0.000329998157357388	0.000279429159380674	MAFF/HSPE1/HSPB1/TCP1/MRPL18/IER3/DDX5/NR4A1/HNRNPU/NAMPT/IRF1/NFKBIA/HLA-E/KLF4/DNAJA1/RHOB/UBC/BTG2/DNAJB1/HSPD1/PPP1R15A/PNRC1/JUND/SOCS3/JUNB/IER2/FOSB/EGR1/FOS/ZFP36	30
MD16	TF	binding	ZNF391	ZNF391	23/57	9192/56227	1.35111592138612e-05	0.000338128151595843	0.000286313311322653	IER5/MAFF/TCP1/MRPL18/PPP1R15B/ZFP36L1/IER3/DDX5/EIF4A3/NR4A1/HNRNPU/IRF1/KLF4/DNAJA1/DUSP1/HSPH1/HSP90AB1/JUND/SOCS3/JUNB/MCL1/JUN/EGR1	23
MD16	TF	binding	SP1	SP1	34/57	17875/56227	1.35136251062965e-05	0.000338128151595843	0.000286313311322653	MAFF/HSPE1/HSPB1/TCP1/MRPL18/PPP1R15B/NFIL3/IER3/DDX5/NR4A1/HNRNPU/NAMPT/IRF1/NFKBIA/HLA-E/KLF4/DNAJA1/EIF1/RHOB/UBC/BTG2/DNAJB1/HSP90AB1/HSPD1/PPP1R15A/PNRC1/JUND/SOCS3/JUNB/IER2/FOSB/EGR1/FOS/ZFP36	34
MD16	TF	binding	SP2	SP2	34/57	18106/56227	1.83472114731465e-05	0.000440333075355515	0.000372856327681988	TCEAL9/CTD-3252C9.4/MAFF/HSPE1/ID3/CYR61/PPP1R15B/NFIL3/ZFP36L1/DDX5/EIF4A3/NR4A1/HNRNPU/NAMPT/IRF1/NFKBIA/HLA-E/KLF4/DNAJA1/CSRNP1/DNAJB4/HSPH1/DNAJB1/HSP90AB1/HSPD1/HSP90AA1/PNRC1/NFKBIZ/JUND/SOCS3/IER2/JUN/FOS/ZFP36	34
MD16	TF	binding	ZFP64	ZFP64	34/57	18194/56227	2.05798875336494e-05	0.000474547994893562	0.000401828144619862	MAFF/HSPB1/ID3/CYR61/TCP1/MRPL18/NFIL3/ZFP36L1/IER3/DDX5/EIF4A3/HNRNPU/NAMPT/IRF1/NFKBIA/DNAJA1/EIF1/RHOB/BTG2/CSRNP1/DUSP1/HSP90AB1/HSPA8/HSP90AA1/PNRC1/JUND/SOCS3/CCNL1/JUNB/JUN/FOSB/EGR1/FOS/ZFP36	34
MD16	TF	binding	ZBTB14	ZBTB14	22/57	9171/56227	4.5098570258479e-05	0.00100412152548752	0.000850249698452555	IER5/MAFF/HSPE1/HSPB1/ID3/NFIL3/CHORDC1/IER3/DDX5/NR4A1/HNRNPU/NAMPT/IRF1/KLF4/DNAJA1/HSPD1/HSP90AA1/SOCS3/JUNB/IER2/JUN/ZFP36	22
MD16	TF	binding	ZNF610	ZNF610	18/57	6512/56227	4.81074732301279e-05	0.00103870637420281	0.000879534756530485	MAFF/HSPE1/HSPB1/PPP1R15B/NR4A1/HNRNPU/NFKBIA/KLF4/BTG2/CSRNP1/DUSP1/HSPH1/HSPA1B/HSPD1/JUNB/EGR1/FOS/ZFP36	18
MD16	TF	binding	ZNF501	ZNF501	10/57	2152/56227	5.50981834701815e-05	0.00115706185287381	0.00097975341283443	HSPE1/PPP1R15B/EIF4A3/HNRNPU/NAMPT/NFKBIA/CSRNP1/JUND/SOCS3/JUNB	10
MD16	TF	binding	ZNF200	ZNF200	17/57	6005/56227	6.22711468987267e-05	0.00128475208338426	0.00108787636133325	CTD-3252C9.4/ID3/TCP1/MRPL18/ZFP36L1/HNRNPU/DNAJA1/EIF1/HSPH1/HSPD1/SOCS3/JUNB/IER2/MCL1/JUN/EGR1/ZFP36	17
MD16	TF	binding	ETV5	ETV5	13/57	3685/56227	6.43155377468104e-05	0.00130405297224567	0.00110421957728644	TCP1/MRPL18/ZFP36L1/DDX5/HNRNPU/DNAJA1/HSPH1/HSP90AB1/HSPA8/IER2/MCL1/JUN/ZFP36	13
MD16	TF	binding	ATF1	ATF1	10/57	2228/56227	7.35510622284373e-05	0.00146603473187529	0.00124137921263339	MAFF/CYR61/HNRNPU/EIF1/DUSP1/HSPH1/CCNL1/JUNB/MCL1/FOSB	10
MD16	TF	binding	KLF3	KLF3	30/57	15782/56227	7.94875705901872e-05	0.00155795638356767	0.00131921476804065	CTD-3252C9.4/MAFF/HSPB1/MRPL18/PPP1R15B/NFIL3/IER3/EIF4A3/NR4A1/NAMPT/HLA-E/EIF1/RHOB/UBC/BTG2/DNAJB1/HSPA1A/HSP90AB1/HSPD1/HSPA8/HSP90AA1/PPP1R15A/PNRC1/JUND/SOCS3/JUNB/IER2/FOSB/FOS/ZFP36	30
MD16	TF	binding	ZNF415	ZNF415	31/57	16659/56227	8.19397637125732e-05	0.00157969118239321	0.00133761892100249	IER5/CTD-3252C9.4/MAFF/HSPB1/ID3/CYR61/TCP1/MRPL18/PPP1R15B/DDX5/EIF4A3/NR4A1/NAMPT/IRF1/NFKBIA/KLF4/BTG2/CSRNP1/HSPA1A/HSPA1B/HSP90AB1/HSPA8/PNRC1/NFKBIZ/JUND/SOCS3/CCNL1/JUNB/MCL1/EGR1/ZFP36	31
MD16	TF	binding	ATF6B	ATF6B	10/57	2316/56227	0.000101276791420655	0.00192099204372081	0.00162661875524515	MAFF/ID3/HNRNPU/DUSP1/HSPH1/PPP1R15A/PNRC1/JUND/CCNL1/JUN	10
MD16	TF	binding	EGR2	EGR2	14/57	4450/56227	0.000109421960870839	0.00201062853100167	0.00170251932539167	MAFF/HSPB1/ZFP36L1/IER3/DDX5/HNRNPU/IRF1/NFKBIA/KLF4/EIF1/DUSP1/DNAJB1/HSP90AB1/EGR1	14
MD16	TF	binding	ZNF808	ZNF808	19/57	7649/56227	0.00011905305004392	0.00215394441310231	0.00182387344682669	MAFF/HSPE1/HSPB1/PPP1R15B/ZFP36L1/NR4A1/HNRNPU/NAMPT/NFKBIA/DNAJA1/HSPA8/HSP90AA1/PNRC1/JUND/CCNL1/IER2/MCL1/JUN/EGR1	19
MD16	TF	binding	MAZ	MAZ	41/57	26615/56227	0.000144505526735411	0.00253639551404243	0.00214771764794499	IER5/TCEAL9/CTD-3252C9.4/HSPE1/HSPB1/ID3/CYR61/PPP1R15B/ZFP36L1/DDX5/NR4A1/HNRNPU/NAMPT/IRF1/NFKBIA/HLA-E/KLF4/DNAJA1/EIF1/RHOB/UBC/BTG2/CSRNP1/DUSP1/DNAJB1/HSP90AB1/HSPD1/HSPA8/HSP90AA1/PNRC1/NFKBIZ/JUND/SOCS3/JUNB/IER2/MCL1/JUN/FOSB/EGR1/FOS/ZFP36	41
MD16	TF	binding	FOXJ3	FOXJ3	6/57	804/56227	0.000163763488733211	0.00272452988123421	0.00230702225890401	MAFF/TCP1/MRPL18/DDX5/HSPD1/FOS	6
MD16	TF	binding	ZNF555	ZNF555	20/57	8533/56227	0.000164491174802405	0.00272452988123421	0.00230702225890401	IER5/ID3/CYR61/ZFP36L1/IER3/EIF4A3/HLA-E/EIF1/RHOB/UBC/HSPH1/HSP90AB1/PNRC1/NFKBIZ/JUND/SOCS3/JUNB/IER2/FOSB/EGR1	20
MD16	TF	binding	ZFP14	ZFP14	23/57	10939/56227	0.000223669355878881	0.00355452922315626	0.00300983229959347	MAFF/CYR61/TCP1/MRPL18/ZFP36L1/CHORDC1/IRF1/NFKBIA/DNAJA1/EIF1/RHOB/HSPH1/HSPA1A/HSPD1/HSP90AA1/PPP1R15A/JUND/CCNL1/IER2/FOSB/EGR1/FOS/ZFP36	23
MD16	TF	binding	GLI2	GLI2	19/57	8057/56227	0.00023800160083045	0.00373186510102145	0.00315999318435938	IER5/MAFF/CYR61/CHORDC1/DDX5/NR4A1/IRF1/EIF1/RHOB/BTG2/CSRNP1/DUSP1/HSPA8/PNRC1/JUND/MCL1/JUN/EGR1/FOS	19
MD16	TF	binding	ATF3	ATF3	8/57	1671/56227	0.000271040692783925	0.00419399808834073	0.00355130880018826	MAFF/HNRNPU/EIF1/DUSP1/HSPH1/PPP1R15A/CCNL1/FOSB	8
MD16	TF	binding	ZNF202	ZNF202	22/57	10344/56227	0.000281102999603798	0.00429320944849437	0.00363531698735739	TCEAL9/CTD-3252C9.4/MAFF/HSPB1/CYR61/PPP1R15B/ZFP36L1/DDX5/IRF1/DNAJA1/CSRNP1/HSPH1/HSPA1A/HSP90AB1/HSP90AA1/PNRC1/JUND/SOCS3/IER2/EGR1/FOS/ZFP36	22
MD16	TF	binding	ZNF281	ZNF281	48/57	35315/56227	0.000348329703020925	0.00525174013785395	0.00444696220051006	TCEAL9/CTD-3252C9.4/MAFF/HSPE1/HSPB1/ID3/CYR61/PPP1R15B/NFIL3/ZFP36L1/IER3/DDX5/EIF4A3/NR4A1/ATF3/HNRNPU/NAMPT/IRF1/NFKBIA/HLA-E/KLF4/DNAJA1/EIF1/RHOB/UBC/BTG2/CSRNP1/DUSP1/HSPH1/DNAJB1/HSPA1A/HSP90AB1/HSPD1/HSPA8/HSP90AA1/PNRC1/NFKBIZ/JUND/SOCS3/CCNL1/JUNB/IER2/MCL1/JUN/FOSB/EGR1/FOS/ZFP36	48
MD16	TF	binding	ZNF780A	ZNF780A	24/57	12108/56227	0.000380151896384611	0.00565897000187724	0.00479178806102387	IER5/CTD-3252C9.4/MAFF/HSPE1/IER3/NR4A1/HNRNPU/HLA-E/DNAJA1/RHOB/BTG2/DUSP1/DNAJB1/HSPA1B/HSP90AB1/HSPA8/JUND/SOCS3/CCNL1/JUNB/IER2/FOSB/EGR1/ZFP36	24
MD16	TF	binding	ZNF660	ZNF660	17/57	6997/56227	0.000403830952993283	0.00593631500900126	0.00502663265173218	NFIL3/DDX5/EIF4A3/NAMPT/NFKBIA/HLA-E/EIF1/CSRNP1/HSPD1/HSP90AA1/JUND/SOCS3/JUNB/IER2/FOSB/EGR1/FOS	17
MD16	TF	binding	ZNF197	ZNF197	17/57	7020/56227	0.00041978361672766	0.00609463621323121	0.00516069267608014	CTD-3252C9.4/MAFF/HSPE1/HSPB1/CYR61/EIF4A3/HNRNPU/KLF4/RHOB/HSP90AB1/HSPD1/JUND/SOCS3/IER2/JUN/EGR1/FOS	17
MD16	TF	binding	ELK4	ELK4	14/57	5125/56227	0.000474724919079379	0.00680825005899207	0.00576495216237603	ID3/TCP1/MRPL18/ZFP36L1/DDX5/HNRNPU/DNAJA1/HSPH1/HSP90AB1/JUNB/IER2/JUN/EGR1/ZFP36	14
MD16	TF	binding	ZNF704	ZNF704	14/57	5204/56227	0.000553875827618767	0.00779831316274951	0.00660329775506717	HSPE1/NFIL3/CHORDC1/KLF4/CSRNP1/DUSP1/HSPA1A/HSP90AB1/SOCS3/CCNL1/IER2/JUN/EGR1/FOS	14
MD16	TF	binding	ZNF697	ZNF697	22/57	10883/56227	0.000586800099338663	0.00811855196261491	0.00687446308327399	MAFF/HSPE1/HSPB1/ID3/CYR61/ZFP36L1/NAMPT/IRF1/KLF4/DNAJA1/RHOB/BTG2/HSPA1A/HSPA1B/HSP90AB1/HSPD1/HSPA8/NFKBIZ/JUND/IER2/FOSB/EGR1	22
MD16	TF	binding	CREM	CREM	9/57	2377/56227	0.00060954575529231	0.00833518381655531	0.00705789821917412	MAFF/HNRNPU/DUSP1/HSPH1/PPP1R15A/PNRC1/JUND/CCNL1/FOSB	9
MD16	TF	binding	ZNF557	ZNF557	20/57	9413/56227	0.000621538154397742	0.00840148125944534	0.00711403622577452	HSPB1/ID3/CYR61/TCP1/MRPL18/ZFP36L1/KLF4/EIF1/CSRNP1/DUSP1/HSPH1/HSPA1A/HSPA1B/HSP90AB1/HSPA8/PNRC1/JUNB/FOSB/EGR1/FOS	20
MD16	TF	binding	CREB3L4	CREB3L4	12/57	4083/56227	0.000688392099722168	0.00919942169628715	0.00778970007580348	MAFF/ID3/HNRNPU/NFKBIA/EIF1/DUSP1/HSPH1/PPP1R15A/PNRC1/JUND/CCNL1/FOSB	12
MD16	TF	binding	GLI3	GLI3	18/57	8055/56227	0.000716432900823991	0.00946657406032599	0.00801591394653454	IER5/MAFF/CYR61/CHORDC1/DDX5/NR4A1/IRF1/RHOB/BTG2/CSRNP1/DUSP1/PNRC1/JUND/IER2/MCL1/JUN/EGR1/FOS	18
MD16	TF	binding	GTF2IRD1	GTF2IRD1	16/57	6685/56227	0.000745548471185142	0.00972993210125128	0.00823891493714976	MAFF/IER3/HNRNPU/IRF1/NFKBIA/DNAJA1/BTG2/CSRNP1/DNAJB4/HSPD1/JUND/SOCS3/JUNB/MCL1/EGR1/ZFP36	16
MD16	TF	binding	ZBTB37	ZBTB37	10/57	2979/56227	0.000752911412596825	0.00972993210125128	0.00823891493714976	HSPE1/ID3/CYR61/NFIL3/NAMPT/HLA-E/RHOB/UBC/BTG2/SOCS3	10
MD16	TF	binding	ZNF189	ZNF189	28/57	16036/56227	0.000794965966169236	0.0101617388719024	0.00860455153313613	IER5/TCEAL9/CTD-3252C9.4/MAFF/ID3/ZFP36L1/CHORDC1/IER3/EIF4A3/HNRNPU/NAMPT/IRF1/KLF4/EIF1/RHOB/CSRNP1/DNAJB4/DNAJB1/HSP90AB1/HSPD1/HSPA8/HSP90AA1/PNRC1/JUND/JUNB/IER2/MCL1/EGR1	28
MD16	TF	binding	ZNF320	ZNF320	34/57	21470/56227	0.000824595919993665	0.0104271484076618	0.00882928964701762	TCEAL9/CTD-3252C9.4/MAFF/HSPE1/HSPB1/ID3/CYR61/PPP1R15B/ZFP36L1/IER3/EIF4A3/NR4A1/NAMPT/NFKBIA/HLA-E/KLF4/RHOB/UBC/HSPA1A/HSPA1B/HSP90AB1/HSPD1/HSP90AA1/PNRC1/NFKBIZ/JUND/SOCS3/CCNL1/JUNB/IER2/FOSB/EGR1/FOS/ZFP36	34
MD16	TF	binding	HSF2	HSF2	15/57	6158/56227	0.000954334921385017	0.0119393390164764	0.0101097517987707	IER5/HSPE1/HSPB1/ID3/CHORDC1/HSP90AA6P/DDX5/HLA-E/DNAJA1/CSRNP1/DUSP1/HSPH1/HSPA1B/HSP90AB1/HSPA8	15
MD16	TF	binding	ZNF511	ZNF511	48/57	36447/56227	0.000995900642144617	0.0122005470995381	0.0103309322915888	IER5/TCEAL9/CTD-3252C9.4/MAFF/HSPE1/HSPB1/ID3/CYR61/PPP1R15B/NFIL3/ZFP36L1/IER3/DDX5/EIF4A3/NR4A1/HNRNPU/NAMPT/IRF1/NFKBIA/HLA-E/KLF4/DNAJA1/RHOB/UBC/BTG2/CSRNP1/DUSP1/DNAJB4/HSPH1/DNAJB1/HSPA1A/HSPA1B/HSPD1/HSPA8/HSP90AA1/PPP1R15A/PNRC1/NFKBIZ/JUND/SOCS3/CCNL1/JUNB/IER2/JUN/FOSB/EGR1/FOS/ZFP36	48
MD16	TF	binding	ZBTB7A	ZBTB7A	17/57	7564/56227	0.000995963028533724	0.0122005470995381	0.0103309322915888	ID3/TCP1/MRPL18/ZFP36L1/DDX5/HNRNPU/IRF1/KLF4/DNAJA1/HSP90AB1/HSPD1/CCNL1/JUNB/IER2/JUN/EGR1/ZFP36	17
MD16	TF	binding	DEAF1	DEAF1	14/57	5691/56227	0.00133732924645658	0.0162133937508551	0.0137288493450671	IER5/HSPB1/TCP1/MRPL18/IRF1/KLF4/BTG2/HSPH1/HSP90AA1/JUNB/JUN/FOSB/EGR1/FOS	14
MD16	TF	binding	KLF13	KLF13	12/57	4420/56227	0.00137535372984225	0.0165042447581071	0.0139751302731555	IER5/ID3/MRPL18/NR4A1/EIF1/DNAJB1/HSPA1A/HSPA1B/PPP1R15A/PNRC1/IER2/FOS	12
MD16	TF	binding	KLF10	KLF10	26/57	14886/56227	0.00143736822879518	0.017074192293567	0.0144577389095188	TCEAL9/CTD-3252C9.4/MAFF/HSPB1/CYR61/MRPL18/NR4A1/HNRNPU/IRF1/NFKBIA/HLA-E/KLF4/EIF1/BTG2/DNAJB1/HSPA1B/HSP90AB1/HSPD1/PPP1R15A/PNRC1/JUND/SOCS3/IER2/FOSB/FOS/ZFP36	26
MD16	TF	binding	ZNF773	ZNF773	13/57	5128/56227	0.00157188076465756	0.0183022948439336	0.0154976467260662	PPP1R15B/KLF4/DNAJA1/RHOB/HSPA1A/HSPA1B/HSP90AB1/HSP90AA1/PNRC1/JUND/SOCS3/JUNB/EGR1	13
MD16	TF	binding	ZNF682	ZNF682	23/57	12548/56227	0.00168912231808841	0.0192855130686599	0.0163301963506554	CTD-3252C9.4/CYR61/NFIL3/ZFP36L1/IER3/DDX5/NR4A1/HNRNPU/NAMPT/IRF1/HLA-E/KLF4/DNAJA1/RHOB/DNAJB1/HSP90AB1/PPP1R15A/PNRC1/JUND/SOCS3/IER2/EGR1/FOS	23
MD16	TF	binding	ETV6	ETV6	9/57	2768/56227	0.00177172931993588	0.0196804162621781	0.0166645844826535	TCP1/MRPL18/DDX5/HNRNPU/HSPH1/IER2/MCL1/JUN/ZFP36	9
MD16	TF	binding	ZNF829	ZNF829	12/57	4554/56227	0.00177468037282633	0.0196804162621781	0.0166645844826535	IER5/CTD-3252C9.4/TCP1/MRPL18/ZFP36L1/NFKBIA/KLF4/DNAJA1/BTG2/DUSP1/PPP1R15A/SOCS3	12
MD16	TF	binding	AHR	AHR	14/57	5863/56227	0.00177888999552044	0.0196804162621781	0.0166645844826535	MAFF/HSPB1/ID3/IER3/EIF4A3/HNRNPU/NFKBIA/PPP1R15A/NFKBIZ/SOCS3/CCNL1/IER2/FOSB/FOS	14
MD16	TF	binding	ZNF121	ZNF121	51/57	40859/56227	0.00179065011909273	0.0196804162621781	0.0166645844826535	IER5/TCEAL9/CTD-3252C9.4/MAFF/HSPE1/HSPB1/TCP1/MRPL18/PPP1R15B/NFIL3/ZFP36L1/IER3/DDX5/EIF4A3/NR4A1/ATF3/HNRNPU/NAMPT/IRF1/NFKBIA/HLA-E/KLF4/DNAJA1/EIF1/RHOB/UBC/BTG2/CSRNP1/DUSP1/DNAJB4/HSPH1/DNAJB1/HSPA1A/HSPA1B/HSP90AB1/HSPD1/HSPA8/HSP90AA2P/HSP90AA1/PPP1R15A/PNRC1/JUND/SOCS3/CCNL1/JUNB/IER2/MCL1/FOSB/EGR1/FOS/ZFP36	51
MD16	TF	binding	IKZF3	IKZF3	24/57	13546/56227	0.00204939218615288	0.0221108734946402	0.0187225978570799	TCEAL9/CTD-3252C9.4/HSPB1/ID3/CYR61/PPP1R15B/ZFP36L1/IER3/DDX5/HNRNPU/NFKBIA/KLF4/DNAJA1/BTG2/CSRNP1/HSPA1A/HSPA8/PNRC1/JUND/SOCS3/IER2/JUN/EGR1/FOS	24
MD16	TF	binding	IRF3	IRF3	18/57	8835/56227	0.0021180807073981	0.0225791511104623	0.0191191164970438	IER5/MAFF/ID3/NAMPT/KLF4/DNAJA1/HSPA1A/HSPA1B/HSPD1/HSPA8/HSP90AA2P/NFKBIZ/IER2/MCL1/FOSB/EGR1/FOS/ZFP36	18
MD16	TF	binding	VEZF1	VEZF1	14/57	5976/56227	0.00213119538542628	0.0225791511104623	0.0191191164970438	TCEAL9/CTD-3252C9.4/MAFF/ID3/ZFP36L1/IRF1/KLF4/DNAJA1/CSRNP1/HSP90AA1/JUND/JUNB/JUN/EGR1	14
MD16	TF	binding	PLAG1	PLAG1	27/57	16261/56227	0.00242292151693584	0.0252091171750053	0.0213460659215494	CTD-3252C9.4/HSPE1/ID3/PPP1R15B/ZFP36L1/CHORDC1/IER3/EIF4A3/NR4A1/ATF3/NFKBIA/HLA-E/KLF4/DNAJA1/EIF1/RHOB/CSRNP1/DUSP1/DNAJB1/HSP90AB1/NFKBIZ/JUND/SOCS3/JUNB/FOSB/EGR1/ZFP36	27
MD16	TF	binding	ZBTB38	ZBTB38	7/57	1862/56227	0.0026881621501619	0.0263607405553163	0.0223212142546806	TCP1/MRPL18/CHORDC1/HSPA1B/PNRC1/FOSB/ZFP36	7
MD16	TF	binding	GFI1	GFI1	13/57	5446/56227	0.00268987148523635	0.0263607405553163	0.0223212142546806	TCEAL9/CTD-3252C9.4/ID3/CHORDC1/NR4A1/HNRNPU/NFKBIA/KLF4/UBC/DNAJB4/DNAJB1/NFKBIZ/JUN	13
MD16	TF	binding	ZNF561	ZNF561	13/57	5446/56227	0.00268987148523635	0.0263607405553163	0.0223212142546806	TCEAL9/HSPB1/ID3/NR4A1/IRF1/CSRNP1/DUSP1/HSPH1/HSP90AB1/JUNB/IER2/EGR1/FOS	13
MD16	TF	binding	ZNF880	ZNF880	26/57	15573/56227	0.00287854636711244	0.0279766159316052	0.0236894724948967	CTD-3252C9.4/MAFF/HSPB1/ID3/CYR61/PPP1R15B/NFIL3/ZFP36L1/IER3/IRF1/NFKBIA/KLF4/EIF1/RHOB/BTG2/CSRNP1/DUSP1/HSPH1/DNAJB1/HSP90AB1/NFKBIZ/JUND/JUNB/IER2/EGR1/FOS	26
MD16	TF	binding	ZNF577	ZNF577	16/57	7635/56227	0.00304841882522123	0.0293847585119685	0.0248818309634105	HSPB1/ID3/TCP1/MRPL18/NFIL3/IER3/EIF4A3/HNRNPU/NFKBIA/KLF4/RHOB/BTG2/JUND/MCL1/FOSB/FOS	16
MD16	TF	binding	ZNF460	ZNF460	54/57	45685/56227	0.00331293840845022	0.0316749233198168	0.0268210503585273	IER5/TCEAL9/CTD-3252C9.4/MAFF/HSPE1/HSPB1/CYR61/TCP1/MRPL18/PPP1R15B/NFIL3/ZFP36L1/CHORDC1/IER3/DDX5/EIF4A3/NR4A1/ATF3/HNRNPU/NAMPT/NFKBIA/HLA-E/KLF4/DNAJA1/EIF1/RHOB/UBC/BTG2/CSRNP1/DUSP1/DNAJB4/HSPH1/DNAJB1/HSPA1A/HSPA1B/HSP90AB1/HSPD1/HSPA8/HSP90AA2P/HSP90AA1/PPP1R15A/PNRC1/NFKBIZ/JUND/SOCS3/CCNL1/JUNB/IER2/MCL1/JUN/FOSB/EGR1/FOS/ZFP36	54
MD16	TF	binding	ZKSCAN8	ZKSCAN8	31/57	20237/56227	0.0034513131251423	0.0324699538813387	0.0274942502432389	TCEAL9/HSPE1/HSPB1/TCP1/MRPL18/NFIL3/DDX5/EIF4A3/NAMPT/NFKBIA/HLA-E/EIF1/RHOB/BTG2/CSRNP1/HSPH1/HSPA1A/HSPA1B/HSP90AA1/PNRC1/NFKBIZ/JUND/SOCS3/JUNB/IER2/MCL1/JUN/FOSB/EGR1/FOS/ZFP36	31
MD16	TF	binding	ATF7	ATF7	5/57	1016/56227	0.00367582441979459	0.0343037354459832	0.0290470226744541	MAFF/HNRNPU/DUSP1/HSPH1/FOSB	5
MD16	TF	binding	ZNF442	ZNF442	9/57	3093/56227	0.00373589347092988	0.0343037354459832	0.0290470226744541	PPP1R15B/ZFP36L1/CHORDC1/NFKBIA/DNAJA1/EIF1/RHOB/NFKBIZ/JUNB	9
MD16	TF	binding	ZSCAN18	ZSCAN18	10/57	3701/56227	0.00376290975555428	0.0343037354459832	0.0290470226744541	IER5/HSPE1/NFIL3/IER3/EIF4A3/NFKBIZ/JUND/FOSB/EGR1/FOS	10
MD16	TF	binding	ZFP90	ZFP90	12/57	5011/56227	0.00392423675352255	0.0354992494010963	0.0300593357800189	IER5/PPP1R15B/HNRNPU/NFKBIA/EIF1/RHOB/HSPD1/HSP90AA2P/HSP90AA1/PNRC1/JUND/MCL1	12
MD16	TF	binding	KLF9	KLF9	39/57	28257/56227	0.0041889987457568	0.0376050574428244	0.0318424492847403	TCEAL9/CTD-3252C9.4/MAFF/HSPB1/CYR61/TCP1/MRPL18/ZFP36L1/HSP90AA6P/IER3/DDX5/EIF4A3/NR4A1/HNRNPU/IRF1/NFKBIA/HLA-E/KLF4/EIF1/RHOB/BTG2/CSRNP1/DUSP1/DNAJB4/DNAJB1/HSPA1A/HSP90AB1/HSPD1/HSPA8/PPP1R15A/PNRC1/NFKBIZ/JUND/SOCS3/IER2/JUN/FOSB/FOS/ZFP36	39
MD16	TF	binding	GLIS3	GLIS3	11/57	4467/56227	0.00475196239804533	0.042017351730085	0.0355786025211783	IER5/NFIL3/IER3/IRF1/PPP1R15A/PNRC1/JUNB/IER2/JUN/EGR1/FOS	11
MD16	TF	binding	ZBTB33	ZBTB33	8/57	2683/56227	0.00545954427024094	0.0472090004544364	0.0399746817310212	MAFF/IER3/EIF4A3/DNAJB4/HSPH1/PNRC1/CCNL1/EGR1	8
MD17	TF	binding	NRF1	NRF1	14/25	8899/56227	4.76118494701498e-06	0.00496115471478961	0.00477120849427186	WAPL/RTCB/ENO1/FAM134A/HDLBP/DAP/MRPL17/TOMM20/C5orf24/RAPGEF2/CRKL/BTBD10/ALDH1B1/LEO1	14
