cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
MD146	hsa04062	Chemokine signaling pathway	9/67	189/7846	2.89003094492568e-05	0.000747279430045069	0.000538892988226744	GNGT2/CCR1/MAPK1/CCL5/LYN/CCL3L3/CCL3/CCL4/FGR	9
MD146	hsa04611	Platelet activation	7/67	125/7846	8.66399666338467e-05	0.00192648877451111	0.00138926785716416	FYN/ITGB1/MAPK1/LYN/FCER1G/PLCG2/SYK	7
MD146	hsa04380	Osteoclast differentiation	7/67	127/7846	9.57922595060772e-05	0.00192648877451111	0.00138926785716416	FYN/JAK1/MAPK1/IFNG/PLCG2/FCGR3A/SYK	7
MD146	hsa04061	Viral protein interaction with cytokine and cytokine receptor	6/67	98/7846	0.000175684714234314	0.00290134802209089	0.00209227772456685	CCR1/CCL5/CCL3L3/CCL3/CCL4/IL2RB	6
MD146	hsa05167	Kaposi sarcoma-associated herpesvirus infection	8/67	188/7846	0.000182209894623293	0.00290134802209089	0.00209227772456685	JAK1/GNGT2/CCR1/TBK1/MAPK1/LYN/PLCG2/SYK	8
MD146	hsa05020	Prion diseases	4/67	35/7846	0.000208384112083876	0.00290134802209089	0.00209227772456685	FYN/MAPK1/CCL5/NCAM1	4
MD146	hsa05330	Allograft rejection	4/67	35/7846	0.000208384112083876	0.00290134802209089	0.00209227772456685	IFNG/FASLG/PRF1/GZMB	4
MD146	hsa04620	Toll-like receptor signaling pathway	6/67	104/7846	0.000243325392171658	0.00314584971307644	0.00226859764129967	TBK1/MAPK1/CCL5/CCL3L3/CCL3/CCL4	6
MD146	hsa05140	Leishmaniasis	5/67	73/7846	0.000374439904004256	0.00438732848020424	0.00316387747336624	JAK1/ITGB1/MAPK1/IFNG/FCGR3A	5
MD146	hsa04940	Type I diabetes mellitus	4/67	41/7846	0.000387830141896507	0.00438732848020424	0.00316387747336624	IFNG/FASLG/PRF1/GZMB	4
MD146	hsa05132	Salmonella infection	5/67	78/7846	0.000509272836929093	0.00542225785200975	0.00391020630211811	MAPK1/IFNG/CCL3L3/CCL3/CCL4	5
MD146	hsa04662	B cell receptor signaling pathway	5/67	81/7846	0.000606027153072329	0.00609393970589398	0.00439458286438414	PIK3AP1/MAPK1/LYN/PLCG2/SYK	5
MD146	hsa04151	PI3K-Akt signaling pathway	10/67	355/7846	0.000783362457199	0.00746255814489574	0.00538154818241973	AREG/PDGFD/JAK1/GNGT2/ITGB1/PIK3AP1/MAPK1/FASLG/SYK/IL2RB	10
MD146	hsa04658	Th1 and Th2 cell differentiation	5/67	90/7846	0.000979924203559136	0.00886831404221018	0.00639529480217541	JAK1/MAPK1/CD247/IFNG/IL2RB	5
MD146	hsa04666	Fc gamma R-mediated phagocytosis	5/67	93/7846	0.00113621787447542	0.00979311596571675	0.00706220633759161	MAPK1/LYN/PLCG2/FCGR3A/SYK	5
MD146	hsa04072	Phospholipase D signaling pathway	6/67	149/7846	0.00163124941428927	0.0134207338175617	0.00967822619004158	FYN/PDGFD/MAPK1/FCER1G/PLCG2/SYK	6
MD146	hsa04659	Th17 cell differentiation	5/67	105/7846	0.00195144799931144	0.0145765513090148	0.0105117322612262	JAK1/MAPK1/CD247/IFNG/IL2RB	5
MD146	hsa04660	T cell receptor signaling pathway	5/67	105/7846	0.00195144799931144	0.0145765513090148	0.0105117322612262	CBLB/FYN/MAPK1/CD247/IFNG	5
MD146	hsa04625	C-type lectin receptor signaling pathway	5/67	106/7846	0.00203469123872305	0.0145765513090148	0.0105117322612262	CBLB/MAPK1/FCER1G/PLCG2/SYK	5
MD146	hsa05170	Human immunodeficiency virus 1 infection	7/67	212/7846	0.00209386924880876	0.0145765513090148	0.0105117322612262	GNGT2/TBK1/MAPK1/CD247/APOBEC3G/FASLG/PLCG2	7
MD146	hsa04060	Cytokine-cytokine receptor interaction	8/67	291/7846	0.00316620274387746	0.0204911452803202	0.0147769817665583	CCR1/CCL5/IFNG/CCL3L3/FASLG/CCL3/CCL4/IL2RB	8
MD146	hsa05164	Influenza A	6/67	170/7846	0.00316990092734235	0.0204911452803202	0.0147769817665583	JAK1/TBK1/MAPK1/CCL5/IFNG/FASLG	6
MD146	hsa04014	Ras signaling pathway	7/67	234/7846	0.00364102371033842	0.0227001398383359	0.0163699758066511	PDGFD/GNGT2/TBK1/MAPK1/PLA2G16/FASLG/PLCG2	7
MD146	hsa05152	Tuberculosis	6/67	176/7846	0.00376245411685125	0.0227001398383359	0.0163699758066511	JAK1/MAPK1/FCER1G/IFNG/FCGR3A/SYK	6
MD146	hsa05200	Pathways in cancer	11/67	531/7846	0.00493487468053195	0.0279189231639125	0.0201334485159939	DAPK2/JAK1/NCOA1/GNGT2/ITGB1/MAPK1/GSTP1/IFNG/FASLG/PLCG2/IL2RB	11
MD146	hsa01521	EGFR tyrosine kinase inhibitor resistance	4/67	81/7846	0.0049359422168243	0.0279189231639125	0.0201334485159939	PDGFD/JAK1/MAPK1/PLCG2	4
MD146	hsa04210	Apoptosis	5/67	138/7846	0.0063142107572302	0.0332593546844466	0.0239846465883768	MAPK1/CTSW/FASLG/PRF1/GZMB	5
MD146	hsa04012	ErbB signaling pathway	4/67	87/7846	0.00635673729221233	0.0332593546844466	0.0239846465883768	CBLB/AREG/MAPK1/PLCG2	4
MD146	hsa05162	Measles	5/67	140/7846	0.00670442041204988	0.0332593546844466	0.0239846465883768	CBLB/JAK1/TBK1/FASLG/IL2RB	5
MD146	hsa05169	Epstein-Barr virus infection	6/67	199/7846	0.00681814986100061	0.0332593546844466	0.0239846465883768	JAK1/TBK1/CD247/LYN/PLCG2/SYK	6
MD146	hsa05323	Rheumatoid arthritis	4/67	89/7846	0.00688485845616038	0.0332593546844466	0.0239846465883768	CCL5/IFNG/CCL3L3/CCL3	4
MD146	hsa05130	Pathogenic Escherichia coli infection	6/67	200/7846	0.00698262695032581	0.0332593546844466	0.0239846465883768	FYN/MYO5B/ITGB1/MAPK1/LYN/FASLG	6
MD146	hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	4/67	91/7846	0.00744131746639554	0.0345353451645537	0.0249048141925249	JAK1/MAPK1/CD247/IFNG	4
MD146	hsa05205	Proteoglycans in cancer	6/67	206/7846	0.00803077793069159	0.0363392701363795	0.0262056964054147	IQGAP1/ITGB1/MAPK1/FASLG/PLCG2/CD63	6
MD146	hsa05320	Autoimmune thyroid disease	3/67	50/7846	0.00876249945570725	0.0386832293044637	0.0278960188063594	FASLG/PRF1/GZMB	3
MD146	hsa04810	Regulation of actin cytoskeleton	6/67	215/7846	0.00981008463305212	0.0422767932995817	0.0304874810651244	SSH1/PDGFD/IQGAP1/ITGB1/MAPK1/ITGAE	6
MD146	hsa04064	NF-kappa B signaling pathway	4/67	100/7846	0.0103122695090255	0.0434074600263633	0.0313028499172379	LYN/CCL4/PLCG2/SYK	4
MD146	hsa05160	Hepatitis C	5/67	157/7846	0.010729557753734	0.0441374989414968	0.0318293100828474	JAK1/TBK1/MAPK1/IFNG/FASLG	5
MD147	hsa04810	Regulation of actin cytoskeleton	11/27	215/7846	4.4999354270078e-11	3.86994446722671e-09	2.69996125620468e-09	RAC2/MYL12A/ARPC3/TMSB4X/RHOA/PFN1/ARPC2/ACTB/ACTG1/MSN/ARPC5	11
MD147	hsa05131	Shigellosis	9/27	236/7846	5.05806389740955e-08	1.76308712417631e-06	1.23006078430905e-06	UBE2D2/MYL12A/ARPC3/RHOA/PFN1/ARPC2/ACTB/ACTG1/ARPC5	9
MD147	hsa04530	Tight junction	8/27	169/7846	6.15030392154526e-08	1.76308712417631e-06	1.23006078430905e-06	MYL12A/MYL6/ACTR2/RHOA/ACTR3/ACTB/ACTG1/MSN	8
MD147	hsa05100	Bacterial invasion of epithelial cells	6/27	75/7846	1.57226054649868e-07	3.38036017497216e-06	2.35839081974802e-06	ARPC3/RHOA/ARPC2/ACTB/ACTG1/ARPC5	6
MD147	hsa05132	Salmonella infection	6/27	78/7846	1.99171237040973e-07	3.42574527710473e-06	2.39005484449167e-06	ARPC3/PFN1/ARPC2/ACTB/ACTG1/ARPC5	6
MD147	hsa04670	Leukocyte transendothelial migration	6/27	114/7846	1.90290443328952e-06	2.72749635438165e-05	1.90290443328952e-05	RAC2/MYL12A/RHOA/ACTB/ACTG1/MSN	6
MD147	hsa05135	Yersinia infection	6/27	122/7846	2.83121777962578e-06	3.47835327211168e-05	2.4267580968221e-05	RAC2/ACTR2/RHOA/ACTR3/ACTB/ACTG1	6
MD147	hsa05130	Pathogenic Escherichia coli infection	6/27	200/7846	4.81649987201742e-05	0.000517773736241872	0.000361237490401306	ARPC3/RHOA/ARPC2/ACTB/ACTG1/ARPC5	6
MD147	hsa04520	Adherens junction	4/27	71/7846	9.23341732252515e-05	0.000882304321930181	0.00061556115483501	RAC2/RHOA/ACTB/ACTG1	4
MD147	hsa04666	Fc gamma R-mediated phagocytosis	4/27	93/7846	0.000263481134962707	0.00226593776067928	0.00158088680977624	RAC2/ARPC3/ARPC2/ARPC5	4
MD147	hsa04510	Focal adhesion	5/27	201/7846	0.000535224576187497	0.00418448305019315	0.00291940677920453	RAC2/MYL12A/RHOA/ACTB/ACTG1	5
MD147	hsa04015	Rap1 signaling pathway	5/27	212/7846	0.000682504816633549	0.0048912845192071	0.00341252408316774	RAC2/RHOA/PFN1/ACTB/ACTG1	5
MD147	hsa04611	Platelet activation	4/27	125/7846	0.00081120708847358	0.00536644689297907	0.00374403271603191	MYL12A/RHOA/ACTB/ACTG1	4
MD147	hsa05416	Viral myocarditis	3/27	57/7846	0.000939646659136111	0.00577211519183611	0.00402705711058333	RAC2/ACTB/ACTG1	3
MD147	hsa05418	Fluid shear stress and atherosclerosis	4/27	140/7846	0.00123870773588622	0.00710192435241434	0.00495483094354489	RAC2/RHOA/ACTB/ACTG1	4
MD147	hsa04144	Endocytosis	5/27	247/7846	0.00135824338864574	0.00730055821397085	0.00509341270742152	ARPC3/CAPZB/RHOA/ARPC2/ARPC5	5
MD147	hsa04921	Oxytocin signaling pathway	4/27	153/7846	0.00172013534165545	0.00870186114013935	0.00607106591172513	MYL6/RHOA/ACTB/ACTG1	4
MD147	hsa05410	Hypertrophic cardiomyopathy (HCM)	3/27	90/7846	0.00349827798574782	0.0167139948207951	0.0116609266191594	ACTB/ACTG1/TPM3	3
MD147	hsa05414	Dilated cardiomyopathy (DCM)	3/27	95/7846	0.00407483237869602	0.0184439781351504	0.012867891722198	ACTB/ACTG1/TPM3	3
MD147	hsa05205	Proteoglycans in cancer	4/27	206/7846	0.00504229862614976	0.0216818840924439	0.0151268958784493	RHOA/ACTB/ACTG1/MSN	4
MD147	hsa04714	Thermogenesis	4/27	230/7846	0.00742891207188053	0.0304231637229393	0.0212254630625158	UQCR10/NDUFA1/ACTB/ACTG1	4
MD152	hsa04714	Thermogenesis	3/8	230/7846	0.00124849000688197	0.0399516802202229	0.0381118002100811	KDM1A/NDUFAF2/NDUFB10	3
MD153	hsa01200	Carbon metabolism	3/16	117/7846	0.00157074106921296	0.0295300791806174	0.0250401256209913	DLAT/IDH3B/GCSH	3
MD153	hsa03013	RNA transport	3/16	164/7846	0.00411020402167256	0.0445423827975752	0.0377698567581778	RAE1/EIF2B3/EIF5B	3
MD153	hsa01100	Metabolic pathways	8/16	1488/7846	0.00494915364417502	0.0445423827975752	0.0377698567581778	UCKL1/AKR1A1/DDOST/DLAT/IDH3B/GCDH/ALDH18A1/GCSH	8
MD154	hsa03050	Proteasome	3/14	45/7846	6.14110920464463e-05	0.00184233276139339	0.00122822184092893	PSMD7/PSMB6/PSMB7	3
MD154	hsa05016	Huntington disease	4/14	192/7846	0.000287009574549643	0.00430514361824464	0.00287009574549643	NDUFA12/GPX1/ATP5C1/COX5A	4
MD154	hsa00190	Oxidative phosphorylation	3/14	132/7846	0.00147922378149582	0.013413391978757	0.00894226131917135	NDUFA12/ATP5C1/COX5A	3
MD154	hsa05012	Parkinson disease	3/14	141/7846	0.00178845226383427	0.013413391978757	0.00894226131917135	NDUFA12/ATP5C1/COX5A	3
MD154	hsa05010	Alzheimer disease	3/14	170/7846	0.00305102687435596	0.0183061612461358	0.0122041074974239	NDUFA12/ATP5C1/COX5A	3
MD154	hsa04714	Thermogenesis	3/14	230/7846	0.00712394881070712	0.0356197440535356	0.0237464960356904	NDUFA12/ATP5C1/COX5A	3
MD158	hsa01100	Metabolic pathways	6/10	1488/7846	0.00480105510315531	0.0274826090940752	0.0182145947212194	PI4K2B/PMM1/PFKP/AHCYL1/GBE1/BCAT1	6
MD159	hsa05012	Parkinson disease	11/44	141/7846	1.97074506547598e-10	1.08390978601179e-08	8.50532080889633e-09	VDAC1/ATP5J/NDUFB6/ATP5G3/SLC25A5/ATP5A1/ATP5B/COX6C/UQCRH/NDUFS6/PARK7	11
MD159	hsa05016	Huntington disease	10/44	192/7846	7.3355529781396e-08	2.01727706898839e-06	1.58293511633539e-06	VDAC1/ATP5J/NDUFB6/ATP5G3/SLC25A5/ATP5A1/ATP5B/COX6C/UQCRH/NDUFS6	10
MD159	hsa03050	Proteasome	6/44	45/7846	1.51136252339581e-07	2.77083129289233e-06	2.17424082313082e-06	PSME2/PSME1/PSMA4/SEM1/PSMB4/PSMA7	6
MD159	hsa00190	Oxidative phosphorylation	8/44	132/7846	5.52621721560185e-07	7.59854867145255e-06	5.96249752209674e-06	ATP5J/NDUFB6/ATP5G3/ATP5A1/ATP5B/COX6C/UQCRH/NDUFS6	8
MD159	hsa05010	Alzheimer disease	8/44	170/7846	3.75527640650647e-06	4.13080404715711e-05	3.24139647719506e-05	ATP5J/NDUFB6/ATP5G3/ATP5A1/ATP5B/COX6C/UQCRH/NDUFS6	8
MD159	hsa04714	Thermogenesis	8/44	230/7846	3.43723221439996e-05	0.000315079619653329	0.000247239510158593	ATP5J/NDUFB6/ATP5G3/ATP5A1/ATP5B/COX6C/UQCRH/NDUFS6	8
MD159	hsa03013	RNA transport	5/44	164/7846	0.00210972637666029	0.0158487161776231	0.0124363131728717	MAGOH/KPNB1/EIF3B/RAN/SEH1L	5
MD159	hsa03040	Spliceosome	4/44	135/7846	0.00668101839457149	0.0367456011701432	0.0288338688607822	PPIH/MAGOH/SNRPF/SNRPD1	4
MD159	hsa04932	Non-alcoholic fatty liver disease (NAFLD)	4/44	150/7846	0.00962707564189929	0.0481353782094964	0.0377713015615187	NDUFB6/COX6C/UQCRH/NDUFS6	4
MD162	hsa04110	Cell cycle	4/16	124/7846	9.33765725506235e-05	0.00532246463538554	0.00452139193403019	BUB3/SMC3/PTTG1/RB1	4
MD165	hsa01200	Carbon metabolism	5/19	117/7846	6.65960713128235e-06	0.000279703499513859	0.000224323608632669	FH/TPI1/PKM/GAPDH/SHMT1	5
MD165	hsa01230	Biosynthesis of amino acids	4/19	75/7846	2.67782280212851e-05	0.000562342788446986	0.000451001735095327	TPI1/PKM/GAPDH/SHMT1	4
MD165	hsa00010	Glycolysis / Gluconeogenesis	3/19	68/7846	0.000546324105466791	0.00764853747653507	0.00613416539471484	TPI1/PKM/GAPDH	3
MD165	hsa03040	Spliceosome	3/19	135/7846	0.00394524635322305	0.031900848863742	0.0255846406927254	SRSF1/LSM3/SF3A3	3
MD165	hsa01100	Metabolic pathways	9/19	1488/7846	0.00455726412339172	0.031900848863742	0.0255846406927254	FH/SMS/TPI1/PKM/GAPDH/DCTPP1/GGCT/SHMT1/GMPS	9
MD166	hsa03030	DNA replication	19/99	36/7846	9.74333284800854e-28	1.18868660745704e-25	1.05638240352093e-25	PRIM1/POLE/RFC2/LIG1/RFC4/DNA2/RFC3/PCNA/RFC5/RNASEH2A/MCM6/POLA1/MCM5/MCM3/MCM7/MCM2/MCM4/FEN1/POLD3	19
MD166	hsa04110	Cell cycle	27/99	124/7846	6.71312050216468e-27	4.09500350632046e-25	3.63921795643664e-25	PRKDC/CDK4/CCNE1/YWHAQ/SMC1A/MAD2L2/CHEK2/CDC7/WEE1/BUB1/ORC6/CCNB1/ESPL1/CDK1/MAD2L1/CDC45/CDC25A/CDC6/CDK2/PCNA/MCM6/MCM5/MCM3/MCM7/CHEK1/MCM2/MCM4	27
MD166	hsa03460	Fanconi anemia pathway	11/99	54/7846	4.4790789487395e-11	1.82149210582073e-09	1.61875484814094e-09	RMI1/BLM/USP1/RMI2/BRIP1/FANCG/FANCD2/BRCA2/FANCI/RAD51/BRCA1	11
MD166	hsa03440	Homologous recombination	9/99	41/7846	1.4070725499005e-09	4.29157127719652e-08	3.8139071747303e-08	BARD1/BLM/TOPBP1/BRIP1/BRCA2/RAD51/RAD54L/BRCA1/POLD3	9
MD166	hsa03410	Base excision repair	8/99	32/7846	3.95577990865661e-09	9.65210297712212e-08	8.57779643350801e-08	UNG/POLE/HMGB1/LIG1/PARP2/PCNA/FEN1/POLD3	8
MD166	hsa03430	Mismatch repair	7/99	23/7846	8.54298997117095e-09	1.73707462747143e-07	1.54373327549229e-07	RFC2/LIG1/RFC4/RFC3/PCNA/RFC5/POLD3	7
MD166	hsa04114	Oocyte meiosis	12/99	125/7846	4.49543004886116e-08	7.83489237087231e-07	6.96284654184511e-07	CCNE1/YWHAQ/SMC1A/MAD2L2/CALM3/FBXO5/BUB1/CCNB1/ESPL1/CDK1/MAD2L1/CDK2	12
MD166	hsa03420	Nucleotide excision repair	8/99	46/7846	8.48750747391477e-08	1.294344889772e-06	1.15028061817529e-06	POLE/RFC2/LIG1/RFC4/RFC3/PCNA/RFC5/POLD3	8
MD166	hsa04115	p53 signaling pathway	9/99	72/7846	2.47690661554402e-07	3.357584523293e-06	2.98387580586004e-06	CDK4/CCNE1/CHEK2/CCNB1/GTSE1/RRM2/CDK1/CDK2/CHEK1	9
MD166	hsa04218	Cellular senescence	11/99	160/7846	4.82508913675956e-06	5.88660874684666e-05	5.23141243248668e-05	CDK4/CCNE1/LIN54/CHEK2/CALM3/CCNB1/FOXM1/CDK1/CDC25A/CDK2/CHEK1	11
MD166	hsa04914	Progesterone-mediated oocyte maturation	8/99	98/7846	2.9872188257915e-05	0.000331309724315057	0.00029443400866653	MAD2L2/BUB1/KIF22/CCNB1/CDK1/MAD2L1/CDC25A/CDK2	8
MD166	hsa00240	Pyrimidine metabolism	5/99	57/7846	0.000719814123478703	0.00731811025536682	0.00650358374721986	CTPS1/RRM1/RRM2/DUT/TYMS	5
MD166	hsa00670	One carbon pool by folate	3/99	20/7846	0.00190088330119871	0.0178390586727879	0.0158535206496734	MTHFD1/DHFR/TYMS	3
MD167	hsa00190	Oxidative phosphorylation	9/16	132/7846	8.50031103747167e-13	3.26710915917717e-11	2.53835548708001e-11	MT-ND1/MT-CO2/MT-CO3/MT-ND2/MT-CYB/MT-ND4/MT-ND5/MT-ATP6/MT-CO1	9
MD167	hsa05012	Parkinson disease	9/16	141/7846	1.55576626627484e-12	3.26710915917717e-11	2.53835548708001e-11	MT-ND1/MT-CO2/MT-CO3/MT-ND2/MT-CYB/MT-ND4/MT-ND5/MT-ATP6/MT-CO1	9
MD167	hsa04714	Thermogenesis	9/16	230/7846	1.30975310925821e-10	1.83365435296149e-09	1.42464373287735e-09	MT-ND1/MT-CO2/MT-CO3/MT-ND2/MT-CYB/MT-ND4/MT-ND5/MT-ATP6/MT-CO1	9
MD167	hsa05010	Alzheimer disease	5/16	170/7846	1.62076790242128e-05	0.000170180629754235	0.000132220539408052	MT-CO2/MT-CO3/MT-CYB/MT-ATP6/MT-CO1	5
MD167	hsa04260	Cardiac muscle contraction	4/16	85/7846	2.11453977018299e-05	0.000177621340695371	0.000138001542896153	MT-CO2/MT-CO3/MT-CYB/MT-CO1	4
MD167	hsa05016	Huntington disease	5/16	192/7846	2.92169264688078e-05	0.000204518485281655	0.000158899073777727	MT-CO2/MT-CO3/MT-CYB/MT-ATP6/MT-CO1	5
MD167	hsa01100	Metabolic pathways	10/16	1488/7846	0.000152936430548397	0.00091137888242162	0.000708088856016797	EARS2/MT-ND1/MT-CO2/MT-CO3/MT-ND2/MT-CYB/MT-ND4/MT-ND5/MT-ATP6/MT-CO1	10
MD167	hsa04723	Retrograde endocannabinoid signaling	4/16	147/7846	0.000180652758547991	0.00091137888242162	0.000708088856016797	MT-ND1/MT-ND2/MT-ND4/MT-ND5	4
MD167	hsa04932	Non-alcoholic fatty liver disease (NAFLD)	4/16	150/7846	0.000195295474804633	0.00091137888242162	0.000708088856016797	MT-CO2/MT-CO3/MT-CYB/MT-CO1	4
MD170	hsa03010	Ribosome	7/9	150/7846	2.83068735044335e-11	1.41534367522168e-10	1.19186835808141e-10	RPS3A/RPL6/RPS16/RPL5/RPL4/RPL3/RPL9	7
MD171	hsa03010	Ribosome	5/6	150/7846	1.41230343833885e-08	2.8246068766777e-08	1.48663519825142e-08	RPS25/RPL38/RPL10A/RPS18/RPL7	5
MD172	hsa03010	Ribosome	25/27	150/7846	4.61729259151254e-42	6.0024803689663e-41	5.83236958927899e-41	RPL30/RPL26/RPL27/RPS27A/RPL32/RPL36/RPL8/RPS23/RPS24/RPLP1/RPL14/RPL27A/RPL13A/RPLP2/RPL22/RPL11/RPS12/RPS6/RPS3/RPL34/RPS17/RPL37A/RPL31/RPS20/RPL23	25
MD173	hsa04974	Protein digestion and absorption	7/23	95/7846	6.38699094185498e-09	2.87414592383474e-07	2.21863895874963e-07	COL6A3/COL12A1/COL4A1/COL5A2/COL1A1/COL3A1/COL1A2	7
MD173	hsa04512	ECM-receptor interaction	5/23	88/7846	4.54262575824454e-06	0.000102209079560502	7.8898236853721e-05	COL6A3/LAMC1/COL4A1/COL1A1/COL1A2	5
MD173	hsa05146	Amoebiasis	5/23	102/7846	9.4014128250374e-06	0.000141021192375561	0.000108858464289907	LAMC1/COL4A1/COL1A1/COL3A1/COL1A2	5
MD173	hsa04933	AGE-RAGE signaling pathway in diabetic complications	4/23	102/7846	0.000197158284606499	0.00203897332698819	0.00157394432258737	COL4A1/COL1A1/COL3A1/COL1A2	4
MD173	hsa04510	Focal adhesion	5/23	201/7846	0.000242472599103292	0.00203897332698819	0.00157394432258737	COL6A3/LAMC1/COL4A1/COL1A1/COL1A2	5
MD173	hsa05205	Proteoglycans in cancer	5/23	206/7846	0.000271863110265092	0.00203897332698819	0.00157394432258737	PLAU/COL1A1/COL1A2/LUM/DCN	5
MD173	hsa04611	Platelet activation	4/23	125/7846	0.000429960032822629	0.00276402878243119	0.00213363625310478	PTGS1/COL1A1/COL3A1/COL1A2	4
MD173	hsa04926	Relaxin signaling pathway	4/23	131/7846	0.000513779216718417	0.0028900080940411	0.00223088344101418	COL4A1/COL1A1/COL3A1/COL1A2	4
MD173	hsa05165	Human papillomavirus infection	5/23	332/7846	0.00235846142903799	0.01179230714519	0.00910283358576067	COL6A3/LAMC1/COL4A1/COL1A1/COL1A2	5
MD173	hsa04151	PI3K-Akt signaling pathway	5/23	355/7846	0.0031585723873165	0.0142135757429243	0.0109718830296257	COL6A3/LAMC1/COL4A1/COL1A1/COL1A2	5
MD177	hsa04974	Protein digestion and absorption	4/18	95/7846	5.41978259038084e-05	0.00300816877449419	0.00216125743196743	COL15A1/SLC7A7/COL4A6/COL4A5	4
MD177	hsa04510	Focal adhesion	5/18	201/7846	6.85363227760945e-05	0.00300816877449419	0.00216125743196743	PIK3CA/VEGFA/COL4A6/COL4A5/PDGFRA	5
MD177	hsa04933	AGE-RAGE signaling pathway in diabetic complications	4/18	102/7846	7.16230660593856e-05	0.00300816877449419	0.00216125743196743	PIK3CA/VEGFA/COL4A6/COL4A5	4
MD177	hsa04926	Relaxin signaling pathway	4/18	131/7846	0.000189417089907375	0.0059666383320823	0.00428680782421953	PIK3CA/VEGFA/COL4A6/COL4A5	4
MD177	hsa04370	VEGF signaling pathway	3/18	61/7846	0.000335801004126764	0.00846218530399444	0.00607976554840035	PIK3CA/PPP3CA/VEGFA	3
MD177	hsa04218	Cellular senescence	4/18	160/7846	0.000407722731457808	0.00856217736061397	0.00615160612374939	PIK3CA/ZFP36L2/PPP3CA/HIPK2	4
MD177	hsa01521	EGFR tyrosine kinase inhibitor resistance	3/18	81/7846	0.000773534057705454	0.0135269243081222	0.00971859223474112	PIK3CA/VEGFA/PDGFRA	3
MD177	hsa05200	Pathways in cancer	6/18	531/7846	0.000858852337023634	0.0135269243081222	0.00971859223474112	PIK3CA/VEGFA/COL4A6/COL4A5/PDGFRA/DLL1	6
MD177	hsa04151	PI3K-Akt signaling pathway	5/18	355/7846	0.000969119334945339	0.0135676706892347	0.00974786699477183	PIK3CA/VEGFA/COL4A6/COL4A5/PDGFRA	5
MD177	hsa05222	Small cell lung cancer	3/18	94/7846	0.00119280438826048	0.0146396442397089	0.0105180401388051	PIK3CA/COL4A6/COL4A5	3
MD177	hsa05215	Prostate cancer	3/18	99/7846	0.00138575226482356	0.0146396442397089	0.0105180401388051	PIK3CA/PLAT/PDGFRA	3
MD177	hsa05163	Human cytomegalovirus infection	4/18	224/7846	0.00144390008158845	0.0146396442397089	0.0105180401388051	PIK3CA/PPP3CA/VEGFA/PDGFRA	4
MD177	hsa05146	Amoebiasis	3/18	102/7846	0.00151043948504933	0.0146396442397089	0.0105180401388051	PIK3CA/COL4A6/COL4A5	3
MD177	hsa05418	Fluid shear stress and atherosclerosis	3/18	140/7846	0.00372826696868609	0.0335544027181748	0.0241075909253386	PIK3CA/VEGFA/PLAT	3
MD177	hsa05206	MicroRNAs in cancer	4/18	312/7846	0.00482212402682049	0.0405058418252921	0.0291019414951973	PIK3CA/SPRY2/VEGFA/PDGFRA	4
MD177	hsa05165	Human papillomavirus infection	4/18	332/7846	0.00601312757777678	0.0473533796749921	0.0340216428742633	PIK3CA/VEGFA/COL4A6/COL4A5	4
MD178	hsa05200	Pathways in cancer	6/12	531/7846	6.07164677938463e-05	0.00242865871175385	0.00166171385541053	MMP1/HHIP/PTCH1/LAMA4/CXCR4/LAMB1	6
MD178	hsa04024	cAMP signaling pathway	4/12	217/7846	0.000236595684558823	0.00473191369117646	0.00323762515712074	ATP2B4/HHIP/PTCH1/SOX9	4
MD180	hsa04141	Protein processing in endoplasmic reticulum	10/38	166/7846	3.88769349472529e-09	4.89849380335386e-07	3.11015479578023e-07	HSPH1/HSP90AB1/HSPA8/ATF4/HSPA1A/HSPA1B/PPP1R15A/DNAJA1/DNAJB1/HSP90AA1	10
MD180	hsa04915	Estrogen signaling pathway	8/38	139/7846	2.47703883382488e-07	1.10715257470846e-05	7.02954015687913e-06	HSP90AB1/HSPA8/ATF4/HSPA1A/HSPA1B/HSP90AA1/JUN/FOS	8
MD180	hsa04657	IL-17 signaling pathway	7/38	94/7846	2.63607755882967e-07	1.10715257470846e-05	7.02954015687913e-06	HSP90AB1/JUND/NFKBIA/HSP90AA1/JUN/FOS/FOSB	7
MD180	hsa04010	MAPK signaling pathway	10/38	295/7846	8.99559418247296e-07	2.49057516143986e-05	1.58131756281896e-05	HSPA8/ATF4/HSPA1A/HSPA1B/GADD45B/DUSP5/JUND/DUSP1/JUN/FOS	10
MD180	hsa04668	TNF signaling pathway	7/38	114/7846	9.88323476761847e-07	2.49057516143986e-05	1.58131756281896e-05	ATF4/NFKBIA/JUNB/IRF1/SOCS3/JUN/FOS	7
MD180	hsa04380	Osteoclast differentiation	7/38	127/7846	2.05113662058743e-06	4.3073869032336e-05	2.7348488274499e-05	JUND/NFKBIA/JUNB/SOCS3/JUN/FOS/FOSB	7
MD180	hsa04612	Antigen processing and presentation	5/38	68/7846	1.69449141438681e-05	0.000305008454589625	0.000193656161644206	HSP90AB1/HSPA8/HSPA1A/HSPA1B/HSP90AA1	5
MD180	hsa04210	Apoptosis	6/38	138/7846	4.6132458084173e-05	0.000630239705086947	0.000400152193705998	ATF4/GADD45B/NFKBIA/MCL1/JUN/FOS	6
