	nCell	nUMI	validCell	cellRatio	filter
RNU1-6P	0	0	2235	0	FALSE
FAM231B	1	2	2235	0.000447427293064877	FALSE
RP5-875O13.6	5	6	2235	0.00223713646532438	FALSE
NBPF1	1016	3538	2235	0.454586129753915	TRUE
RP5-1182A14.5	7	29	2235	0.00313199105145414	FALSE
CROCCP2	175	288	2235	0.0782997762863535	TRUE
RP5-1182A14.8	0	0	2235	0	FALSE
MST1P2	190	570	2235	0.0850111856823266	TRUE
RP1-163M9.8	2	2	2235	0.000894854586129754	FALSE
RNU1-3	12	13	2235	0.00536912751677852	FALSE
FAM231A	1	1	2235	0.000447427293064877	FALSE
RP5-875O13.7	4	6	2235	0.00178970917225951	FALSE
EIF1AXP1	123	141	2235	0.0550335570469799	TRUE
ESPNP	9	11	2235	0.00402684563758389	FALSE
RP1-163M9.7	0	0	2235	0	FALSE
FAM231C	1	2	2235	0.000447427293064877	FALSE
RP5-1182A14.7	3	5	2235	0.00134228187919463	FALSE
CROCC	49	78	2235	0.021923937360179	TRUE
CROCCP4	2	2	2235	0.000894854586129754	FALSE
RNU1-4	36	44	2235	0.0161073825503356	TRUE
MST1L	131	230	2235	0.0586129753914989	TRUE
RP11-108M9.1	1	1	2235	0.000447427293064877	FALSE
RP11-108M9.2	2	2	2235	0.000894854586129754	FALSE
MIR3675	5	6	2235	0.00223713646532438	FALSE
RP11-108M9.3	1	3	2235	0.000447427293064877	FALSE
RNU1-5P	0	0	2235	0	FALSE
RP11-108M9.4	72	119	2235	0.0322147651006711	TRUE
RP11-108M9.5	0	0	2235	0	FALSE
RNU1-2	11	16	2235	0.00492170022371365	FALSE
RP11-108M9.6	18	26	2235	0.00805369127516779	FALSE
MFAP2	59	74	2235	0.0263982102908277	TRUE
RP1-37C10.3	0	0	2235	0	FALSE
ATP13A2	14	22	2235	0.00626398210290828	FALSE
SDHB	482	904	2235	0.215659955257271	TRUE
PADI2	38	90	2235	0.0170022371364653	TRUE
RP11-380J14.1	6	6	2235	0.00268456375838926	FALSE
RP11-380J14.4	1	3	2235	0.000447427293064877	FALSE
PADI1	2	3	2235	0.000894854586129754	FALSE
PADI3	3	8	2235	0.00134228187919463	FALSE
MIR3972	1	1	2235	0.000447427293064877	FALSE
PADI4	11	24	2235	0.00492170022371365	FALSE
PADI6	2	3	2235	0.000894854586129754	FALSE
RP1-20B21.4	2	3	2235	0.000894854586129754	FALSE
RCC2	944	1959	2235	0.422371364653244	TRUE
ARHGEF10L	534	982	2235	0.238926174496644	TRUE
RP11-473A10.2	1	2	2235	0.000447427293064877	FALSE
ACTL8	0	1	2235	0	FALSE
LINC01654	1	3	2235	0.000447427293064877	FALSE
IGSF21	12	16	2235	0.00536912751677852	FALSE
RP11-174G17.3	4	6	2235	0.00178970917225951	FALSE
RP11-174G17	0	1	2235	0	FALSE
RP11-422P22.1	1	1	2235	0.000447427293064877	FALSE
KLHDC7A	16	37	2235	0.00715883668903803	FALSE
DYNLL1P3	0	2	2235	0	FALSE
RP1-8B22.2	0	0	2235	0	FALSE
PAX7	0	1	2235	0	FALSE
TAS1R2	1	3	2235	0.000447427293064877	FALSE
RP13-279N23.2	0	0	2235	0	FALSE
ALDH4A1	31	36	2235	0.0138702460850112	TRUE
MIR4695	0	0	2235	0	FALSE
MIR1290	0	0	2235	0	FALSE
IFFO2	412	1102	2235	0.184340044742729	TRUE
RP5-1126H10.2	2	4	2235	0.000894854586129754	FALSE
UBR4	971	3761	2235	0.434451901565996	TRUE
RP1-43E13.2	39	59	2235	0.0174496644295302	TRUE
EMC1	803	2269	2235	0.359284116331096	TRUE
MRTO4	735	3025	2235	0.328859060402685	TRUE
AKR7L	62	100	2235	0.0277404921700224	TRUE
AKR7A3	26	48	2235	0.0116331096196868	TRUE
RP4-657E11.10	7	8	2235	0.00313199105145414	FALSE
AKR7A2	105	147	2235	0.0469798657718121	TRUE
RNU6-1099P	20	37	2235	0.00894854586129754	FALSE
PQLC2	128	166	2235	0.0572706935123043	TRUE
CAPZB	1286	4322	2235	0.575391498881432	TRUE
RN7SL277P	1	1	2235	0.000447427293064877	FALSE
RNU4-28P	0	0	2235	0	FALSE
RP5-1056L3.1	0	0	2235	0	FALSE
MINOS1	1067	2504	2235	0.477404921700224	TRUE
MINOS1-NBL1	1	1	2235	0.000447427293064877	FALSE
RP5-1056L3.3	326	522	2235	0.14586129753915	TRUE
NBL1	297	713	2235	0.132885906040268	TRUE
HTR6	0	0	2235	0	FALSE
TMCO4	102	163	2235	0.0456375838926174	TRUE
RNF186	42	65	2235	0.0187919463087248	TRUE
RP11-91K11.2	2	2	2235	0.000894854586129754	FALSE
OTUD3	348	824	2235	0.155704697986577	TRUE
PLA2G2E	0	0	2235	0	FALSE
RN7SL304P	0	0	2235	0	FALSE
PLA2G2A	15	227	2235	0.00671140939597315	FALSE
PLA2G5	3	11	2235	0.00134228187919463	FALSE
PLA2G2D	1	1	2235	0.000447427293064877	FALSE
PLA2G2F	1	2	2235	0.000447427293064877	FALSE
RP3-340N1.2	2	4	2235	0.000894854586129754	FALSE
PLA2G2C	11	27	2235	0.00492170022371365	FALSE
UBXN10-AS1	6	15	2235	0.00268456375838926	FALSE
UBXN10	21	52	2235	0.00939597315436242	FALSE
LINC01757	0	0	2235	0	FALSE
VWA5B1	2	2	2235	0.000894854586129754	FALSE
RP4-745E8.2	1	1	2235	0.000447427293064877	FALSE
LINC01141	24	30	2235	0.010738255033557	TRUE
RP4-749H3.2	1	1	2235	0.000447427293064877	FALSE
CAMK2N1	1119	3476	2235	0.500671140939597	TRUE
MUL1	611	1163	2235	0.27337807606264	TRUE
RPS4XP4	3	3	2235	0.00134228187919463	FALSE
FAM43B	109	190	2235	0.0487695749440716	TRUE
CDA	5	5	2235	0.00223713646532438	FALSE
PINK1	1318	7233	2235	0.589709172259508	TRUE
MIR6084	0	0	2235	0	FALSE
PINK1-AS	135	291	2235	0.0604026845637584	TRUE
DDOST	1140	3805	2235	0.51006711409396	TRUE
KIF17	9	10	2235	0.00402684563758389	FALSE
RP5-930J4.5	11	18	2235	0.00492170022371365	FALSE
SH2D5	10	15	2235	0.00447427293064877	FALSE
RP5-930J4.2	0	0	2235	0	FALSE
HP1BP3	1771	6677	2235	0.792393736017897	TRUE
EIF4G3	1381	6196	2235	0.617897091722595	TRUE
RNU7-200P	0	0	2235	0	FALSE
MIR1256	0	0	2235	0	FALSE
RPS15AP6	8	10	2235	0.00357941834451902	FALSE
RP11-487E1.2	0	0	2235	0	FALSE
HSPE1P27	9	14	2235	0.00402684563758389	FALSE
ECE1	853	2095	2235	0.38165548098434	TRUE
RP3-329E20.2	0	0	2235	0	FALSE
RP5-1071N3.1	3	3	2235	0.00134228187919463	FALSE
PPP1R11P1	0	0	2235	0	FALSE
RP11-293F5.8	2	2	2235	0.000894854586129754	FALSE
RP11-293F5.1	1	1	2235	0.000447427293064877	FALSE
NBPF2P	14	18	2235	0.00626398210290828	FALSE
HS6ST1P1	0	0	2235	0	FALSE
CROCCP5	0	0	2235	0	FALSE
NBPF3	108	228	2235	0.0483221476510067	TRUE
PFN1P10	2	3	2235	0.000894854586129754	FALSE
ALPL	7	12	2235	0.00313199105145414	FALSE
RP11-63N8.3	1	1	2235	0.000447427293064877	FALSE
RAP1GAP	26	66	2235	0.0116331096196868	TRUE
USP48	1441	7814	2235	0.644742729306488	TRUE
RP11-132G19.3	0	0	2235	0	FALSE
LDLRAD2	1	2	2235	0.000447427293064877	FALSE
HSPG2	341	825	2235	0.152572706935123	TRUE
RP11-26H16.1	5	12	2235	0.00223713646532438	FALSE
RP11-26H16.4	5	5	2235	0.00223713646532438	FALSE
CELA3B	275	12369	2235	0.123042505592841	TRUE
RN7SL386P	10	17	2235	0.00447427293064877	FALSE
RNU6-1022P	0	1	2235	0	FALSE
CELA3A	285	18341	2235	0.12751677852349	TRUE
RN7SL186P	4	6	2235	0.00178970917225951	FALSE
RNU6-776P	2	5	2235	0.000894854586129754	FALSE
LINC01635	10	10	2235	0.00447427293064877	FALSE
LINC00339	56	96	2235	0.0250559284116331	TRUE
CDC42	1854	8791	2235	0.829530201342282	TRUE
CDC42-IT1	8	10	2235	0.00357941834451902	FALSE
RP1-224A6.8	0	0	2235	0	FALSE
RP1-224A6.9	9	19	2235	0.00402684563758389	FALSE
WNT4	104	286	2235	0.0465324384787472	TRUE
MIR4418	0	0	2235	0	FALSE
RP11-415K20.1	0	0	2235	0	FALSE
RP11-415K20.2	0	0	2235	0	FALSE
ZBTB40	723	3160	2235	0.323489932885906	TRUE
ZBTB40-IT1	1	3	2235	0.000447427293064877	FALSE
EPHA8	3	5	2235	0.00134228187919463	FALSE
MIR6127	0	0	2235	0	FALSE
C1QA	48	273	2235	0.0214765100671141	TRUE
C1QC	46	276	2235	0.0205816554809843	TRUE
C1QB	40	134	2235	0.0178970917225951	TRUE
EPHB2	512	1127	2235	0.229082774049217	TRUE
MIR4684	0	0	2235	0	FALSE
RP11-69E9.1	2	3	2235	0.000894854586129754	FALSE
MIR4253	0	0	2235	0	FALSE
LACTBL1	1	1	2235	0.000447427293064877	FALSE
C1orf234	4	8	2235	0.00178970917225951	FALSE
KDM1A	1179	2948	2235	0.52751677852349	TRUE
RP1-184J9.2	3	11	2235	0.00134228187919463	FALSE
MIR3115	0	0	2235	0	FALSE
MIR4419A	18	23	2235	0.00805369127516779	FALSE
LUZP1	1692	24736	2235	0.757046979865772	TRUE
RP5-979D14.1	0	0	2235	0	FALSE
RNU6-514P	1	1	2235	0.000447427293064877	FALSE
RNU6-135P	1	2	2235	0.000447427293064877	FALSE
HTR1D	3	3	2235	0.00134228187919463	FALSE
RP5-1057J7.1	7	10	2235	0.00313199105145414	FALSE
LINC01355	54	94	2235	0.0241610738255034	TRUE
HNRNPR	1806	9604	2235	0.808053691275168	TRUE
ZNF436	724	2383	2235	0.323937360178971	TRUE
ZNF436-AS1	61	112	2235	0.0272930648769575	TRUE
RP5-1057J7.7	8	13	2235	0.00357941834451902	FALSE
TCEA3	678	2750	2235	0.303355704697987	TRUE
RP4-654C18.1	1	2	2235	0.000447427293064877	FALSE
ASAP3	256	482	2235	0.114541387024609	TRUE
E2F2	88	773	2235	0.0393736017897092	TRUE
RP1-150O5.3	3	4	2235	0.00134228187919463	FALSE
ID3	1344	8326	2235	0.601342281879195	TRUE
MDS2	4	5	2235	0.00178970917225951	FALSE
RP11-223J15.2	2	3	2235	0.000894854586129754	FALSE
RPL11	2223	75182	2235	0.994630872483221	TRUE
ELOA	1159	5170	2235	0.518568232662192	TRUE
ELOA-AS1	82	143	2235	0.0366890380313199	TRUE
PITHD1	972	2208	2235	0.43489932885906	TRUE
LYPLA2	93	121	2235	0.0416107382550336	TRUE
GALE	195	586	2235	0.087248322147651	TRUE
HMGCL	593	1578	2235	0.265324384787472	TRUE
FUCA1	562	1661	2235	0.251454138702461	TRUE
CNR2	18	45	2235	0.00805369127516779	FALSE
BTBD6P1	0	0	2235	0	FALSE
RP11-4M23.3	0	0	2235	0	FALSE
MIR378F	1	2	2235	0.000447427293064877	FALSE
RP11-4M23.4	56	62	2235	0.0250559284116331	TRUE
PNRC2	1971	17334	2235	0.881879194630872	TRUE
SRSF10	1416	4806	2235	0.633557046979866	TRUE
RP11-4M23.7	0	0	2235	0	FALSE
RP11-293P20.2	0	1	2235	0	FALSE
MYOM3	140	419	2235	0.0626398210290828	TRUE
RP11-293P20.4	1	1	2235	0.000447427293064877	FALSE
IL22RA1	55	101	2235	0.0246085011185682	TRUE
IFNLR1	67	109	2235	0.0299776286353468	TRUE
RP11-10N16.2	1	1	2235	0.000447427293064877	FALSE
RP11-10N16.3	0	0	2235	0	FALSE
GRHL3	4	9	2235	0.00178970917225951	FALSE
STPG1	141	243	2235	0.0630872483221477	TRUE
NIPAL3	494	1516	2235	0.221029082774049	TRUE
RCAN3	497	2548	2235	0.222371364653244	TRUE
RP4-594I10.3	24	31	2235	0.010738255033557	TRUE
NCMAP	72	148	2235	0.0322147651006711	TRUE
RP11-496D1.2	17	24	2235	0.00760626398210291	FALSE
SRRM1	1882	11355	2235	0.842058165548098	TRUE
CLIC4	1587	7926	2235	0.71006711409396	TRUE
RNU6-1208P	0	0	2235	0	FALSE
RUNX3	296	1772	2235	0.132438478747204	TRUE
MIR6731	0	0	2235	0	FALSE
RP11-84D1.1	1	1	2235	0.000447427293064877	FALSE
RP11-84D1.2	9	13	2235	0.00402684563758389	FALSE
MIR4425	0	0	2235	0	FALSE
RP4-799D16.1	2	2	2235	0.000894854586129754	FALSE
RP4-781L3.1	0	0	2235	0	FALSE
RP4-706G24.1	9	11	2235	0.00402684563758389	FALSE
SYF2	1833	8436	2235	0.820134228187919	TRUE
RSRP1	1402	4120	2235	0.627293064876957	TRUE
RP3-465N24.6	3	3	2235	0.00134228187919463	FALSE
RP3-465N24.5	6	6	2235	0.00268456375838926	FALSE
RHD	43	119	2235	0.0192393736017897	TRUE
SDHDP6	4	4	2235	0.00178970917225951	FALSE
RP11-335G20.7	3	5	2235	0.00134228187919463	FALSE
TMEM50A	1257	3015	2235	0.56241610738255	TRUE
RHCE	56	255	2235	0.0250559284116331	TRUE
RP3-469D22.1	0	0	2235	0	FALSE
TMEM57	550	1192	2235	0.246085011185682	TRUE
LDLRAP1	59	102	2235	0.0263982102908277	TRUE
RP11-70P17.1	3	31	2235	0.00134228187919463	FALSE
MAN1C1	830	2856	2235	0.371364653243848	TRUE
RP1-187B23.1	7	9	2235	0.00313199105145414	FALSE
SELENON	92	171	2235	0.0411633109619687	TRUE
RP1-317E23.6	0	0	2235	0	FALSE
RP1-317E23.3	21	28	2235	0.00939597315436242	FALSE
MTFR1L	937	2321	2235	0.41923937360179	TRUE
RP1-317E23.7	0	0	2235	0	FALSE
AUNIP	10	18	2235	0.00447427293064877	FALSE
RP1-125I3.2	10	15	2235	0.00447427293064877	FALSE
PAQR7	364	571	2235	0.162863534675615	TRUE
STMN1	1862	14970	2235	0.833109619686801	TRUE
SNRPFP2	0	0	2235	0	FALSE
RP1-125I3.4	0	0	2235	0	FALSE
MIR3917	0	0	2235	0	FALSE
PAFAH2	416	1301	2235	0.186129753914989	TRUE
RNU6-110P	1	4	2235	0.000447427293064877	FALSE
EXTL1	6	12	2235	0.00268456375838926	FALSE
SLC30A2	97	240	2235	0.0434004474272931	TRUE
RP11-96L14.9	15	29	2235	0.00671140939597315	FALSE
TRIM63	38	59	2235	0.0170022371364653	TRUE
PDIK1L	265	507	2235	0.118568232662192	TRUE
FAM110D	155	2048	2235	0.0693512304250559	TRUE
RP11-96L14.8	1	1	2235	0.000447427293064877	FALSE
RP11-96L14.7	1	2	2235	0.000447427293064877	FALSE
ZNF593	134	230	2235	0.0599552572706935	TRUE
CNKSR1	76	148	2235	0.0340044742729307	TRUE
CATSPER4	2	2	2235	0.000894854586129754	FALSE
RP11-231P20.2	66	135	2235	0.0295302013422819	TRUE
RP11-231P20.6	7	9	2235	0.00313199105145414	FALSE
CEP85	112	220	2235	0.0501118568232662	TRUE
RP11-231P20.5	0	0	2235	0	FALSE
SH3BGRL3	245	402	2235	0.109619686800895	TRUE
UBXN11	12	25	2235	0.00536912751677852	FALSE
CD52	224	1091	2235	0.100223713646532	TRUE
AIM1L	9	10	2235	0.00402684563758389	FALSE
RP11-569G9.7	2	2	2235	0.000894854586129754	FALSE
ZNF683	10	18	2235	0.00447427293064877	FALSE
LIN28A	8	13	2235	0.00357941834451902	FALSE
DHDDS	326	641	2235	0.14586129753915	TRUE
RP3-476K8.4	26	30	2235	0.0116331096196868	TRUE
RP3-476K8.3	4	4	2235	0.00178970917225951	FALSE
HMGN2	1319	3454	2235	0.590156599552573	TRUE
DPPA2P2	5	8	2235	0.00223713646532438	FALSE
RPS6KA1	58	101	2235	0.0259507829977629	TRUE
MIR1976	0	0	2235	0	FALSE
RN7SL679P	10	15	2235	0.00447427293064877	FALSE
RNU7-29P	0	0	2235	0	FALSE
RP11-492M19.3	0	0	2235	0	FALSE
RP4-785J1.1	1	1	2235	0.000447427293064877	FALSE
RP5-968P14.2	53	150	2235	0.0237136465324385	TRUE
ARID1A	1846	10803	2235	0.825950782997763	TRUE
PIGV	164	234	2235	0.0733780760626398	TRUE
RN7SL165P	5	10	2235	0.00223713646532438	FALSE
ZDHHC18	192	309	2235	0.0859060402684564	TRUE
SFN	25	53	2235	0.0111856823266219	TRUE
RP1-50O24.6	3	6	2235	0.00134228187919463	FALSE
GPN2	374	749	2235	0.167337807606264	TRUE
GPATCH3	35	53	2235	0.0156599552572707	TRUE
NUDC	1520	10540	2235	0.680089485458613	TRUE
NR0B2	97	234	2235	0.0434004474272931	TRUE
KDF1	52	132	2235	0.0232662192393736	TRUE
RPL12P13	6	6	2235	0.00268456375838926	FALSE
RP11-344H11.5	8	12	2235	0.00357941834451902	FALSE
OSTCP2	2	2	2235	0.000894854586129754	FALSE
TRNP1	87	154	2235	0.0389261744966443	TRUE
FAM46B	37	67	2235	0.0165548098434004	TRUE
SLC9A1	256	503	2235	0.114541387024609	TRUE
RP11-40H20.5	1	2	2235	0.000447427293064877	FALSE
CHCHD3P3	3	7	2235	0.00134228187919463	FALSE
NPM1P39	98	110	2235	0.0438478747203579	TRUE
SNRPEP7	0	0	2235	0	FALSE
RP11-40H20.4	1	1	2235	0.000447427293064877	FALSE
WDTC1	250	418	2235	0.111856823266219	TRUE
RP11-4K3__A.3	26	48	2235	0.0116331096196868	TRUE
TMEM222	52	87	2235	0.0232662192393736	TRUE
RNU6-48P	0	0	2235	0	FALSE
ACTG1P20	3	12	2235	0.00134228187919463	FALSE
SYTL1	13	18	2235	0.0058165548098434	FALSE
MAP3K6	54	78	2235	0.0241610738255034	TRUE
FCN3	3	5	2235	0.00134228187919463	FALSE
CD164L2	1	1	2235	0.000447427293064877	FALSE
RP1-144C9.2	5	6	2235	0.00223713646532438	FALSE
GPR3	4	4	2235	0.00178970917225951	FALSE
WASF2	1500	5360	2235	0.671140939597315	TRUE
RP4-752I6.1	0	0	2235	0	FALSE
RP1-159A19.4	26	62	2235	0.0116331096196868	TRUE
AHDC1	498	838	2235	0.222818791946309	TRUE
FGR	51	103	2235	0.0228187919463087	TRUE
RP1-159A19.3	6	11	2235	0.00268456375838926	FALSE
RP11-288L9.1	3	4	2235	0.00134228187919463	FALSE
IFI6	1589	19961	2235	0.71096196868009	TRUE
RP11-288L9.4	2	3	2235	0.000894854586129754	FALSE
RNU6-949P	2	4	2235	0.000894854586129754	FALSE
CHMP1AP1	1	1	2235	0.000447427293064877	FALSE
RNU6-424P	0	1	2235	0	FALSE
FAM76A	336	579	2235	0.150335570469799	TRUE
RP3-426I6.2	7	10	2235	0.00313199105145414	FALSE
RPEP3	6	6	2235	0.00268456375838926	FALSE
STX12	1021	2296	2235	0.456823266219239	TRUE
RP3-426I6.5	7	9	2235	0.00313199105145414	FALSE
RP3-426I6.6	14	23	2235	0.00626398210290828	FALSE
RNU6-1245P	0	0	2235	0	FALSE
PPP1R8	554	1040	2235	0.247874720357942	TRUE
SCARNA1	2	3	2235	0.000894854586129754	FALSE
THEMIS2	109	378	2235	0.0487695749440716	TRUE
RPA2	645	1174	2235	0.288590604026846	TRUE
SMPDL3B	19	51	2235	0.00850111856823266	FALSE
RP11-460I13.2	5	5	2235	0.00223713646532438	FALSE
XKR8	180	250	2235	0.0805369127516778	TRUE
EYA3	507	988	2235	0.226845637583893	TRUE
RP11-460I13.6	0	0	2235	0	FALSE
RN7SL559P	15	25	2235	0.00671140939597315	FALSE
SPCS2P4	92	125	2235	0.0411633109619687	TRUE
RP5-1053E7.2	1	1	2235	0.000447427293064877	FALSE
RP5-1053E7.3	1	2	2235	0.000447427293064877	FALSE
RNU6-176P	1	1	2235	0.000447427293064877	FALSE
PTAFR	99	364	2235	0.0442953020134228	TRUE
DNAJC8	1616	7186	2235	0.723042505592841	TRUE
ATPIF1	1110	3182	2235	0.496644295302013	TRUE
RP5-1092A3.4	10	20	2235	0.00447427293064877	FALSE
RP5-1092A3.5	2	3	2235	0.000894854586129754	FALSE
SESN2	329	784	2235	0.147203579418345	TRUE
MED18	140	200	2235	0.0626398210290828	TRUE
PHACTR4	1194	3473	2235	0.534228187919463	TRUE
RP1-308E4.1	17	28	2235	0.00760626398210291	FALSE
RNU6ATAC27P	6	8	2235	0.00268456375838926	FALSE
RCC1	595	1226	2235	0.266219239373602	TRUE
SNHG3	198	336	2235	0.0885906040268456	TRUE
SNORA73A	0	0	2235	0	FALSE
SNORA73B	0	0	2235	0	FALSE
PRDX3P2	2	2	2235	0.000894854586129754	FALSE
RP4-669K10.8	89	134	2235	0.0398210290827741	TRUE
TRNAU1AP	1074	6792	2235	0.480536912751678	TRUE
SNHG12	1146	4631	2235	0.512751677852349	TRUE
SNORD99	74	145	2235	0.0331096196868009	TRUE
SNORA61	0	0	2235	0	FALSE
TAF12	340	551	2235	0.152125279642058	TRUE
RAB42	112	180	2235	0.0501118568232662	TRUE
LINC01715	15	17	2235	0.00671140939597315	FALSE
GMEB1	811	2765	2235	0.362863534675615	TRUE
YTHDF2	1385	4718	2235	0.619686800894855	TRUE
OPRD1	21	30	2235	0.00939597315436242	FALSE
RP1-212P9.3	3	6	2235	0.00134228187919463	FALSE
EPB41	941	7834	2235	0.421029082774049	TRUE
RP4-604A21.1	1	1	2235	0.000447427293064877	FALSE
TMEM200B	141	246	2235	0.0630872483221477	TRUE
RP11-242O24.3	0	0	2235	0	FALSE
SRSF4	1493	6161	2235	0.668008948545861	TRUE
MECR	289	475	2235	0.129306487695749	TRUE
RP11-467D18.2	0	0	2235	0	FALSE
PTPRU	113	178	2235	0.0505592841163311	TRUE
LINC01756	0	1	2235	0	FALSE
RP11-810H18.1	1	1	2235	0.000447427293064877	FALSE
RP4-656G21.1	0	0	2235	0	FALSE
RP11-179G8.1	0	0	2235	0	FALSE
LINC01648	1	2	2235	0.000447427293064877	FALSE
RP5-893G23.1	4	10	2235	0.00178970917225951	FALSE
RP3-357I16.1	2	2	2235	0.000894854586129754	FALSE
RP4-591L5.1	1	1	2235	0.000447427293064877	FALSE
RP4-591L5.2	0	0	2235	0	FALSE
MATN1	52	96	2235	0.0232662192393736	TRUE
MATN1-AS1	64	173	2235	0.0286353467561521	TRUE
LAPTM5	190	509	2235	0.0850111856823266	TRUE
MIR4420	0	0	2235	0	FALSE
RP5-1125N11.1	0	0	2235	0	FALSE
LINC01778	8	12	2235	0.00357941834451902	FALSE
RN7SKP91	0	0	2235	0	FALSE
RP1-65J11.5	1	1	2235	0.000447427293064877	FALSE
SDC3	354	691	2235	0.158389261744966	TRUE
RN7SL371P	15	16	2235	0.00671140939597315	FALSE
PUM1	1967	17268	2235	0.880089485458613	TRUE
RP11-201O14.1	0	0	2235	0	FALSE
RP11-201O14.2	0	0	2235	0	FALSE
SELENOWP1	1	1	2235	0.000447427293064877	FALSE
RP11-490K7.1	11	12	2235	0.00492170022371365	FALSE
NKAIN1	2	5	2235	0.000894854586129754	FALSE
SNRNP40	325	437	2235	0.145413870246085	TRUE
RP11-490K7.4	12	16	2235	0.00536912751677852	FALSE
ZCCHC17	1180	5100	2235	0.527964205816555	TRUE
RP11-266K22.2	8	13	2235	0.00357941834451902	FALSE
FABP3	61	110	2235	0.0272930648769575	TRUE
SERINC2	45	82	2235	0.0201342281879195	TRUE
RP11-439L8.2	0	0	2235	0	FALSE
RNU6-40P	0	4	2235	0	FALSE
LINC01225	4	9	2235	0.00178970917225951	FALSE
LINC01226	42	86	2235	0.0187919463087248	TRUE
RP11-73M7.1	0	0	2235	0	FALSE
TINAGL1	45	78	2235	0.0201342281879195	TRUE
HCRTR1	1	1	2235	0.000447427293064877	FALSE
PEF1	862	2510	2235	0.385682326621924	TRUE
RP11-73M7.6	7	10	2235	0.00313199105145414	FALSE
RP11-73M7.9	34	64	2235	0.0152125279642058	TRUE
COL16A1	398	757	2235	0.178076062639821	TRUE
ADGRB2	50	76	2235	0.0223713646532438	TRUE
MIR4254	1	1	2235	0.000447427293064877	FALSE
RP11-84A19.3	0	0	2235	0	FALSE
SPOCD1	17	24	2235	0.00760626398210291	FALSE
RP11-84A19.2	17	19	2235	0.00760626398210291	FALSE
RP11-84A19.4	77	88	2235	0.0344519015659955	TRUE
PTP4A2	2167	43223	2235	0.969574944071588	TRUE
RP4-534N18.2	22	23	2235	0.00984340044742729	FALSE
KHDRBS1	2007	19413	2235	0.897986577181208	TRUE
RP11-277A4.4	17	32	2235	0.00760626398210291	FALSE
TMEM39B	291	463	2235	0.130201342281879	TRUE
MIR5585	1	2	2235	0.000447427293064877	FALSE
KPNA6	1294	4330	2235	0.578970917225951	TRUE
RP4-622L5.2	0	0	2235	0	FALSE
TXLNA	322	857	2235	0.14407158836689	TRUE
CCDC28B	524	1331	2235	0.234451901565996	TRUE
RP4-622L5.7	7	13	2235	0.00313199105145414	FALSE
IQCC	131	291	2235	0.0586129753914989	TRUE
DCDC2B	31	122	2235	0.0138702460850112	TRUE
TMEM234	125	200	2235	0.0559284116331096	TRUE
EIF3I	1676	7535	2235	0.749888143176734	TRUE
MTMR9LP	198	296	2235	0.0885906040268456	TRUE
FAM167B	12	16	2235	0.00536912751677852	FALSE
LCK	155	467	2235	0.0693512304250559	TRUE
HDAC1	1149	3578	2235	0.514093959731544	TRUE
MARCKSL1	1091	2383	2235	0.488143176733781	TRUE
RP4-811H24.9	3	3	2235	0.00134228187919463	FALSE
TSSK3	18	40	2235	0.00805369127516779	FALSE
FAM229A	14	18	2235	0.00626398210290828	FALSE
BSDC1	811	1404	2235	0.362863534675615	TRUE
GAPDHP20	0	0	2235	0	FALSE
RP11-395N6.4	2	6	2235	0.000894854586129754	FALSE
LRRC37A12P	3	3	2235	0.00134228187919463	FALSE
RN7SL122P	1	1	2235	0.000447427293064877	FALSE
RP1-27O5.3	0	0	2235	0	FALSE
ZBTB8B	26	43	2235	0.0116331096196868	TRUE
ZBTB8A	676	2063	2235	0.302460850111857	TRUE
ZBTB8OS	406	684	2235	0.18165548098434	TRUE
RBBP4	1456	4721	2235	0.651454138702461	TRUE
SYNC	139	219	2235	0.0621923937360179	TRUE
RP11-114B7.6	3	3	2235	0.00134228187919463	FALSE
KIAA1522	72	107	2235	0.0322147651006711	TRUE
YARS	778	1999	2235	0.348098434004474	TRUE
S100PBP	783	1947	2235	0.350335570469799	TRUE
FNDC5	287	959	2235	0.12841163310962	TRUE
HPCA	2	6	2235	0.000894854586129754	FALSE
TMEM54	20	33	2235	0.00894854586129754	FALSE
RNF19B	835	3384	2235	0.373601789709172	TRUE
RP5-1174N9.2	11	12	2235	0.00492170022371365	FALSE
RP4-803A2.1	4	4	2235	0.00178970917225951	FALSE
RP4-803A2.2	1	1	2235	0.000447427293064877	FALSE
RP1-117O3.2	4	6	2235	0.00178970917225951	FALSE
AK2	1060	2750	2235	0.47427293064877	TRUE
AZIN2	17	29	2235	0.00760626398210291	FALSE
RP11-131M11.2	54	68	2235	0.0241610738255034	TRUE
TRIM62	95	141	2235	0.0425055928411633	TRUE
RP11-131M11.3	10	17	2235	0.00447427293064877	FALSE
ZNF362	906	2306	2235	0.405369127516779	TRUE
RP11-415J8.7	1	1	2235	0.000447427293064877	FALSE
A3GALT2	0	0	2235	0	FALSE
RP11-415J8.3	6	8	2235	0.00268456375838926	FALSE
PHC2	1370	4739	2235	0.612975391498881	TRUE
MIR3605	1	1	2235	0.000447427293064877	FALSE
RN7SKP16	17	49	2235	0.00760626398210291	FALSE
RP11-415J8.5	4	6	2235	0.00178970917225951	FALSE
TLR12P	4	4	2235	0.00178970917225951	FALSE
ZSCAN20	90	221	2235	0.0402684563758389	TRUE
RP4-580O19.2	0	0	2235	0	FALSE
CSMD2	120	280	2235	0.0536912751677852	TRUE
